Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,small,Je gaat het pas zien als je het doorhebt.* Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,Je gaat het pas zien als <extra_id_0> Wieteke van Zeil over opmerkelijke <extra_id_1> de beeldende kunst. Deze week:,Je gaat het pas zien als een Wieteke van Zeil over opmerkelijke dingen in de beeldende kunst. Deze week:,"['je het doorhebt.*', 'en veelbetekenende bijzaken in']","['een', 'dingen in']",7,30.0,20,"[0.8823529411764706, 0.7666666666666667]",0.82
seq1-0,small,"In razend tempo volgen de nieuwe bandjes, beloftes en platen-die-je-geluisterd-moet-hebben elkaar op. In de rubriek Luie Luisteraar loodst Volkskrant.nl je elke week door de nieuwste releases en selecteert de drie platen die je niet mag missen. Deze week:","In razend tempo volgen <extra_id_0> bandjes, beloftes en platen-die-je-geluisterd-moet-hebben elkaar op. In de rubriek Luie <extra_id_1> je elke week door de nieuwste releases <extra_id_2> drie platen <extra_id_3> mag missen. Deze week:","In razend tempo volgen bandjes, beloftes en platen-die-je-geluisterd-moet-hebben elkaar op. In de rubriek Luie je je elke week door de nieuwste releases van drie platen die je niet mag missen. Deze week:","['de nieuwe', 'Luisteraar loodst Volkskrant.nl', 'en selecteert de', 'die je niet']","['', 'je', 'van', 'die je niet']",11,30.0,19,"[1.0, 0.967741935483871, 1.0, 0.0]",0.74
seq2-0,small,| De Volkskrant Wat zullen we eens eten vanavond? Iedere dag in de Volkskrant een verrassend recept. Vandaag:,| De Volkskrant Wat <extra_id_0> eten vanavond? Iedere dag in de Volkskrant een verrassend <extra_id_1>,| De Volkskrant Wat is eten vanavond? Iedere dag in de Volkskrant een verrassend avond.,"['zullen we eens', 'recept. Vandaag:']","['is', 'avond.']",5,30.0,19,"[0.9285714285714286, 0.875]",0.9
seq3-0,small,Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper <extra_id_0>,Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van der Valk,['van Kuijk. Deze week:'],['Valk'],4,30.0,18,[0.9047619047619048],0.9
seq4-0,small,Denkfouten in het hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,Denkfouten in <extra_id_0> door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,Denkfouten in de nieuwe innovaties door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,['het hedendaags ontwerp gefileerd'],['de nieuwe innovaties'],4,30.0,18,[0.78125],0.78
seq5-0,small,Wat betekent het om nu vrouw te zijn? In een reeks interviews stelt de Volkskrant die kwestie aan de orde.,Wat betekent het om nu vrouw <extra_id_0> een reeks interviews stelt de Volkskrant die <extra_id_1> orde.,Wat betekent het om nu vrouw te spreken? In een reeks interviews stelt de Volkskrant die aan de orde.,"['te zijn? In', 'kwestie aan de']","['te spreken? In', 'aan de']",6,30.0,17,"[0.42857142857142855, 0.5714285714285714]",0.5
seq6-0,small,"Volkskrant.nl zet elke zondag de leukste, handigste en meest informatieve apps voor u op een rijtje. Deze week:","Volkskrant.nl zet elke zondag de leukste, <extra_id_0> informatieve apps voor <extra_id_1> een rijtje. Deze week:","Volkskrant.nl zet elke zondag de leukste, leukste informatieve apps voor iedereen op een rijtje. Deze week:","['handigste en meest', 'u op']","['leukste', 'iedereen op']",5,30.0,16,"[0.8333333333333334, 0.7272727272727273]",0.78
seq7-0,small,"Wekelijks nemen de cultuurspecialisten van de Volkskrant stelling in de wereld van film, muziek, theater of beeldende kunst. Deze week:",Wekelijks nemen de cultuurspecialisten <extra_id_0> stelling in de wereld <extra_id_1> theater of beeldende kunst. Deze week:,Wekelijks nemen de cultuurspecialisten een stelling in de wereld van theater of beeldende kunst. Deze week:,"['van de Volkskrant', 'van film', 'muziek,']","['een', 'van']",6,30.0,15,"[0.8823529411764706, 0.625]",0.75
seq8-0,small,"Ook zon hekel aan onnodig Engels? Help ons dan aan bruikbare, Nederlandse alternatieven. Zoals voor","Ook zon hekel aan onnodig Engels? <extra_id_0> bruikbare, Nederlandse alternatieven. Zoals voor","Ook zon hekel aan onnodig Engels? Kijk voor bruikbare, Nederlandse alternatieven. Zoals voor",['Help ons dan aan'],['Kijk voor'],4,30.0,15,[0.9375],0.94
seq9-0,small,"Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een recept om de restjes op te maken. Deze week:","Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een <extra_id_0> restjes op <extra_id_1> week:","Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een paar restjes op de week:","['recept om de', 'te maken. Deze']","['paar', 'de']",6,30.0,15,"[0.9166666666666666, 0.9285714285714286]",0.92
seq10-0,small,| De Volkskrant Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,| De Volkskrant <extra_id_0> hedendaags ontwerp <extra_id_1> (en cabaretier) Jasper van Kuijk. Deze week:,| De Volkskrant Het hedendaags ontwerp van kunstenaar (en cabaretier) Jasper van Kuijk. Deze week:,"['Denkfouten in', 'gefileerd door innovatie-expert']","['Het', 'van kunstenaar']",5,30.0,13,"[0.8461538461538461, 0.8387096774193549]",0.84
