Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,large,Je gaat het pas zien als je het doorhebt.* Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,Je gaat het pas zien als <extra_id_0> Wieteke van Zeil over opmerkelijke <extra_id_1> de beeldende kunst. Deze week:,Je gaat het pas zien als je het ziet. Wieteke van Zeil over opmerkelijke dingen in de beeldende kunst. Deze week:,"['je het doorhebt.*', 'en veelbetekenende bijzaken in']","['je het ziet.', 'dingen in']",7,30.0,20,"[0.4117647058823529, 0.7666666666666667]",0.59
seq1-0,large,"In razend tempo volgen de nieuwe bandjes, beloftes en platen-die-je-geluisterd-moet-hebben elkaar op. In de rubriek Luie Luisteraar loodst Volkskrant.nl je elke week door de nieuwste releases en selecteert de drie platen die je niet mag missen. Deze week:","In razend tempo volgen <extra_id_0> bandjes, beloftes en platen-die-je-geluisterd-moet-hebben elkaar op. In de rubriek Luie <extra_id_1> je elke week door de nieuwste releases <extra_id_2> drie platen <extra_id_3> mag missen. Deze week:","In razend tempo volgen de bandjes, beloftes en platen-die-je-geluisterd-moet-hebben elkaar op. In de rubriek Luie Vinyl luister je elke week door de nieuwste releases en drie platen die je niet mag missen. Deze week:","['de nieuwe', 'Luisteraar loodst Volkskrant.nl', 'en selecteert de', 'die je niet']","['de', 'Vinyl luister', 'en', 'die je niet']",11,30.0,19,"[0.7777777777777778, 0.8064516129032258, 0.875, 0.0]",0.61
seq2-0,large,| De Volkskrant Wat zullen we eens eten vanavond? Iedere dag in de Volkskrant een verrassend recept. Vandaag:,| De Volkskrant Wat <extra_id_0> eten vanavond? Iedere dag in de Volkskrant een verrassend <extra_id_1>,| De Volkskrant Wat te eten vanavond? Iedere dag in de Volkskrant een verrassend advies.,"['zullen we eens', 'recept. Vandaag:']","['te', 'advies.']",5,30.0,19,"[0.9285714285714286, 0.9375]",0.93
seq3-0,large,Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper <extra_id_0>,Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van der Meer,['van Kuijk. Deze week:'],['Meer'],4,30.0,18,[0.9047619047619048],0.9
seq4-0,large,Denkfouten in het hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,Denkfouten in <extra_id_0> door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,Denkfouten in de innovatiewereld door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,['het hedendaags ontwerp gefileerd'],['de innovatiewereld'],4,30.0,18,[0.6875],0.69
seq5-0,large,Wat betekent het om nu vrouw te zijn? In een reeks interviews stelt de Volkskrant die kwestie aan de orde.,Wat betekent het om nu vrouw <extra_id_0> een reeks interviews stelt de Volkskrant die <extra_id_1> orde.,Wat betekent het om nu vrouw te zijn? In een reeks interviews stelt de Volkskrant die vraag aan de orde.,"['te zijn? In', 'kwestie aan de']","['te zijn? In', 'vraag aan de']",6,30.0,17,"[0.0, 0.5]",0.25
seq6-0,large,"Volkskrant.nl zet elke zondag de leukste, handigste en meest informatieve apps voor u op een rijtje. Deze week:","Volkskrant.nl zet elke zondag de leukste, <extra_id_0> informatieve apps voor <extra_id_1> een rijtje. Deze week:","Volkskrant.nl zet elke zondag de leukste, meest informatieve apps voor kinderen op een rijtje. Deze week:","['handigste en meest', 'u op']","['meest', 'kinderen op']",5,30.0,16,"[0.7222222222222222, 0.7272727272727273]",0.72
seq7-0,large,"Wekelijks nemen de cultuurspecialisten van de Volkskrant stelling in de wereld van film, muziek, theater of beeldende kunst. Deze week:",Wekelijks nemen de cultuurspecialisten <extra_id_0> stelling in de wereld <extra_id_1> theater of beeldende kunst. Deze week:,"Wekelijks nemen de cultuurspecialisten een stelling in de wereld van film, theater of beeldende kunst. Deze week:","['van de Volkskrant', 'van film', 'muziek,']","['een', 'van film,']",6,30.0,15,"[0.8823529411764706, 0.1111111111111111]",0.5
seq8-0,large,"Ook zon hekel aan onnodig Engels? Help ons dan aan bruikbare, Nederlandse alternatieven. Zoals voor","Ook zon hekel aan onnodig Engels? <extra_id_0> bruikbare, Nederlandse alternatieven. Zoals voor","Ook zon hekel aan onnodig Engels? Er zijn bruikbare, Nederlandse alternatieven. Zoals voor",['Help ons dan aan'],['Er zijn'],4,30.0,15,[0.875],0.88
seq9-0,large,"Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een recept om de restjes op te maken. Deze week:","Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een <extra_id_0> restjes op <extra_id_1> week:","Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een recept voor restjes op tafel. Deze week:","['recept om de', 'te maken. Deze']","['recept voor', 'tafel. Deze']",6,30.0,15,"[0.4166666666666667, 0.35714285714285715]",0.39
