Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,xl,dagen zijn de gemeenteraadsverkiezingen. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,dagen zijn <extra_id_0> Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,dagen zijn Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,['de gemeenteraadsverkiezingen.'],[''],2,15,23,[1.0],1.0
seq1-0,xl,Problemen met bedrijven en overheidsdiensten? Help@NRC gaat elke woensdag op zoek naar antwoorden. Vandaag:,Problemen met bedrijven en overheidsdiensten? Help@NRC gaat elke woensdag <extra_id_0> naar antwoorden. Vandaag:,Problemen met bedrijven en overheidsdiensten? Help@NRC gaat elke woensdag op zoek naar antwoorden. Vandaag:,['op zoek'],['op zoek'],2,15,22,[0.0],0.0
seq2-0,xl,van de formatie. Schrijf je in voor De Haagse Stemming om deze (di-do-za) als nieuwsbrief te ontvangen.,van de formatie. Schrijf je in voor De Haagse Stemming om deze (di-do-za) als <extra_id_0>,van de formatie. Schrijf je in voor De Haagse Stemming om deze (di-do-za) als eerste te stemmen.,['nieuwsbrief te ontvangen.'],['stemmen.'],3,15,20,[0.76],0.76
seq3-0,xl,<BR> Land: Thailand<BR> Opgeist door: Niet opgeist<BR> Aantal doden: 1<BR> Aantal gewonden: 0<BR> Methode: moordaanslag<BR> Plaats:,<BR> Land: Thailand<BR> Opgeist door: Niet opgeist<BR> Aantal doden: <extra_id_0> gewonden: 0<BR> Methode: moordaanslag<BR> Plaats:,<BR> Land: Thailand<BR> Opgeist door: Niet opgeist<BR> Aantal doden: 0<BR> Aantal gewonden: 0<BR> Methode: moordaanslag<BR> Plaats:,['1<BR> Aantal'],['0<BR> Aantal'],2,15,20,[0.08333333333333333],0.08
seq4-0,xl,Pieter Steinz heeft de spierziekte ALS en verbindt het verloop van zijn ziekte met de boeken die hij (her)leest. Deze week:,Pieter Steinz heeft de spierziekte ALS en verbindt het verloop van zijn ziekte met <extra_id_0> hij (her)leest. Deze week:,Pieter Steinz heeft de spierziekte ALS en verbindt het verloop van zijn ziekte met de verhalen die hij (her)leest. Deze week:,['de boeken die'],['de verhalen die'],3,15,18,[0.4],0.4
seq5-0,xl,"/ The Kobal Collection ] Editorial use only related to cinema, television and personalities. Not for cover use, advertising or fictional works without specific prior agreement The Picture Desk","/ The Kobal Collection ] Editorial use only related to cinema, television and personalities. Not for cover <extra_id_0> works without specific prior agreement The Picture Desk","/ The Kobal Collection ] Editorial use only related to cinema, television and personalities. Not for cover art or related works without specific prior agreement The Picture Desk","['use', 'advertising or fictional']",['art or related'],4,15,17,[0.9285714285714286],0.93
seq6-0,xl,Deze rubriek belicht elke dinsdag kwesties uit het bedrijfsleven waarover de rechter zich onlangs uitsprak. Vandaag:,Deze rubriek belicht elke <extra_id_0> uit het bedrijfsleven waarover de rechter zich onlangs uitsprak. Vandaag:,Deze rubriek belicht elke week een zaak uit het bedrijfsleven waarover de rechter zich onlangs uitsprak. Vandaag:,['dinsdag kwesties'],['week een zaak'],2,15,16,[0.9375],0.94
seq7-0,xl,? Onderaan dit artikel kunnen abonnees op die vraag reageren. Hier vind je meer over reageren op NRC.nl.,? <extra_id_0> kunnen abonnees op die vraag reageren. Hier vind je meer over reageren op NRC.nl.,? Alleen kunnen abonnees op die vraag reageren. Hier vind je meer over reageren op NRC.nl.,['Onderaan dit artikel'],['Alleen'],3,15,15,[0.9],0.9
seq8-0,xl,dagen op het integriteitsonderzoek naar Wybren van Haga. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,<extra_id_0> integriteitsonderzoek naar Wybren van Haga. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,Het parlement vraagt een integriteitsonderzoek naar Wybren van Haga. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,['dagen op het'],['Het parlement vraagt een'],3,15,14,[0.75],0.75
seq9-0,xl,Wat zijn de kleine verhalen waar de moderne mens in gelooft? Wekelijks vertelt Arjen van Veelen zon moderne mythe. Vandaag:,Wat zijn de kleine verhalen waar de moderne mens in gelooft? Wekelijks vertelt Arjen van Veelen zon <extra_id_0>,Wat zijn de kleine verhalen waar de moderne mens in gelooft? Wekelijks vertelt Arjen van Veelen zon verhaal.,['moderne mythe. Vandaag:'],['verhaal.'],3,15,13,[0.782608695652174],0.78
seq10-0,xl,"dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke ochtend op de hoogte van de campagne. Wie zich inschrijft voor de nieuwsbrief, ontvangt deze nog vroeger.","dagen zijn er Tweede Kamerverkiezingen. De <extra_id_0> elke ochtend op de hoogte van de campagne. Wie zich inschrijft voor de nieuwsbrief, ontvangt deze nog vroeger.","dagen zijn er Tweede Kamerverkiezingen. De campagne is nog niet begonnen. De krant houdt je elke ochtend op de hoogte van de campagne. Wie zich inschrijft voor de nieuwsbrief, ontvangt deze nog vroeger.",['Haagse Stemming houdt je'],['campagne is nog niet begonnen. De krant houdt je'],4,15,13,[0.6458333333333334],0.65
seq11-0,xl,. Olga Zuiderhoek en Peter Faber spelen spelletjes in een geraffineerde dialoog van Paul Haenen vol cabaret-effecten en moderne relatiepraat.,. Olga Zuiderhoek en Peter Faber spelen spelletjes in een geraffineerde dialoog van Paul Haenen <extra_id_0> moderne relatiepraat.,. Olga Zuiderhoek en Peter Faber spelen spelletjes in een geraffineerde dialoog van Paul Haenen over moderne relatiepraat.,['vol cabaret-effecten en'],['over'],3,15,13,[0.9130434782608695],0.91
