Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,xl,Je gaat het pas zien als je het doorhebt.* Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,Je gaat het pas zien <extra_id_0> doorhebt.* Wieteke van <extra_id_1> en veelbetekenende bijzaken in de beeldende kunst. Deze week:,Je gaat het pas zien als je het doorhebt.* Wieteke van Dorth over de kleine en veelbetekenende bijzaken in de beeldende kunst. Deze week:,"['als je het', 'Zeil over opmerkelijke']","['als je het', 'Dorth over de kleine']",6,25,20,"[0.0, 0.5909090909090909]",0.3
seq1-0,xl,"In razend tempo volgen de nieuwe bandjes, beloftes en platen-die-je-geluisterd-moet-hebben elkaar op. In de rubriek Luie Luisteraar loodst Volkskrant.nl je elke week door de nieuwste releases en selecteert de drie platen die je niet mag missen. Deze week:","In razend tempo volgen de nieuwe bandjes, beloftes en platen-die-je-geluisterd-moet-hebben elkaar op. In de rubriek Luie Luisteraar loodst Volkskrant.nl je elke <extra_id_0> releases en selecteert <extra_id_1> die je <extra_id_2> Deze week:","In razend tempo volgen de nieuwe bandjes, beloftes en platen-die-je-geluisterd-moet-hebben elkaar op. In de rubriek Luie Luisteraar loodst Volkskrant.nl je elke week langs de nieuwste releases en selecteert de plaat die je moet luisteren. Deze week:","['week door de nieuwste', 'de drie platen', 'niet mag missen.']","['week langs de nieuwste', 'de plaat', 'moet luisteren.']",10,25,19,"[0.22727272727272727, 0.5714285714285714, 0.625]",0.47
seq2-0,xl,| De Volkskrant Wat zullen we eens eten vanavond? Iedere dag in de Volkskrant een verrassend recept. Vandaag:,| De Volkskrant Wat zullen we eens eten vanavond? Iedere dag <extra_id_0> verrassend recept. Vandaag:,| De Volkskrant Wat zullen we eens eten vanavond? Iedere dag een verrassend recept. Vandaag:,['in de Volkskrant een'],['een'],4,25,19,[0.85],0.85
seq3-0,xl,Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) <extra_id_0> week:,Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Pieter van der week:,['Jasper van Kuijk. Deze'],['Pieter van der'],4,25,18,[0.6363636363636364],0.64
seq4-0,xl,Denkfouten in het hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,<extra_id_0> ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,en ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,['Denkfouten in het hedendaags'],['en'],4,25,18,[0.9285714285714286],0.93
seq5-0,xl,Wat betekent het om nu vrouw te zijn? In een reeks interviews stelt de Volkskrant die kwestie aan de orde.,Wat betekent het om nu vrouw te zijn? In een reeks interviews stelt de <extra_id_0> kwestie <extra_id_1>,Wat betekent het om nu vrouw te zijn? In een reeks interviews stelt de auteur deze kwestie,"['Volkskrant die', 'aan de orde.']","['auteur deze', '']",5,25,17,"[0.7857142857142857, 1.0]",0.89
seq6-0,xl,"Volkskrant.nl zet elke zondag de leukste, handigste en meest informatieve apps voor u op een rijtje. Deze week:",Volkskrant.nl zet elke zondag de <extra_id_0> informatieve apps voor u op een rijtje. Deze week:,Volkskrant.nl zet elke zondag de meest informatieve apps voor u op een rijtje. Deze week:,"['leukste', 'handigste en meest']",['meest'],4,25,16,[0.5714285714285714],0.57
seq7-0,xl,"Wekelijks nemen de cultuurspecialisten van de Volkskrant stelling in de wereld van film, muziek, theater of beeldende kunst. Deze week:",Wekelijks nemen <extra_id_0> de Volkskrant stelling in de wereld van <extra_id_1> theater of beeldende kunst. Deze week:,"Wekelijks nemen kunstenaars van de Volkskrant stelling in de wereld van muziek, theater of beeldende kunst. Deze week:","['de cultuurspecialisten van', 'film', 'muziek,']","['kunstenaars van', 'muziek,']",5,25,15,"[0.6538461538461539, 0.8571428571428571]",0.76
seq8-0,xl,"Ook zon hekel aan onnodig Engels? Help ons dan aan bruikbare, Nederlandse alternatieven. Zoals voor",Ook zon hekel aan onnodig Engels? Help <extra_id_0> Nederlandse alternatieven. Zoals voor,Ook zon hekel aan onnodig Engels? Help dan met het vinden van Nederlandse alternatieven. Zoals voor,"['ons dan aan bruikbare,']",['dan met het vinden van'],4,25,15,[0.8636363636363636],0.86
seq9-0,xl,"Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een recept om de restjes op te maken. Deze week:","Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een recept om de <extra_id_0> maken. <extra_id_1>","Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een recept om de salade te maken. Lees meer","['restjes op te', 'Deze week:']","['salade te', 'meer']",5,25,15,"[0.6923076923076923, 0.8]",0.75
