Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,base,Je gaat het pas zien als je het doorhebt.* Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,Je gaat het pas zien <extra_id_0> doorhebt.* Wieteke van <extra_id_1> en veelbetekenende bijzaken in de beeldende kunst. Deze week:,Je gaat het pas zien als je het doorhebt.* Wieteke van der Linden en veelbetekenende bijzaken in de beeldende kunst. Deze week:,"['als je het', 'Zeil over opmerkelijke']","['als je het', 'der Linden']",6,25.0,20,"[0.0, 0.8181818181818182]",0.41
seq1-0,base,"In razend tempo volgen de nieuwe bandjes, beloftes en platen-die-je-geluisterd-moet-hebben elkaar op. In de rubriek Luie Luisteraar loodst Volkskrant.nl je elke week door de nieuwste releases en selecteert de drie platen die je niet mag missen. Deze week:","In razend tempo volgen de nieuwe bandjes, beloftes en platen-die-je-geluisterd-moet-hebben elkaar op. In de rubriek Luie Luisteraar loodst Volkskrant.nl je elke <extra_id_0> releases en selecteert <extra_id_1> die je <extra_id_2> Deze week:","In razend tempo volgen de nieuwe bandjes, beloftes en platen-die-je-geluisterd-moet-hebben elkaar op. In de rubriek Luie Luisteraar loodst Volkskrant.nl je elke week door de releases en selecteert de tracks die je luistert. Deze week:","['week door de nieuwste', 'de drie platen', 'niet mag missen.']","['week door de', 'de tracks', 'luistert.']",10,25.0,19,"[0.42857142857142855, 0.6428571428571429, 0.8125]",0.63
seq2-0,base,| De Volkskrant Wat zullen we eens eten vanavond? Iedere dag in de Volkskrant een verrassend recept. Vandaag:,| De Volkskrant Wat zullen we eens eten vanavond? Iedere dag <extra_id_0> verrassend recept. Vandaag:,| De Volkskrant Wat zullen we eens eten vanavond? Iedere dag een verrassend recept. Vandaag:,['in de Volkskrant een'],['een'],4,25.0,19,[0.85],0.85
seq3-0,base,Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) <extra_id_0> week:,Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) van de week:,['Jasper van Kuijk. Deze'],['van de'],4,25.0,18,[0.7727272727272727],0.77
seq4-0,base,Denkfouten in het hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,<extra_id_0> ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,en ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,['Denkfouten in het hedendaags'],['en'],4,25.0,18,[0.9285714285714286],0.93
seq5-0,base,Wat betekent het om nu vrouw te zijn? In een reeks interviews stelt de Volkskrant die kwestie aan de orde.,Wat betekent het om nu vrouw te zijn? In een reeks interviews stelt de <extra_id_0> kwestie <extra_id_1>,Wat betekent het om nu vrouw te zijn? In een reeks interviews stelt de auteur de kwestie,"['Volkskrant die', 'aan de orde.']","['auteur de', '']",5,25.0,17,"[0.7142857142857143, 1.0]",0.86
seq6-0,base,"Volkskrant.nl zet elke zondag de leukste, handigste en meest informatieve apps voor u op een rijtje. Deze week:",Volkskrant.nl zet elke zondag de <extra_id_0> informatieve apps voor u op een rijtje. Deze week:,Volkskrant.nl zet elke zondag de meest informatieve apps voor u op een rijtje. Deze week:,"['leukste', 'handigste en meest']",['meest'],4,25.0,16,[0.5714285714285714],0.57
seq7-0,base,"Wekelijks nemen de cultuurspecialisten van de Volkskrant stelling in de wereld van film, muziek, theater of beeldende kunst. Deze week:",Wekelijks nemen <extra_id_0> de Volkskrant stelling in de wereld van <extra_id_1> theater of beeldende kunst. Deze week:,"Wekelijks nemen schrijvers van de Volkskrant stelling in de wereld van muziek, theater of beeldende kunst. Deze week:","['de cultuurspecialisten van', 'film', 'muziek,']","['schrijvers van', 'muziek,']",5,25.0,15,"[0.7307692307692307, 0.8571428571428571]",0.79
seq8-0,base,"Ook zon hekel aan onnodig Engels? Help ons dan aan bruikbare, Nederlandse alternatieven. Zoals voor",Ook zon hekel aan onnodig Engels? Help <extra_id_0> Nederlandse alternatieven. Zoals voor,Ook zon hekel aan onnodig Engels? Help Nederlandse alternatieven. Zoals voor,"['ons dan aan bruikbare,']",[''],4,25.0,15,[1.0],1.0
seq9-0,base,"Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een recept om de restjes op te maken. Deze week:","Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een recept om de <extra_id_0> maken. <extra_id_1>","Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een recept om de boeken mooi te maken.","['restjes op te', 'Deze week:']","['boeken mooi te', '']",5,25.0,15,"[0.6428571428571429, 1.0]",0.82
