Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,xl,.  Thijmen Geluk SalarisHoeveel verdien je? Dat vragen we elke week aan een Nederlander. Vandaag:,. Thijmen Geluk SalarisHoeveel <extra_id_0> we elke week aan een Nederlander. Vandaag:,. Thijmen Geluk SalarisHoeveel verdienen we elke week aan een Nederlander. Vandaag:,['verdien je? Dat vragen'],['verdienen'],4,30,19,[0.5909090909090909],0.59
seq1-0,xl,Meld je aan voor de AD sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,Meld je aan voor de AD sportnieuwsbrief <extra_id_0> dagelijks een overzicht van <extra_id_1>,Meld je aan voor de AD sportnieuwsbrief en ontvang dagelijks een overzicht van,"['en ontvang', 'het belangrijkste sportnieuws']","['en ontvang', '']",5,30,16,"[0.0, 1.0]",0.5
seq2-0,xl,Fotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,<extra_id_0> verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,en verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,['Fotograaf Nico Brons en'],['en'],4,30,16,[0.9130434782608695],0.91
seq3-0,xl,"Tip van de BaasWie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en wat helpt om verder te komen. Zij geven hn beste tips. Vandaag:","Tip van de BaasWie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer <extra_id_0> loon vraagt <extra_id_1> om verder <extra_id_2> geven hn beste <extra_id_3>","Tip van de BaasWie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je een loon vraagt om verder te geven hn beste advies geeft.","['je om meer', 'en wat helpt', 'te komen. Zij', 'tips. Vandaag:']","['je een', '', 'te', 'geeft.']",11,30,14,"[0.5, 1.0, 0.8461538461538461, 1.0]",0.84
seq4-0,xl,David en Arjan van 365dagensuccesvol.nl hebben n doel: Nederland het gelukkigste land van de wereld maken.,David en Arjan van 365dagensuccesvol.nl hebben n <extra_id_0> gelukkigste land van de <extra_id_1>,David en Arjan van 365dagensuccesvol.nl hebben n Nederland is het gelukkigste land van de wereld,"['doel: Nederland het', 'wereld maken.']","['Nederland is het', 'wereld']",5,30,14,"[0.47368421052631576, 0.5384615384615384]",0.51
seq5-0,xl,"De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is het programma in League A en League B van deze en volgende week. Ook vermelden we hier komende week alle uitslagen, de stand n het programma van de belangrijkste oefeninterlands.","De Nations League, <extra_id_0> competitie voor landenteams, is de derde competitieronde ingegaan. Dit <extra_id_1> in League A en League <extra_id_2> en volgende week. Ook vermelden we hier komende week alle uitslagen, <extra_id_3> n <extra_id_4> de belangrijkste oefeninterlands.","De Nations League, de competitie voor landenteams, is de derde competitieronde ingegaan. Dit weekend spelen de teams in League A en League B vandaag en volgende week. Ook vermelden we hier komende week alle uitslagen, standen en n de belangrijkste oefeninterlands.","['de nieuwe Europese', 'is het programma', 'B van deze', 'de stand', 'het programma van']","['de', 'weekend spelen de teams', 'B vandaag', 'standen en', '']",14,30,14,"[0.8888888888888888, 0.8260869565217391, 0.4, 0.8, 1.0]",0.78
seq6-0,xl,"Het seizoen 2017-2018 is nog niet eens afgelopen, maar de voetbalwereld kijkt al volop naar het nieuwe seizoen. In onze TransferTalk houden we komende zomer alle geruchten en voltooide transfers bij.","Het seizoen 2017-2018 is nog niet eens afgelopen, <extra_id_0> kijkt al volop naar het nieuwe seizoen. In onze TransferTalk houden we komende <extra_id_1> en <extra_id_2>","Het seizoen 2017-2018 is nog niet eens afgelopen, maar men kijkt al volop naar het nieuwe seizoen. In onze TransferTalk houden we komende week en in de...","['maar de voetbalwereld', 'zomer alle geruchten', 'voltooide transfers bij.']","['maar men', 'week', 'de...']",9,30,13,"[0.7142857142857143, 0.9, 0.875]",0.83
seq7-0,xl,"De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te vergroten en er doorheen te bladeren. 1","De beeldredactie ziet dagelijks duizenden <extra_id_0> worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de <extra_id_1> te vergroten en er doorheen <extra_id_2>","De beeldredactie ziet dagelijks duizenden foto's en worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de foto's om te vergroten en er doorheen te","['nieuwsfotos. In deze rubriek', 'beelden om deze', 'te bladeren. 1']","[""foto's en"", ""foto's om"", 'te']",10,30,12,"[0.7857142857142857, 0.8, 0.8571428571428571]",0.81
seq8-0,xl,"Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (77) een eind op weg is, beantwoordt hij uw vragen.",Wijsheid komt met de jaren. <extra_id_0> Prinsen (77) een eind op <extra_id_1> hij uw vragen.,"Wijsheid komt met de jaren. Als u met Henk Prinsen (77) een eind op pad bent, beantwoordt hij uw vragen.","['Omdat acteur Joost', 'weg is', 'beantwoordt']","['Als u met Henk', 'pad bent, beantwoordt']",6,30,12,"[0.8333333333333334, 0.9047619047619048]",0.87
seq9-0,xl,"De transfermarkt draait op volle toeren, maar veel clubs hebben al meerdere aanwinsten al binnen. In dit overzicht houden we alle inkomende en uitgaande transfers van de eredivisieclubs van deze zomer bij.","De transfermarkt draait op volle toeren, maar veel clubs hebben <extra_id_0> al binnen. In dit overzicht houden <extra_id_1> en uitgaande transfers van de eredivisieclubs <extra_id_2>","De transfermarkt draait op volle toeren, maar veel clubs hebben hun spelers al binnen. In dit overzicht houden we de in- en uitgaande transfers van de eredivisieclubs","['al meerdere aanwinsten', 'we alle inkomende', 'van deze zomer bij.']","['hun spelers', 'we de in-', '']",10,30,12,"[0.8181818181818182, 0.5882352941176471, 1.0]",0.8
