Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,small,.  Thijmen Geluk SalarisHoeveel verdien je? Dat vragen we elke week aan een Nederlander. Vandaag:,. Thijmen Geluk SalarisHoeveel <extra_id_0> we elke week aan een Nederlander. Vandaag:,. Thijmen Geluk SalarisHoeveel verdienen we elke week aan een Nederlander. Vandaag:,['verdien je? Dat vragen'],['verdienen'],4,30.0,19,[0.5909090909090909],0.59
seq1-0,small,Meld je aan voor de AD sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,Meld je aan voor de AD sportnieuwsbrief <extra_id_0> dagelijks een overzicht van <extra_id_1>,Meld je aan voor de AD sportnieuwsbrief en dagelijks een overzicht van de sportresultaten.,"['en ontvang', 'het belangrijkste sportnieuws']","['en', 'sportresultaten.']",5,30.0,16,"[0.8, 0.8275862068965517]",0.81
seq2-0,small,Fotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,<extra_id_0> verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,en verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,['Fotograaf Nico Brons en'],['en'],4,30.0,16,[0.9130434782608695],0.91
seq3-0,small,"Tip van de BaasWie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en wat helpt om verder te komen. Zij geven hn beste tips. Vandaag:","Tip van de BaasWie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer <extra_id_0> loon vraagt <extra_id_1> om verder <extra_id_2> geven hn beste <extra_id_3>","Tip van de BaasWie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je loon vraagt hoe om verder aan te geven hn beste baan.","['je om meer', 'en wat helpt', 'te komen. Zij', 'tips. Vandaag:']","['je', 'hoe', 'aan te', 'baan.']",11,30.0,14,"[0.8, 0.9166666666666666, 0.8461538461538461, 0.8571428571428571]",0.85
seq4-0,small,David en Arjan van 365dagensuccesvol.nl hebben n doel: Nederland het gelukkigste land van de wereld maken.,David en Arjan van 365dagensuccesvol.nl hebben n <extra_id_0> gelukkigste land van de <extra_id_1>,David en Arjan van 365dagensuccesvol.nl hebben n gelukkigste land van de wereld.,"['doel: Nederland het', 'wereld maken.']","['', 'wereld.']",5,30.0,14,"[1.0, 0.46153846153846156]",0.73
seq5-0,small,"De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is het programma in League A en League B van deze en volgende week. Ook vermelden we hier komende week alle uitslagen, de stand n het programma van de belangrijkste oefeninterlands.","De Nations League, <extra_id_0> competitie voor landenteams, is de derde competitieronde ingegaan. Dit <extra_id_1> in League A en League <extra_id_2> en volgende week. Ook vermelden we hier komende week alle uitslagen, <extra_id_3> n <extra_id_4> de belangrijkste oefeninterlands.","De Nations League, de competitie voor landenteams, is de derde competitieronde ingegaan. Dit gaat in League A en League B en volgende week. Ook vermelden we hier komende week alle uitslagen, en n de belangrijkste oefeninterlands.","['de nieuwe Europese', 'is het programma', 'B van deze', 'de stand', 'het programma van']","['de', 'gaat', 'B', 'en', '']",14,30.0,14,"[0.8888888888888888, 0.875, 0.9, 0.75, 1.0]",0.88
seq6-0,small,"Het seizoen 2017-2018 is nog niet eens afgelopen, maar de voetbalwereld kijkt al volop naar het nieuwe seizoen. In onze TransferTalk houden we komende zomer alle geruchten en voltooide transfers bij.","Het seizoen 2017-2018 is nog niet eens afgelopen, <extra_id_0> kijkt al volop naar het nieuwe seizoen. In onze TransferTalk houden we komende <extra_id_1> en <extra_id_2>","Het seizoen 2017-2018 is nog niet eens afgelopen, maar onze club kijkt al volop naar het nieuwe seizoen. In onze TransferTalk houden we komende zomer en komend weekend.","['maar de voetbalwereld', 'zomer alle geruchten', 'voltooide transfers bij.']","['maar onze club', 'zomer', 'weekend.']",9,30.0,13,"[0.6666666666666666, 0.75, 0.875]",0.76
seq7-0,small,"De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te vergroten en er doorheen te bladeren. 1","De beeldredactie ziet dagelijks duizenden <extra_id_0> worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de <extra_id_1> te vergroten en er doorheen <extra_id_2>","De beeldredactie ziet dagelijks duizenden beelden. Hier worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de selecties om de selectie te vergroten en er doorheen te zoomen","['nieuwsfotos. In deze rubriek', 'beelden om deze', 'te bladeren. 1']","['beelden. Hier', 'selecties om de selectie', 'zoomen']",10,30.0,12,"[0.7857142857142857, 0.5833333333333334, 0.8571428571428571]",0.74
seq8-0,small,"Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (77) een eind op weg is, beantwoordt hij uw vragen.",Wijsheid komt met de jaren. <extra_id_0> Prinsen (77) een eind op <extra_id_1> hij uw vragen.,"Wijsheid komt met de jaren. Als Prinsen (77) een eind op gaat, stel hij uw vragen.","['Omdat acteur Joost', 'weg is', 'beantwoordt']","['Als', 'gaat, stel']",6,30.0,12,"[0.9444444444444444, 0.9]",0.92
seq9-0,small,"De transfermarkt draait op volle toeren, maar veel clubs hebben al meerdere aanwinsten al binnen. In dit overzicht houden we alle inkomende en uitgaande transfers van de eredivisieclubs van deze zomer bij.","De transfermarkt draait op volle toeren, maar veel clubs hebben <extra_id_0> al binnen. In dit overzicht houden <extra_id_1> en uitgaande transfers van de eredivisieclubs <extra_id_2>","De transfermarkt draait op volle toeren, maar veel clubs hebben het al binnen. In dit overzicht houden we de eerste en uitgaande transfers van de eredivisieclubs","['al meerdere aanwinsten', 'we alle inkomende', 'van deze zomer bij.']","['het', 'we de eerste', '']",10,30.0,12,"[0.9090909090909091, 0.6470588235294118, 1.0]",0.85
seq10-0,small,"De eerste race van het seizoen zit er op, maar wanneer mogen we ons weer verheugen op Max Verstappen en co? Bekijk hieronder de F1-kalender en zie gelijk hoe laat de wekker gezet moet worden.",De eerste race van het seizoen zit <extra_id_0> mogen we ons weer verheugen op <extra_id_1> co? <extra_id_2> F1-kalender en zie gelijk hoe laat de wekker gezet moet worden.,De eerste race van het seizoen zit er in de eerste race. Dan mogen we ons weer verheugen op de co? Bekijk de F1-kalender en zie gelijk hoe laat de wekker gezet moet worden.,"['er op', 'maar wanneer', 'Max Verstappen en', 'Bekijk hieronder de']","['er in de eerste race. Dan', 'de', 'Bekijk de']",10,30.0,12,"[0.88, 0.9166666666666666, 0.8823529411764706]",0.89
