Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,large,Vier boeken zoeken antwoorden Over de toekomst van welk land gn de verkiezingen eigenlijk.  Vier boeken zoeken het antwoord,Vier boeken zoeken antwoorden Over de toekomst van welk land gn de verkiezingen eigenlijk. Vier <extra_id_0> antwoord,Vier boeken zoeken antwoorden Over de toekomst van welk land gn de verkiezingen eigenlijk. Vier boeken zoeken antwoord,['boeken zoeken het'],['boeken zoeken'],3,15,1,[0.23529411764705882],0.24
seq1-0,large,"Populisten in Zweden beschuldigen sociaal-democraten van racisme  onterecht volgens historici De extreem-rechtse Zweden Democraten, beschuldigd van racisme, stellen in een campagnefilm dat het juist de Sociaaldemocraten zijn die nazistische wortels hebben.  Historici maken gehakt van de claims","Populisten in Zweden beschuldigen sociaal-democraten van racisme onterecht volgens historici De extreem-rechtse Zweden Democraten, <extra_id_0> stellen in een campagnefilm dat het juist de Sociaaldemocraten zijn die nazistische wortels hebben. Historici maken gehakt <extra_id_1>","Populisten in Zweden beschuldigen sociaal-democraten van racisme onterecht volgens historici De extreem-rechtse Zweden Democraten, die stellen in een campagnefilm dat het juist de Sociaaldemocraten zijn die nazistische wortels hebben. Historici maken gehakt van de zaak.","['beschuldigd van racisme,', 'van de claims']","['die', 'zaak.']",6,15,1,"[0.875, 0.8461538461538461]",0.86
seq2-0,large,Gratis busvervoer ontlokt op A44 geen daverend gejuich Zuid-Holland experimenteert een jaar met snelle en gratis busritten van Leiden naar Den Haag.  De provincie is vol goede moed; de passagier 'moet het nog zien',Gratis busvervoer ontlokt op A44 geen daverend gejuich Zuid-Holland <extra_id_0> met snelle en gratis busritten van <extra_id_1> Den Haag. De provincie is vol goede moed; de passagier 'moet het nog zien',Gratis busvervoer ontlokt op A44 geen daverend gejuich Zuid-Holland start met snelle en gratis busritten van Den Haag. De provincie is vol goede moed; de passagier 'moet het nog zien',"['experimenteert een jaar', 'Leiden naar']","['start', '']",5,15,1,"[0.8695652173913043, 1.0]",0.93
seq3-0,large,"Hayarpi Tamrazyan is al sinds 2010 met haar Armeense familie in Nederland, maar ze weten niet of ze hier mogen blijven.  Beeld Arie Kieviet Zolang er een kerkdienst gaande is, mag de Dienst Terugkeer en Vertrek de kerk niet in, is het idee","Hayarpi Tamrazyan is al sinds 2010 met haar Armeense familie in Nederland, maar ze weten niet of ze hier mogen blijven. Beeld Arie Kieviet Zolang er een kerkdienst gaande is, mag <extra_id_0> en Vertrek de kerk niet in, <extra_id_1>","Hayarpi Tamrazyan is al sinds 2010 met haar Armeense familie in Nederland, maar ze weten niet of ze hier mogen blijven. Beeld Arie Kieviet Zolang er een kerkdienst gaande is, mag de familie van Aan en Vertrek de kerk niet in, meldt de gemeente.","['de Dienst Terugkeer', 'is het idee']","['de familie van Aan', 'gemeente.']",6,15,1,"[0.8421052631578947, 0.8181818181818182]",0.83
seq4-0,large,"bellen metlandbouwverslaggever pieter hotse smit En weer trekken de boze boeren op naar Den Haag om te demonstreren tegen het stikstofbeleid van het kabinet.  Op het Malieveld zijn ze deze keer niet welkom, op het naastgelegen park Koekamp wel","bellen metlandbouwverslaggever pieter hotse smit En weer trekken de boze boeren op naar Den Haag om te demonstreren tegen het stikstofbeleid van het kabinet. Op het Malieveld zijn <extra_id_0> niet welkom, op het naastgelegen <extra_id_1>","bellen metlandbouwverslaggever pieter hotse smit En weer trekken de boze boeren op naar Den Haag om te demonstreren tegen het stikstofbeleid van het kabinet. Op het Malieveld zijn ze niet welkom, op het naastgelegen plein staan ze wel.","['ze deze keer', 'park Koekamp wel']","['ze', 'wel.']",6,15,1,"[0.8333333333333334, 0.875]",0.85
seq5-0,large,"Smartfoto's De beste camera, zeggen fotografen, is de camera die je bij je hebt.  En dat is steeds vaker een iPhone",Smartfoto's De beste <extra_id_0> is de camera die je bij je hebt. En dat is steeds vaker een iPhone,Smartfoto's De beste fotocamera is de camera die je bij je hebt. En dat is steeds vaker een iPhone,"['camera', 'zeggen fotografen,']",['fotocamera'],3,15,1,[0.4],0.4
seq6-0,large,Geldvraag Duurzaam verbouwen Ons hypotheekvrije woning uit 1978 is toe aan verbetering.  We willen de verbouwing combineren met energiebesparende maatregelen,Geldvraag Duurzaam verbouwen Ons hypotheekvrije woning uit <extra_id_0> aan verbetering. We willen de verbouwing combineren met energiebesparende maatregelen,Geldvraag Duurzaam verbouwen Ons hypotheekvrije woning uit ’t IJsselmeer is toe aan verbetering. We willen de verbouwing combineren met energiebesparende maatregelen,['1978 is toe'],['’t IJsselmeer is toe'],3,15,1,[0.65],0.65
seq7-0,large,"Maffia zet rabbijn in Geslaagde thriller vol spitse dialogen 26 maart 2016, 02:00 Als een man van wie je vermoedt dat hij een huurmoordenaar is, in Las Vegas tegen je zegt dat 'we een stukje gaan rijden', dan weet je wel hoe laat het is.  En inderdaad, na een paar onnavolgbare dialogen is het zover, waarna de hitman tevreden kan constateren dat 'de menselijke schedel de allerbeste geluidsdemper is'","Maffia zet rabbijn in Geslaagde thriller vol spitse dialogen 26 maart 2016, 02:00 Als een man van wie je vermoedt dat hij een huurmoordenaar is, in Las Vegas tegen je zegt dat 'we een stukje gaan rijden', dan weet je wel hoe laat het is. En inderdaad, na een paar <extra_id_0> het zover, waarna de hitman tevreden kan <extra_id_1> menselijke <extra_id_2> is'","Maffia zet rabbijn in Geslaagde thriller vol spitse dialogen 26 maart 2016, 02:00 Als een man van wie je vermoedt dat hij een huurmoordenaar is, in Las Vegas tegen je zegt dat 'we een stukje gaan rijden', dan weet je wel hoe laat het is. En inderdaad, na een paar uur is het zover, waarna de hitman tevreden kan zijn dat 'het menselijke leven niet zo moeilijk is'","['onnavolgbare dialogen is', '""constateren dat \'de""', 'schedel de allerbeste geluidsdemper']","['uur is', ""zijn dat 'het"", 'leven niet zo moeilijk']",10,15,1,"[0.8333333333333334, 0.6190476190476191, 0.8285714285714286]",0.76
seq8-0,large,"Het sluitstuk van de Berber-bibliotheek en de levenslessen van Pieter Winsemius Pieter Winsemius over domme vragen, vrouwelijke wetenschappers die correspondeerden met Darwin en het sluitstuk van de Berber-bibliotheek.  Michail Saltykov-Sjtsjedrin Pegasus,  21,50 Van de Russische satiricus Michail Saltykov-Sjtsjedrin (1826-1889) was tot dusver maar weinig in het Nederlands vertaald","Het sluitstuk van de Berber-bibliotheek en de levenslessen van Pieter Winsemius Pieter Winsemius over domme vragen, vrouwelijke wetenschappers die correspondeerden met Darwin en het sluitstuk van de Berber-bibliotheek. Michail Saltykov-Sjtsjedrin Pegasus, 21,50 Van de Russische satiricus Michail Saltykov-Sjtsjedrin <extra_id_0> dusver maar <extra_id_1> vertaald","Het sluitstuk van de Berber-bibliotheek en de levenslessen van Pieter Winsemius Pieter Winsemius over domme vragen, vrouwelijke wetenschappers die correspondeerden met Darwin en het sluitstuk van de Berber-bibliotheek. Michail Saltykov-Sjtsjedrin Pegasus, 21,50 Van de Russische satiricus Michail Saltykov-Sjtsjedrin is tot dusver maar niet vertaald","['(1826-1889) was tot', 'weinig in het Nederlands']","['is tot', 'niet']",7,15,1,"[0.7368421052631579, 0.8333333333333334]",0.79
seq9-0,large,"Just Fontein, Pieter Hotse Smit en Lennart Bloemhof 14 augustus 2016, 19:50 03. 25 uur, atletiek, 100 meter (m) De Jamaicaan beloofde al dat er geschiedenis geschreven zal worden","Just Fontein, Pieter Hotse Smit en Lennart Bloemhof 14 augustus 2016, 19:50 03. 25 uur, atletiek, <extra_id_0> Jamaicaan beloofde al dat er geschiedenis geschreven zal worden","Just Fontein, Pieter Hotse Smit en Lennart Bloemhof 14 augustus 2016, 19:50 03. 25 uur, atletiek, Utrecht De Jamaicaan beloofde al dat er geschiedenis geschreven zal worden",['100 meter (m) De'],['Utrecht De'],4,15,1,[0.6875],0.69
