Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,small,Vier boeken zoeken antwoorden Over de toekomst van welk land gn de verkiezingen eigenlijk.  Vier boeken zoeken het antwoord,Vier boeken zoeken antwoorden Over de toekomst van welk land gn de verkiezingen eigenlijk. Vier <extra_id_0> antwoord,Vier boeken zoeken antwoorden Over de toekomst van welk land gn de verkiezingen eigenlijk. Vier boeken zoeken antwoord,['boeken zoeken het'],['boeken zoeken'],3,15.0,1,[0.23529411764705882],0.24
seq1-0,small,"Populisten in Zweden beschuldigen sociaal-democraten van racisme  onterecht volgens historici De extreem-rechtse Zweden Democraten, beschuldigd van racisme, stellen in een campagnefilm dat het juist de Sociaaldemocraten zijn die nazistische wortels hebben.  Historici maken gehakt van de claims","Populisten in Zweden beschuldigen sociaal-democraten van racisme onterecht volgens historici De extreem-rechtse Zweden Democraten, <extra_id_0> stellen in een campagnefilm dat het juist de Sociaaldemocraten zijn die nazistische wortels hebben. Historici maken gehakt <extra_id_1>","Populisten in Zweden beschuldigen sociaal-democraten van racisme onterecht volgens historici De extreem-rechtse Zweden Democraten, die stellen in een campagnefilm dat het juist de Sociaaldemocraten zijn die nazistische wortels hebben. Historici maken gehakt","['beschuldigd van racisme,', 'van de claims']","['die', '']",6,15.0,1,"[0.875, 1.0]",0.94
seq2-0,small,Gratis busvervoer ontlokt op A44 geen daverend gejuich Zuid-Holland experimenteert een jaar met snelle en gratis busritten van Leiden naar Den Haag.  De provincie is vol goede moed; de passagier 'moet het nog zien',Gratis busvervoer ontlokt op A44 geen daverend gejuich Zuid-Holland <extra_id_0> met snelle en gratis busritten van <extra_id_1> Den Haag. De provincie is vol goede moed; de passagier 'moet het nog zien',Gratis busvervoer ontlokt op A44 geen daverend gejuich Zuid-Holland met snelle en gratis busritten van Den Haag. De provincie is vol goede moed; de passagier 'moet het nog zien',"['experimenteert een jaar', 'Leiden naar']","['', '']",5,15.0,1,"[1.0, 1.0]",1.0
seq3-0,small,"Hayarpi Tamrazyan is al sinds 2010 met haar Armeense familie in Nederland, maar ze weten niet of ze hier mogen blijven.  Beeld Arie Kieviet Zolang er een kerkdienst gaande is, mag de Dienst Terugkeer en Vertrek de kerk niet in, is het idee","Hayarpi Tamrazyan is al sinds 2010 met haar Armeense familie in Nederland, maar ze weten niet of ze hier mogen blijven. Beeld Arie Kieviet Zolang er een kerkdienst gaande is, mag <extra_id_0> en Vertrek de kerk niet in, <extra_id_1>","Hayarpi Tamrazyan is al sinds 2010 met haar Armeense familie in Nederland, maar ze weten niet of ze hier mogen blijven. Beeld Arie Kieviet Zolang er een kerkdienst gaande is, mag de heer en Vertrek de kerk niet in, aldus Arie Kieviet.","['de Dienst Terugkeer', 'is het idee']","['de heer', 'Kieviet.']",6,15.0,1,"[0.6842105263157895, 0.8181818181818182]",0.75
seq4-0,small,"bellen metlandbouwverslaggever pieter hotse smit En weer trekken de boze boeren op naar Den Haag om te demonstreren tegen het stikstofbeleid van het kabinet.  Op het Malieveld zijn ze deze keer niet welkom, op het naastgelegen park Koekamp wel","bellen metlandbouwverslaggever pieter hotse smit En weer trekken de boze boeren op naar Den Haag om te demonstreren tegen het stikstofbeleid van het kabinet. Op het Malieveld zijn <extra_id_0> niet welkom, op het naastgelegen <extra_id_1>","bellen metlandbouwverslaggever pieter hotse smit En weer trekken de boze boeren op naar Den Haag om te demonstreren tegen het stikstofbeleid van het kabinet. Op het Malieveld zijn de boeren niet welkom, op het naastgelegen","['ze deze keer', 'park Koekamp wel']","['de boeren', '']",6,15.0,1,"[0.6666666666666666, 1.0]",0.83
seq5-0,small,"Smartfoto's De beste camera, zeggen fotografen, is de camera die je bij je hebt.  En dat is steeds vaker een iPhone",Smartfoto's De beste <extra_id_0> is de camera die je bij je hebt. En dat is steeds vaker een iPhone,Smartfoto's De beste keuze is de camera die je bij je hebt. En dat is steeds vaker een iPhone,"['camera', 'zeggen fotografen,']",['keuze'],3,15.0,1,[1.0],1.0
seq6-0,small,Geldvraag Duurzaam verbouwen Ons hypotheekvrije woning uit 1978 is toe aan verbetering.  We willen de verbouwing combineren met energiebesparende maatregelen,Geldvraag Duurzaam verbouwen Ons hypotheekvrije woning uit <extra_id_0> aan verbetering. We willen de verbouwing combineren met energiebesparende maatregelen,Geldvraag Duurzaam verbouwen Ons hypotheekvrije woning uit aan verbetering. We willen de verbouwing combineren met energiebesparende maatregelen,['1978 is toe'],[''],3,15.0,1,[1.0],1.0
seq7-0,small,"Maffia zet rabbijn in Geslaagde thriller vol spitse dialogen 26 maart 2016, 02:00 Als een man van wie je vermoedt dat hij een huurmoordenaar is, in Las Vegas tegen je zegt dat 'we een stukje gaan rijden', dan weet je wel hoe laat het is.  En inderdaad, na een paar onnavolgbare dialogen is het zover, waarna de hitman tevreden kan constateren dat 'de menselijke schedel de allerbeste geluidsdemper is'","Maffia zet rabbijn in Geslaagde thriller vol spitse dialogen 26 maart 2016, 02:00 Als een man van wie je vermoedt dat hij een huurmoordenaar is, in Las Vegas tegen je zegt dat 'we een stukje gaan rijden', dan weet je wel hoe laat het is. En inderdaad, na een paar <extra_id_0> het zover, waarna de hitman tevreden kan <extra_id_1> menselijke <extra_id_2> is'","Maffia zet rabbijn in Geslaagde thriller vol spitse dialogen 26 maart 2016, 02:00 Als een man van wie je vermoedt dat hij een huurmoordenaar is, in Las Vegas tegen je zegt dat 'we een stukje gaan rijden', dan weet je wel hoe laat het is. En inderdaad, na een paar dagen is het zover, waarna de hitman tevreden kan zijn. 'De menselijke moordenaar is'","['onnavolgbare dialogen is', '""constateren dat \'de""', 'schedel de allerbeste geluidsdemper']","['dagen is', ""zijn. 'De"", 'moordenaar']",10,15.0,1,"[0.6666666666666666, 0.8095238095238095, 0.8857142857142857]",0.79
seq8-0,small,"Het sluitstuk van de Berber-bibliotheek en de levenslessen van Pieter Winsemius Pieter Winsemius over domme vragen, vrouwelijke wetenschappers die correspondeerden met Darwin en het sluitstuk van de Berber-bibliotheek.  Michail Saltykov-Sjtsjedrin Pegasus,  21,50 Van de Russische satiricus Michail Saltykov-Sjtsjedrin (1826-1889) was tot dusver maar weinig in het Nederlands vertaald","Het sluitstuk van de Berber-bibliotheek en de levenslessen van Pieter Winsemius Pieter Winsemius over domme vragen, vrouwelijke wetenschappers die correspondeerden met Darwin en het sluitstuk van de Berber-bibliotheek. Michail Saltykov-Sjtsjedrin Pegasus, 21,50 Van de Russische satiricus Michail Saltykov-Sjtsjedrin <extra_id_0> dusver maar <extra_id_1> vertaald","Het sluitstuk van de Berber-bibliotheek en de levenslessen van Pieter Winsemius Pieter Winsemius over domme vragen, vrouwelijke wetenschappers die correspondeerden met Darwin en het sluitstuk van de Berber-bibliotheek. Michail Saltykov-Sjtsjedrin Pegasus, 21,50 Van de Russische satiricus Michail Saltykov-Sjtsjedrin Pegasus tot dusver maar niet vertaald","['(1826-1889) was tot', 'weinig in het Nederlands']","['Pegasus tot', 'niet']",7,15.0,1,"[0.7368421052631579, 0.8333333333333334]",0.79
seq9-0,small,"Just Fontein, Pieter Hotse Smit en Lennart Bloemhof 14 augustus 2016, 19:50 03. 25 uur, atletiek, 100 meter (m) De Jamaicaan beloofde al dat er geschiedenis geschreven zal worden","Just Fontein, Pieter Hotse Smit en Lennart Bloemhof 14 augustus 2016, 19:50 03. 25 uur, atletiek, <extra_id_0> Jamaicaan beloofde al dat er geschiedenis geschreven zal worden","Just Fontein, Pieter Hotse Smit en Lennart Bloemhof 14 augustus 2016, 19:50 03. 25 uur, atletiek, geschiedenis, geschiedenis Jamaicaan beloofde al dat er geschiedenis geschreven zal worden",['100 meter (m) De'],"['geschiedenis, geschiedenis']",4,15.0,1,[0.8461538461538461],0.85
