Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,large,.  Thijmen Geluk SalarisHoeveel verdien je? Dat vragen we elke week aan een Nederlander. Vandaag:,. Thijmen Geluk SalarisHoeveel <extra_id_0> we elke week aan een Nederlander. Vandaag:,. Thijmen Geluk SalarisHoeveel geld betalen we elke week aan een Nederlander. Vandaag:,['verdien je? Dat vragen'],['geld betalen'],4,25,19,[0.6363636363636364],0.64
seq1-0,large,Meld je aan voor de AD sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,Meld je aan voor de AD sportnieuwsbrief en ontvang dagelijks een overzicht <extra_id_0>,Meld je aan voor de AD sportnieuwsbrief en ontvang dagelijks een overzicht van...,['van het belangrijkste sportnieuws'],['van...'],4,25,16,[0.9090909090909091],0.91
seq2-0,large,Fotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,Fotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks <extra_id_0> nieuws. Vandaag:,Fotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks afscheid van het nieuws. Vandaag:,['een kijkje achter het'],['afscheid van het'],4,25,16,[0.7619047619047619],0.76
seq3-0,large,"Tip van de BaasWie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en wat helpt om verder te komen. Zij geven hn beste tips. Vandaag:","Tip van de <extra_id_0> de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en <extra_id_1> verder <extra_id_2> geven hn beste tips. Vandaag:","Tip van de baas Tip van de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en nog veel verder Wij geven hn beste tips. Vandaag:","['BaasWie beter dan', 'wat helpt om', 'te komen. Zij']","['baas Tip van', 'nog veel', 'Wij']",9,25,14,"[0.5882352941176471, 0.8333333333333334, 0.8461538461538461]",0.76
seq4-0,large,David en Arjan van 365dagensuccesvol.nl hebben n doel: Nederland het gelukkigste land van de wereld maken.,David en Arjan van <extra_id_0> Nederland het gelukkigste land van de wereld maken.,David en Arjan van Nederland het gelukkigste land van de wereld maken.,['365dagensuccesvol.nl hebben n doel:'],[''],4,25,14,[1.0],1.0
seq5-0,large,"De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is het programma in League A en League B van deze en volgende week. Ook vermelden we hier komende week alle uitslagen, de stand n het programma van de belangrijkste oefeninterlands.","De Nations League, de nieuwe Europese competitie voor landenteams, <extra_id_0> competitieronde ingegaan. Dit is het programma in League A en League B van deze <extra_id_1> Ook vermelden <extra_id_2> week <extra_id_3> stand n het programma van de belangrijkste oefeninterlands.","De Nations League, de nieuwe Europese competitie voor landenteams, is de eerste competitieronde ingegaan. Dit is het programma in League A en League B van deze week. Ook vermelden we de week van de stand n het programma van de belangrijkste oefeninterlands.","['is de derde', 'en volgende week.', 'we hier komende', 'alle uitslagen', 'de']","['is de eerste', 'week.', 'we de', 'van de']",12,25,14,"[0.25, 0.7058823529411765, 0.6666666666666666, 0.8571428571428571]",0.62
seq6-0,large,"Het seizoen 2017-2018 is nog niet eens afgelopen, maar de voetbalwereld kijkt al volop naar het nieuwe seizoen. In onze TransferTalk houden we komende zomer alle geruchten en voltooide transfers bij.","Het seizoen 2017-2018 is nog niet eens afgelopen, maar de voetbalwereld kijkt al volop <extra_id_0> seizoen. In onze TransferTalk houden we <extra_id_1> geruchten en voltooide <extra_id_2>","Het seizoen 2017-2018 is nog niet eens afgelopen, maar de voetbalwereld kijkt al volop uit naar het nieuwe seizoen. In onze TransferTalk houden we het geruchten en voltooide","['naar het nieuwe', 'komende zomer alle', 'transfers bij.']","['uit naar het nieuwe', 'het', '']",8,25,13,"[0.21052631578947367, 0.9444444444444444, 1.0]",0.72
seq7-0,large,"De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te vergroten en er doorheen te bladeren. 1","De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een <extra_id_0> beelden om deze te <extra_id_1> doorheen <extra_id_2>","De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te bekijken of scroll doorheen","['van de', 'vergroten en er', 'te bladeren. 1']","['van de', 'bekijken of scroll', '']",8,25,12,"[0.0, 0.7222222222222222, 1.0]",0.57
seq8-0,large,"Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (77) een eind op weg is, beantwoordt hij uw vragen.",Wijsheid komt met de jaren. Omdat <extra_id_0> (77) een eind op weg <extra_id_1> hij uw vragen.,"Wijsheid komt met de jaren. Omdat Willem (77) een eind op weg is, beantwoordt hij uw vragen.","['acteur Joost Prinsen', 'is', 'beantwoordt']","['Willem', 'is, beantwoordt']",5,25,12,"[0.9, 0.8666666666666667]",0.88
seq9-0,large,"De transfermarkt draait op volle toeren, maar veel clubs hebben al meerdere aanwinsten al binnen. In dit overzicht houden we alle inkomende en uitgaande transfers van de eredivisieclubs van deze zomer bij.","De transfermarkt draait op volle toeren, maar veel clubs hebben al meerdere aanwinsten al <extra_id_0> overzicht houden we alle <extra_id_1> uitgaande transfers van <extra_id_2> deze zomer bij.","De transfermarkt draait op volle toeren, maar veel clubs hebben al meerdere aanwinsten al binnen. In dit overzicht houden we alle inkomende en uitgaande transfers van deze zomer bij.","['binnen. In dit', 'inkomende en', 'de eredivisieclubs van']","['binnen. In dit', 'inkomende en', '']",8,25,12,"[0.0, 0.0, 1.0]",0.33
seq10-0,large,"De eerste race van het seizoen zit er op, maar wanneer mogen we ons weer verheugen op Max Verstappen en co? Bekijk hieronder de F1-kalender en zie gelijk hoe laat de wekker gezet moet worden.","De eerste race van het seizoen zit er op, maar wanneer mogen we ons weer <extra_id_0> Verstappen <extra_id_1> hieronder de F1-kalender en <extra_id_2> laat de wekker gezet moet worden.","De eerste race van het seizoen zit er op, maar wanneer mogen we ons weer haasten naar Max Verstappen Bekijk hieronder de F1-kalender en weet hoe laat de wekker gezet moet worden.","['verheugen op Max', 'en co? Bekijk', 'zie gelijk hoe']","['haasten naar Max', 'Bekijk', 'weet hoe']",9,25,12,"[0.6875, 0.5384615384615384, 0.5714285714285714]",0.6
seq11-0,large,"BN'er@homeNederland zit voorlopig vooral thuis en veel BNers dus ook. Wat lezen, luisteren of kijken zij om de dag door te komen? Vandaag geeft","BN'er@homeNederland zit <extra_id_0> en veel <extra_id_1> Wat lezen, luisteren of kijken zij om de dag door te komen? Vandaag geeft","BN'er@homeNederland zit vol en veel Wat lezen, luisteren of kijken zij om de dag door te komen? Vandaag geeft","['voorlopig vooral thuis', 'BNers dus ook.']","['vol', '']",6,25,11,"[0.8636363636363636, 1.0]",0.93
seq12-0,large,Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle artikelen over het coronavirus in de Drechtsteden. Mist u iets? Tip de redactie: dd.redactie@ad.nl. 1,<extra_id_0> in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. <extra_id_1> vind je alle artikelen <extra_id_2> in de Drechtsteden. Mist u iets? Tip <extra_id_3> 1,In heel Europa zijn in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. Hier vind je alle artikelen over de coronacrisis in de Drechtsteden. Mist u iets? Tip ons! 1,"['Het kabinet heeft', 'In ons dossier', 'over het coronavirus', 'de redactie: dd.redactie@ad.nl.']","['In heel Europa zijn', 'Hier', 'over de coronacrisis', 'ons!']",12,25,11,"[0.9473684210526315, 0.7857142857142857, 0.3, 0.967741935483871]",0.75
seq13-0,large,"Deze zomer staat in het teken van onze Buitenkansjes! Speel elke dag mee voor nieuwe cadeaus. Van een Stella e-bike (t.w.v  2499,-) tot aan VVV cadeaukaarten, vouchers voor Fletcher Hotels of het e-book van Saskia Noort, je wilt niets missen.","Deze zomer staat in het teken van onze Buitenkansjes! Speel <extra_id_0> nieuwe cadeaus. Van een Stella <extra_id_1> tot aan VVV cadeaukaarten, vouchers voor Fletcher Hotels <extra_id_2> van Saskia Noort, je wilt niets missen.","Deze zomer staat in het teken van onze Buitenkansjes! Speel mee en win nieuwe cadeaus. Van een Stella tot aan VVV cadeaukaarten, vouchers voor Fletcher Hotels en een bezoekje aan de boekenwinkel van Saskia Noort, je wilt niets missen.","['elke dag mee voor', 'e-bike (t.w.v 2499,-)', 'of het e-book']","['mee en win', '', 'en een bezoekje aan de boekenwinkel']",10,25,11,"[0.7647058823529411, 1.0, 0.8]",0.85
