Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,xl,.  Thijmen Geluk SalarisHoeveel verdien je? Dat vragen we elke week aan een Nederlander. Vandaag:,. Thijmen Geluk SalarisHoeveel verdien je? Dat vragen we <extra_id_0> aan een Nederlander. Vandaag:,. Thijmen Geluk SalarisHoeveel verdien je? Dat vragen we gemiddeld aan een Nederlander. Vandaag:,['elke week'],['gemiddeld'],2,15,19,[0.8888888888888888],0.89
seq1-0,xl,Meld je aan voor de AD sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,Meld je aan voor <extra_id_0> sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,Meld je aan voor de sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,['de AD'],['de'],2,15,16,[0.6],0.6
seq2-0,xl,Fotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,Fotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter <extra_id_0> Vandaag:,Fotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter de schermen. Vandaag:,['het nieuws.'],['de schermen.'],2,15,16,[0.75],0.75
seq3-0,xl,"Tip van de BaasWie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en wat helpt om verder te komen. Zij geven hn beste tips. Vandaag:","Tip van de BaasWie <extra_id_0> baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en wat helpt om verder te komen. Zij geven <extra_id_1> Vandaag:","Tip van de BaasWie is de baas? De baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en wat helpt om verder te komen. Zij geven tips. Vandaag:","['beter dan de', 'hn beste tips.']","['is de baas? De', 'tips.']",6,15,14,"[0.7142857142857143, 0.6428571428571429]",0.68
seq4-0,xl,David en Arjan van 365dagensuccesvol.nl hebben n doel: Nederland het gelukkigste land van de wereld maken.,David en Arjan van 365dagensuccesvol.nl hebben n doel: Nederland het gelukkigste <extra_id_0> de wereld maken.,David en Arjan van 365dagensuccesvol.nl hebben n doel: Nederland het gelukkigste land van de wereld maken.,['land van'],['land van'],2,15,14,[0.0],0.0
seq5-0,xl,"De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is het programma in League A en League B van deze en volgende week. Ook vermelden we hier komende week alle uitslagen, de stand n het programma van de belangrijkste oefeninterlands.","De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is het programma in <extra_id_0> League B van deze en volgende week. Ook vermelden we hier komende week alle uitslagen, de stand n het programma <extra_id_1>","De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is het programma in Nations League B van deze en volgende week. Ook vermelden we hier komende week alle uitslagen, de stand n het programma van de volgende ronde.","['League A en', 'van de belangrijkste oefeninterlands.']","['Nations', 'ronde.']",7,15,14,"[0.9090909090909091, 0.8648648648648649]",0.89
seq6-0,xl,"Het seizoen 2017-2018 is nog niet eens afgelopen, maar de voetbalwereld kijkt al volop naar het nieuwe seizoen. In onze TransferTalk houden we komende zomer alle geruchten en voltooide transfers bij.","Het seizoen 2017-2018 is nog niet eens afgelopen, maar de voetbalwereld <extra_id_0> het nieuwe seizoen. In onze TransferTalk houden we komende zomer alle geruchten en voltooide transfers bij.","Het seizoen 2017-2018 is nog niet eens afgelopen, maar de voetbalwereld is al begonnen aan de voorbereidingen voor het nieuwe seizoen. In onze TransferTalk houden we komende zomer alle geruchten en voltooide transfers bij.",['kijkt al volop naar'],['is al begonnen aan de voorbereidingen voor'],5,15,13,[0.8333333333333334],0.83
seq7-0,xl,"De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te vergroten en er doorheen te bladeren. 1","De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze <extra_id_0> doorheen te bladeren. 1","De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te bekijken of om er doorheen te bladeren. 1",['te vergroten en er'],['te bekijken of om er'],5,15,12,[0.55],0.55
seq8-0,xl,"Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (77) een eind op weg is, beantwoordt hij uw vragen.","Wijsheid komt met de <extra_id_0> Joost Prinsen (77) een eind op weg is, beantwoordt hij uw vragen.","Wijsheid komt met de jaren. Nu Joost Prinsen (77) een eind op weg is, beantwoordt hij uw vragen.",['jaren. Omdat acteur'],['jaren. Nu'],3,15,12,[0.5789473684210527],0.58
seq9-0,xl,"De transfermarkt draait op volle toeren, maar veel clubs hebben al meerdere aanwinsten al binnen. In dit overzicht houden we alle inkomende en uitgaande transfers van de eredivisieclubs van deze zomer bij.","De transfermarkt draait op volle toeren, <extra_id_0> al meerdere aanwinsten al binnen. In dit overzicht houden we alle inkomende en uitgaande transfers van de eredivisieclubs van deze zomer bij.","De transfermarkt draait op volle toeren, en de clubs hebben al meerdere aanwinsten al binnen. In dit overzicht houden we alle inkomende en uitgaande transfers van de eredivisieclubs van deze zomer bij.",['maar veel clubs hebben'],['en de clubs hebben'],5,15,12,[0.3181818181818182],0.32
