Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,large,"In de rubriek Aan de grens bericht De Groene over de laatste cijfers en ontwikkelingen op het gebied van vluchtelingen, migranten en grensbeleid. Deze week:","In de rubriek Aan de grens <extra_id_0> de laatste cijfers en ontwikkelingen op het gebied van vluchtelingen, migranten en grensbeleid. Deze week:","In de rubriek Aan de grens volgen we de laatste cijfers en ontwikkelingen op het gebied van vluchtelingen, migranten en grensbeleid. Deze week:",['bericht De Groene over'],['volgen we'],4,15,24,[0.8181818181818182],0.82
seq1-0,large,In zijn Kleine encyclopedie schetst Herman Vuijsje nieuwe inzichten over Nederland aan de hand van neologismen. Deze week:,In zijn Kleine encyclopedie schetst Herman Vuijsje nieuwe <extra_id_0> aan de hand van neologismen. Deze week:,In zijn Kleine encyclopedie schetst Herman Vuijsje nieuwe woordenschat aan de hand van neologismen. Deze week:,['inzichten over Nederland'],['woordenschat'],3,15,17,[0.8333333333333334],0.83
seq2-0,large, altijd meer dan ze kan of wil bespreken. Hier doet ze verslag van haar bevindingen en overwegingen bij de boeken die ze leest. Deze week:,altijd meer dan ze kan of wil bespreken. Hier doet <extra_id_0> bevindingen en overwegingen bij de boeken die ze leest. Deze week:,altijd meer dan ze kan of wil bespreken. Hier doet ze haar bevindingen en overwegingen bij de boeken die ze leest. Deze week:,['ze verslag van haar'],['ze haar'],4,15,14,[0.631578947368421],0.63
seq3-0,large,"De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke opwinding wist te zorgen, was Frits Bolkestein. Of het nu een tv-optreden bij de VPRO was of een toespraak op een theaterfestival, de VVD-leider stond steeds weer in het nieuws. Met hem opent De Groene daarom het nieuwe politieke jaar.","De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor <extra_id_0> te zorgen, was Frits Bolkestein. Of het nu een tv-optreden bij de VPRO was of een toespraak op een theaterfestival, de VVD-leider <extra_id_1> in <extra_id_2> hem opent De Groene daarom het nieuwe politieke jaar.","De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor de politiek wist te zorgen, was Frits Bolkestein. Of het nu een tv-optreden bij de VPRO was of een toespraak op een theaterfestival, de VVD-leider was in alle opzichten spraakmakend. Met hem opent De Groene daarom het nieuwe politieke jaar.","['politieke opwinding wist', 'stond steeds weer', 'het nieuws. Met']","['de politiek wist', 'was', 'alle opzichten spraakmakend. Met']",9,15,12,"[0.5833333333333334, 0.9411764705882353, 0.71875]",0.75
seq4-0,large,Groene-redacteur Casper Thomas schrijft vanuit Washington over het Amerika van Donald Trump. In aflevering,Groene-redacteur Casper Thomas schrijft vanuit Washington over <extra_id_0> van Donald Trump. In aflevering,Groene-redacteur Casper Thomas schrijft vanuit Washington over de verkiezingen van Donald Trump. In aflevering,['het Amerika'],['de verkiezingen'],2,15,11,[0.8],0.8
seq5-0,large,De vaste kunstcritici van De Groene Amsterdammer selecteerden de meest in het oog springende cultuur van het nieuwe kunstseizoen. Tip,De vaste kunstcritici van De Groene Amsterdammer selecteerden de meest in <extra_id_0> cultuur van het nieuwe kunstseizoen. Tip,De vaste kunstcritici van De Groene Amsterdammer selecteerden de meest in cultuur van het nieuwe kunstseizoen. Tip,['het oog springende'],[''],3,15,11,[1.0],1.0
seq6-0,large,. Onze podcast is elke vrijdagochtend gratis beschikbaar via groene.nl/podcasts en via de andere bekende podcastkanalen,<extra_id_0> podcast is elke vrijdagochtend gratis beschikbaar via groene.nl/podcasts en via de andere bekende podcastkanalen,De podcast is elke vrijdagochtend gratis beschikbaar via groene.nl/podcasts en via de andere bekende podcastkanalen,['. Onze'],['De'],2,15,10,[0.8333333333333334],0.83
seq7-0,large,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven in dictatoriaal Roemeni. Hoe hield ze zich staande onder het bewind van Ceauescu? Deel,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven in dictatoriaal <extra_id_0> zich staande onder het bewind van Ceauescu? Deel,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven in dictatoriaal Frankrijk. Hoe houdt de Romanian Army zich staande onder het bewind van Ceauescu? Deel,['Roemeni. Hoe hield ze'],['Frankrijk. Hoe houdt de Romanian Army'],4,15,10,[0.7297297297297297],0.73
seq8-0,large,"Frans Verhagen is lid geworden van de PvdA, want op dit moment in de geschiedenis kun je niet meer blijven toekijken. Deze week:","Frans Verhagen is lid geworden van de PvdA, want op <extra_id_0> de geschiedenis kun je niet meer blijven toekijken. Deze week:","Frans Verhagen is lid geworden van de PvdA, want op de borden van de geschiedenis kun je niet meer blijven toekijken. Deze week:",['dit moment in'],['de borden van'],3,15,9,[0.6153846153846154],0.62
seq9-0,large,De komende weken zal Menno Grootveld stukken selecteren en vertalen van denkers over corona in de internationale pers. In aflevering,De komende weken zal Menno Grootveld stukken selecteren <extra_id_0> denkers over corona in de internationale pers. In aflevering,De komende weken zal Menno Grootveld stukken selecteren van denkers over corona in de internationale pers. In aflevering,['en vertalen van'],['van'],3,15,9,[0.8],0.8
seq10-0,large,"Terwijl de pest op de deur klopte, vertelden de Florentijnse jongeren van Giovanni Boccaccio elkaar sterke verhalen over verliefdheid, waanzin en bedrog om de verveling van hun quarantaine te doorbreken. Nu, zevenhonderd jaar later, kunnen we die traditie voortzetten. Verteller nummer","Terwijl de pest op de deur klopte, vertelden de Florentijnse jongeren van Giovanni Boccaccio elkaar sterke verhalen over verliefdheid, <extra_id_0> om de verveling van hun quarantaine te doorbreken. Nu, zevenhonderd jaar later, kunnen we <extra_id_1> Verteller nummer","Terwijl de pest op de deur klopte, vertelden de Florentijnse jongeren van Giovanni Boccaccio elkaar sterke verhalen over verliefdheid, liefde en dood om de verveling van hun quarantaine te doorbreken. Nu, zevenhonderd jaar later, kunnen we Verteller nummer","['waanzin en bedrog', 'die traditie voortzetten.']","['liefde en dood', '']",6,15,8,"[0.6470588235294118, 1.0]",0.82
seq11-0,large,Groene-redacteur Casper Thomas schrijft de komende tijd regelmatig vanuit Washington over het Amerika van Donald Trump. In aflevering,Groene-redacteur Casper Thomas schrijft de komende tijd regelmatig vanuit <extra_id_0> Amerika van Donald Trump. In aflevering,Groene-redacteur Casper Thomas schrijft de komende tijd regelmatig vanuit het Amerika van Donald Trump. In aflevering,['Washington over het'],['het'],3,15,8,[0.8421052631578947],0.84
