Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten drastisch beperkten. Vermindering van de internationale hulp zal dezelfde Afghaanse vrouwen die we hopen te steunen alleen maar meer laten lijden.,Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten <extra_id_0> van de internationale hulp zal dezelfde Afghaanse vrouwen die we hopen te steunen <extra_id_1> lijden.,"['drastisch beperkten. Vermindering', 'alleen maar meer laten']",7,20.0,1
Defensie voert de druk op om te dienen bij de krijgsmacht. Jongeren reageren verdeeld.,Defensie voert de druk op om te <extra_id_0> krijgsmacht. Jongeren reageren verdeeld.,['dienen bij de'],3,20.0,1
"Netbeheerder Tennet heeft met de aanleg van een stroomkabel mogelijk onomkeerbare schade aangebracht aan kwetsbare natuur op landgoed Twickel, concludeerde de provincie Overijssel donderdag.","Netbeheerder Tennet heeft met de aanleg van <extra_id_0> onomkeerbare schade aangebracht aan kwetsbare <extra_id_1> landgoed Twickel, concludeerde de provincie Overijssel donderdag.","['een stroomkabel mogelijk', 'natuur op']",5,20.0,1
Noord-Korea is weer begonnen met het versturen van ballonnen met afval naar Zuid-Korea. In en rond Seoul en in de grensstreek werden zondagochtend tientallen ballonnen gevonden. In reactie zet Zuid-Korea de grote luidsprekers bij de grens weer aan en zullen nieuwsuitzendingen en popmuziek de grens over schallen.,Noord-Korea is weer begonnen met het versturen van ballonnen met afval naar Zuid-Korea. In en rond Seoul en in de grensstreek werden zondagochtend tientallen ballonnen gevonden. In <extra_id_0> de grote luidsprekers bij de grens weer aan en <extra_id_1> popmuziek <extra_id_2> schallen.,"['reactie zet Zuid-Korea', 'zullen nieuwsuitzendingen en', 'de grens over']",9,20.0,1
"Voor de energietransitie zijn grote hoeveelheden metalen nodig, zoals nikkel. Planten kunnen daarbij helpen. Er worden steeds meer soorten ontdekt die zulke metalen uit de grond opnemen.",Voor de energietransitie zijn grote hoeveelheden <extra_id_0> nikkel. Planten kunnen <extra_id_1> Er worden steeds meer soorten ontdekt die zulke metalen uit de grond opnemen.,"['metalen nodig, zoals', 'daarbij helpen.']",5,20.0,1
De eindexamens in het voortgezet onderwijs zijn begonnen. De Volkskrant doet de komende weken verslag. Historicus Maarten van Rossem buigt zich over het vwo-examen geschiedenis.,De eindexamens <extra_id_0> onderwijs zijn begonnen. De <extra_id_1> de komende weken verslag. Historicus Maarten van Rossem buigt zich over het vwo-examen geschiedenis.,"['in het voortgezet', 'Volkskrant doet']",5,20.0,1
"Ik sta op zaterdagmiddag rond 13.00 uur midden op de Amsterdamse Kalverstraat. Het moet een van de drukste plekken van het land zijn, en ik kijk door de lens van de camera van een professional, die allerlei lenzen tevoorschijn kan toveren.","Ik sta op zaterdagmiddag rond 13.00 uur <extra_id_0> de Amsterdamse Kalverstraat. Het moet een van <extra_id_1> van het land zijn, en ik kijk door de <extra_id_2> camera van een professional, die allerlei lenzen tevoorschijn kan toveren.","['midden op', 'de drukste plekken', 'lens van de']",8,20.0,1
"Carlos Alcaraz heeft voor het eerst in zijn carrire Roland Garros gewonnen. De 21-jarige Spanjaard won de bloedstollende vijfsetter (3-6, 6-2, 7-5, 1-6, 2-6) van Alexander Zverev en trok daarmee de ongeslagen reeks in finales door.","Carlos Alcaraz <extra_id_0> in zijn carrire Roland Garros gewonnen. De 21-jarige Spanjaard won de bloedstollende vijfsetter (3-6, <extra_id_1> 2-6) van Alexander Zverev en trok daarmee de ongeslagen reeks in finales door.","['heeft voor het eerst', '6-2, 7-5, 1-6,']",7,20.0,1
Met een spectaculaire reddingsoperatie wist het Isralische leger zaterdag vier gijzelaars te bevrijden. De prijs aan Palestijnse zijde is echter ongekend hoog. Wat betekent deze actie voor de ongeveer 120 gijzelaars die nog vastzitten?,Met een spectaculaire reddingsoperatie wist het Isralische leger zaterdag vier gijzelaars te bevrijden. De prijs aan Palestijnse zijde is echter ongekend <extra_id_0> deze actie voor de ongeveer 120 <extra_id_1>,"['hoog. Wat betekent', 'gijzelaars die nog vastzitten?']",7,20.0,1
"Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig land./ Een land om trots op te zijn. En zo gaat het nog een beetje door, totdat er onverwacht een lange zin volgt.","Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig land./ Een land om <extra_id_0> zijn. En zo <extra_id_1> beetje door, totdat er onverwacht een lange zin volgt.","['trots op te', 'gaat het nog een']",7,20.0,1
"En nog zijn PVV, VVD, NSC en BBB het niet eens over de verdeling van de ministersposten. Zo maken de vier partijen het het aanstaande kabinet wel heel lastig. Want als de nieuwe premier niet op de volgende Europese top van 27 juni verschijnt, staat hij al meteen 1-0 achter, schrijft politiek verslaggever Hans van Soest in dit commentaar.","En nog <extra_id_0> NSC en BBB het niet eens over de verdeling van de ministersposten. Zo maken de vier partijen het <extra_id_1> wel heel lastig. Want als de nieuwe premier niet op de volgende <extra_id_2> 27 juni verschijnt, staat hij <extra_id_3> achter, schrijft politiek verslaggever Hans van Soest in dit commentaar.","['zijn PVV, VVD,', 'het aanstaande kabinet', 'Europese top van', 'al meteen 1-0']",12,20.0,1
Zon 22.000 kinderen worden jaarlijks voor korte of langere periode opgevangen door pleegouders. Een uitgebreide screening moet ervoor zorgen dat ze geschikt zijn om deze zorg te dragen. Hoe kon het in Vlaardingen dan toch zo misgaan?,Zon 22.000 kinderen worden jaarlijks voor korte of langere periode opgevangen door pleegouders. Een uitgebreide screening moet ervoor zorgen dat ze geschikt zijn om deze zorg te <extra_id_0> in <extra_id_1> zo misgaan?,"['dragen. Hoe kon het', 'Vlaardingen dan toch']",7,20.0,1
"Garry Conille, nog geen twee weken geleden als tijdelijke premier van Hati aangesteld, is zaterdag in het ziekenhuis in Port-au-Prince opgenomen.","Garry Conille, nog geen twee weken geleden als tijdelijke premier van <extra_id_0> in het ziekenhuis in Port-au-Prince opgenomen.","['Hati aangesteld, is zaterdag']",4,20.0,1
Inbrekers hebben afgelopen nacht voor ongeveer een half miljoen euro aan juwelen buitgemaakt bij de luxe juwelier Bulgari in Rome.,Inbrekers hebben afgelopen nacht voor ongeveer <extra_id_0> aan juwelen buitgemaakt bij de luxe juwelier Bulgari in Rome.,['een half miljoen euro'],4,20.0,1
De van televisie bekende Henritte Momma is eind vorige maand op 90-jarige leeftijd overleden. Miljoenen Nederlanders leerden haar de afgelopen jaren kennen als de liefdevolle en zorgzame moeder van de autistische kunstenaar Kees Momma.,De van televisie bekende Henritte Momma is eind vorige maand op 90-jarige leeftijd <extra_id_0> haar de afgelopen jaren kennen als de liefdevolle en zorgzame moeder van <extra_id_1> Kees Momma.,"['overleden. Miljoenen Nederlanders leerden', 'de autistische kunstenaar']",7,20.0,1
"Naar aanleiding van de grote hoeveelheid pfas in eieren rond de fabriek van Chemours in Dordrecht, start het RIVM een nieuw onderzoek. Het rijksinstituut wil weten of nog meer eieren van hobbykippen schadelijke hoeveelheden van de chemische stoffen bevatten.","Naar aanleiding van de grote hoeveelheid pfas in eieren rond de fabriek van Chemours in Dordrecht, start het RIVM een nieuw onderzoek. Het <extra_id_0> of nog meer <extra_id_1> hobbykippen schadelijke hoeveelheden <extra_id_2> stoffen bevatten.","['rijksinstituut wil weten', 'eieren van', 'van de chemische']",8,20.0,1
Voor deze rubriek sturen lezers fotos in van hun ouders. Deze keer stuurde Peter Boomsma (1960) een door F.C.D. Popken gemaakte foto in van zijn ouders Hennie Boomsma-Wieten (1932-1999) en Jelle Boomsma (1927-2010).,Voor deze rubriek sturen lezers fotos in van hun ouders. Deze keer stuurde Peter Boomsma (1960) <extra_id_0> Popken gemaakte foto in van zijn <extra_id_1> en Jelle Boomsma (1927-2010).,"['een door F.C.D.', 'ouders Hennie Boomsma-Wieten (1932-1999)']",7,20.0,1
De Luxemburgse Vicky Krieps is een van de meest gewilde actrices van Europa. Ze is gespecialiseerd in personages die alleen hun blik hebben en zo mannen een spiegel voorhouden.,De Luxemburgse Vicky Krieps is <extra_id_0> meest <extra_id_1> Europa. Ze is gespecialiseerd in personages die alleen hun blik hebben en zo mannen een spiegel voorhouden.,"['een van de', 'gewilde actrices van']",6,20.0,1
"Het Nederlandse poststelsel moet op de schop omdat PostNL wettelijke normen structureel niet haalt, volgens de minister.","Het Nederlandse poststelsel moet op de schop omdat <extra_id_0> structureel niet haalt, volgens de minister.",['PostNL wettelijke normen'],3,20.0,1
Is dit fascisme? Het is de vraag die telkens terugkomt. Baudets opmerking over homeopathische verdunning: is dit fascisme? De bestorming van het Capitool: is dit fascisme? Poetins strijd tegen -lhbti-activisten: is dit fascisme?,Is <extra_id_0> is de vraag die telkens terugkomt. Baudets opmerking over homeopathische verdunning: is dit fascisme? De bestorming van <extra_id_1> fascisme? Poetins strijd tegen -lhbti-activisten: is dit fascisme?,"['dit fascisme? Het', 'het Capitool: is dit']",7,20.0,1
"China plant een golf aan nieuwe ruimtemissies naar planetoden. Voor de wetenschap en om grondstoffen te winnen. Maar hoe leg je daar aan? Met borende pootjes, lassos of toch weer een harpoen?",China plant een golf aan nieuwe ruimtemissies naar planetoden. Voor de wetenschap en <extra_id_0> winnen. Maar hoe leg je daar aan? Met borende <extra_id_1> toch weer een harpoen?,"['om grondstoffen te', 'pootjes, lassos of']",6,20.0,1
Vier grote zonnepanelenbedrijven van Booking.com-miljonair Kees Koolen zijn failliet. Dat heeft grote gevolgen voor duizenden klanten. Hoe heeft dit kunnen gebeuren?,Vier grote zonnepanelenbedrijven van Booking.com-miljonair Kees Koolen zijn <extra_id_0> gevolgen voor duizenden klanten. Hoe heeft dit kunnen gebeuren?,['failliet. Dat heeft grote'],4,20.0,1
"Door het eindeloos lange premierschap van Mark Rutte zaten tekenaars jarenlang aan de politicus vast. Wat hebben zij over Rutte als tekenobject te zeggen, nu hij bijna vertrekt? Vooruitstekende kin, spleetoogjes: je zet hem relatief makkelijk neer.","Door het eindeloos lange premierschap van Mark Rutte zaten tekenaars jarenlang aan de politicus vast. Wat hebben zij <extra_id_0> te zeggen, nu hij bijna vertrekt? Vooruitstekende kin, <extra_id_1> hem relatief makkelijk neer.","['over Rutte als tekenobject', 'spleetoogjes: je zet']",7,20.0,1
"Voor zijn kinderboekje over klimaatverandering kreeg lector Kees Klomp de Over Hoop Prijs. Scholen knnen het niet weghouden bij kinderen, het onderwerp is overal.","Voor zijn kinderboekje over klimaatverandering kreeg lector Kees Klomp <extra_id_0> Prijs. <extra_id_1> het niet weghouden bij kinderen, het onderwerp is overal.","['de Over Hoop', 'Scholen knnen']",5,20.0,1
PSV heeft als verrassing vrijdag voor de ingang van het Philips Stadion een bronzen beeld onthuld om de jarenlange samenwerking met Guus Meeuwis passend af te sluiten. Volgende week begint de zanger aan zijn laatste reeks Groots-concerten.,PSV heeft als verrassing vrijdag voor de ingang van het Philips Stadion een bronzen beeld onthuld om de jarenlange samenwerking met Guus Meeuwis passend af te <extra_id_0> de zanger aan <extra_id_1> Groots-concerten.,"['sluiten. Volgende week begint', 'zijn laatste reeks']",7,20.0,1
In 2015 was het onmogelijk dat Barack Obama de hand van William Ruto zou schudden. Op zoek naar nieuwe partners in Afrika maken de Amerikanen de president van Kenia nu het hof.,In 2015 was het onmogelijk dat Barack Obama de hand van William Ruto zou schudden. Op <extra_id_0> partners in Afrika maken de Amerikanen <extra_id_1> Kenia nu het hof.,"['zoek naar nieuwe', 'de president van']",6,20.0,1
Ilya Sutskever vertrekt bij OpenAI. De mede-oprichter was lange tijd het geweten van het AI-bedrijf. Vorig jaar stond hij lijnrecht tegenover topman Sam Altman. Sutskevers afscheid overschaduwt alle opwinding over de nieuwe superchatbot van OpenAI.,<extra_id_0> bij OpenAI. De mede-oprichter was lange tijd het geweten van het AI-bedrijf. Vorig jaar stond hij lijnrecht tegenover topman <extra_id_1> overschaduwt alle opwinding over de nieuwe superchatbot van OpenAI.,"['Ilya Sutskever vertrekt', 'Sam Altman. Sutskevers afscheid']",7,20.0,1
"Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig land./ Een land om trots op te zijn. En zo gaat het nog een beetje door, totdat er onverwacht een lange zin volgt.","Het hoofdlijnenakkoord van het kabinet-in-wording begint met <extra_id_0> een prachtig land./ Een land om trots op te zijn. En zo gaat het nog een beetje door, totdat er onverwacht een <extra_id_1>","['een gedicht. Nederland is', 'lange zin volgt.']",7,20.0,1
"Stoelen, banken, pallets, fietsen  de barricades die zijn opgeworpen door de demonstranten die het universiteitsgebouw in de Amsterdamse binnenstad hebben bezet, blijken weinig partij voor de ME.","Stoelen, banken, pallets, fietsen de barricades die zijn opgeworpen door de demonstranten die het <extra_id_0> Amsterdamse binnenstad hebben bezet, blijken weinig partij <extra_id_1> ME.","['universiteitsgebouw in de', 'voor de']",5,20.0,1
"Was aan de lijn is een levend kunstwerk. De was heeft een vaste volgorde, groot bij groot, soort bij soort, sok bij sok, kleur bij kleur.","Was aan de lijn is een levend kunstwerk. De <extra_id_0> een vaste volgorde, groot bij groot, soort bij soort, sok bij <extra_id_1> kleur.","['was heeft', 'sok, kleur bij']",5,20.0,1
In 2015 was het onmogelijk dat Barack Obama de hand van William Ruto zou schudden.,In 2015 was het <extra_id_0> Obama de hand van William Ruto zou schudden.,['onmogelijk dat Barack'],3,20.0,1
"Nederlanders douchen steeds meer, liefst twee keer per dag, met warm water en veel sop. Volgens dermatologen is dat echt te veel voor onze huid.","Nederlanders <extra_id_0> liefst twee keer per dag, met warm water <extra_id_1> sop. Volgens dermatologen is dat echt te veel voor onze huid.","['douchen steeds meer,', 'en veel']",5,20.0,1
"Nog nooit kregen zo weinig babys borstvoeding. Er wordt te weinig ruimte voor gegeven, zeggen jonge moeders in Lelystad. Ik doe het meestal in de auto, de ramen zijn geblindeerd.","Nog nooit kregen zo weinig babys borstvoeding. Er wordt <extra_id_0> voor gegeven, zeggen jonge moeders in Lelystad. Ik doe het meestal <extra_id_1> de ramen zijn geblindeerd.","['te weinig ruimte', 'in de auto,']",6,20.0,1
"Zelden zo weinig gedubd over mijn stem als bij deze Europese verkiezingen; er moet een flink tegenwicht komen tegen Europees radicaal- en extreemrechts, en de fractie van de socialisten en democraten is daar, ook getalsmatig het best toe uitgerust.","Zelden zo weinig gedubd over mijn stem als bij <extra_id_0> er moet een flink tegenwicht komen tegen Europees radicaal- en <extra_id_1> fractie van de socialisten en <extra_id_2> daar, ook getalsmatig het best toe uitgerust.","['deze Europese verkiezingen;', 'extreemrechts, en de', 'democraten is']",8,20.0,1
