Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,xl,"In de rubriek Aan de grens bericht De Groene over de laatste cijfers en ontwikkelingen op het gebied van vluchtelingen, migranten en grensbeleid. Deze week:","In de <extra_id_0> grens bericht De Groene over de laatste cijfers en ontwikkelingen op het gebied van vluchtelingen, migranten en <extra_id_1>","In de rubriek Over de grens bericht De Groene over de laatste cijfers en ontwikkelingen op het gebied van vluchtelingen, migranten en asiel","['rubriek Aan de', 'grensbeleid. Deze week:']","['rubriek Over de', 'asiel']",6,25,24,"[0.26666666666666666, 0.8695652173913043]",0.57
seq1-0,xl,In zijn Kleine encyclopedie schetst Herman Vuijsje nieuwe inzichten over Nederland aan de hand van neologismen. Deze week:,In zijn Kleine encyclopedie schetst Herman Vuijsje nieuwe <extra_id_0> de hand van neologismen. Deze week:,In zijn Kleine encyclopedie schetst Herman Vuijsje nieuwe woorden aan de hand van neologismen. Deze week:,['inzichten over Nederland aan'],['woorden aan'],4,25,17,[0.6785714285714286],0.68
seq2-0,xl, altijd meer dan ze kan of wil bespreken. Hier doet ze verslag van haar bevindingen en overwegingen bij de boeken die ze leest. Deze week:,altijd meer dan ze kan <extra_id_0> Hier <extra_id_1> van haar bevindingen en overwegingen bij de boeken die ze leest. Deze week:,altijd meer dan ze kan lezen. Hier een overzicht van haar bevindingen en overwegingen bij de boeken die ze leest. Deze week:,"['of wil bespreken.', 'doet ze verslag']","['lezen.', 'een overzicht']",6,25,14,"[0.7058823529411765, 0.7333333333333333]",0.72
seq3-0,xl,"De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke opwinding wist te zorgen, was Frits Bolkestein. Of het nu een tv-optreden bij de VPRO was of een toespraak op een theaterfestival, de VVD-leider stond steeds weer in het nieuws. Met hem opent De Groene daarom het nieuwe politieke jaar.","De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke <extra_id_0> zorgen, was Frits Bolkestein. Of het nu een tv-optreden bij de <extra_id_1> een toespraak op een theaterfestival, de VVD-leider stond steeds weer <extra_id_2> Met <extra_id_3> Groene daarom <extra_id_4> jaar.","De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke activiteit kon zorgen, was Frits Bolkestein. Of het nu een tv-optreden bij de NOS was of een toespraak op een theaterfestival, de VVD-leider stond steeds weer in de krant. Met de Groene daarom gaat het over een jaar.","['opwinding wist te', 'VPRO was of', 'in het nieuws.', 'hem opent De', 'het nieuwe politieke']","['activiteit kon', 'NOS was of', 'in de krant.', 'de', 'gaat het over een']",15,25,12,"[0.7647058823529411, 0.36363636363636365, 0.5714285714285714, 0.9166666666666666, 0.75]",0.67
seq4-0,xl,Groene-redacteur Casper Thomas schrijft vanuit Washington over het Amerika van Donald Trump. In aflevering,Groene-redacteur Casper Thomas schrijft vanuit Washington over het <extra_id_0> In aflevering,Groene-redacteur Casper Thomas schrijft vanuit Washington over het nieuwe verkiezingsprogramma. In aflevering,['Amerika van Donald Trump.'],['nieuwe verkiezingsprogramma.'],4,25,11,[0.7857142857142857],0.79
seq5-0,xl,De vaste kunstcritici van De Groene Amsterdammer selecteerden de meest in het oog springende cultuur van het nieuwe kunstseizoen. Tip,De vaste kunstcritici van De Groene Amsterdammer selecteerden de meest in het oog springende <extra_id_0> het <extra_id_1>,De vaste kunstcritici van De Groene Amsterdammer selecteerden de meest in het oog springende werken uit het,"['cultuur van', 'nieuwe kunstseizoen. Tip']","['werken uit', '']",5,25,11,"[0.9090909090909091, 1.0]",0.95
seq6-0,xl,. Onze podcast is elke vrijdagochtend gratis beschikbaar via groene.nl/podcasts en via de andere bekende podcastkanalen,. Onze <extra_id_0> gratis beschikbaar via groene.nl/podcasts en via de andere bekende podcastkanalen,. Onze podcasts zijn gratis beschikbaar via groene.nl/podcasts en via de andere bekende podcastkanalen,['podcast is elke vrijdagochtend'],['podcasts zijn'],4,25,10,[0.6],0.6
seq7-0,xl,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven in dictatoriaal Roemeni. Hoe hield ze zich staande onder het bewind van Ceauescu? Deel,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven in dictatoriaal Roemeni. <extra_id_0> zich staande onder <extra_id_1> Deel,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven in dictatoriaal Roemeni. Ze hield zich staande onder de dictatuur. Deel,"['Hoe hield ze', 'het bewind van Ceauescu?']","['Ze hield', 'de dictatuur.']",7,25,10,"[0.4166666666666667, 0.7916666666666666]",0.6
seq8-0,xl,"Frans Verhagen is lid geworden van de PvdA, want op dit moment in de geschiedenis kun je niet meer blijven toekijken. Deze week:","Frans Verhagen is lid geworden van de PvdA, <extra_id_0> moment in de geschiedenis <extra_id_1> meer blijven toekijken. Deze week:","Frans Verhagen is lid geworden van de PvdA, een moment in de geschiedenis van de partij. De VVD kan niet meer blijven toekijken. Deze week:","['want op dit', 'kun je niet']","['een', 'van de partij. De VVD kan niet']",6,25,9,"[0.9090909090909091, 0.7]",0.8
seq9-0,xl,De komende weken zal Menno Grootveld stukken selecteren en vertalen van denkers over corona in de internationale pers. In aflevering,De komende weken zal Menno Grootveld stukken selecteren en vertalen <extra_id_0> over <extra_id_1> internationale pers. In aflevering,De komende weken zal Menno Grootveld stukken selecteren en vertalen uit de over internationale pers. In aflevering,"['van denkers', 'corona in de']","['uit de', '']",5,25,9,"[0.7272727272727273, 1.0]",0.86
