Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,base,Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten drastisch beperkten. Vermindering van de internationale hulp zal dezelfde Afghaanse vrouwen die we hopen te steunen alleen maar meer laten lijden.,Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten drastisch <extra_id_0> van <extra_id_1> zal dezelfde Afghaanse vrouwen die we hopen te steunen alleen maar meer laten lijden.,Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten drastisch beperkt. Het verlies van vrouwenrechten zal dezelfde Afghaanse vrouwen die we hopen te steunen alleen maar meer laten lijden.,"['beperkten. Vermindering', 'de internationale hulp']","['beperkt. Het verlies', 'vrouwenrechten']",5,15,1,"[0.4782608695652174, 0.8181818181818182]",0.65
seq1-0,base,Defensie voert de druk op om te dienen bij de krijgsmacht. Jongeren reageren verdeeld.,Defensie voert de druk op om te dienen bij de krijgsmacht. <extra_id_0> verdeeld.,Defensie voert de druk op om te dienen bij de krijgsmacht. De lijst is verdeeld.,['Jongeren reageren'],['De lijst is'],2,15,1,[0.8823529411764706],0.88
seq2-0,base,"Netbeheerder Tennet heeft met de aanleg van een stroomkabel mogelijk onomkeerbare schade aangebracht aan kwetsbare natuur op landgoed Twickel, concludeerde de provincie Overijssel donderdag.","<extra_id_0> de aanleg van een stroomkabel mogelijk onomkeerbare schade aangebracht aan kwetsbare natuur op landgoed Twickel, concludeerde de provincie Overijssel donderdag.","door de aanleg van een stroomkabel mogelijk onomkeerbare schade aangebracht aan kwetsbare natuur op landgoed Twickel, concludeerde de provincie Overijssel donderdag.",['Netbeheerder Tennet heeft met'],['door'],4,15,1,[0.9655172413793104],0.97
seq3-0,base,Noord-Korea is weer begonnen met het versturen van ballonnen met afval naar Zuid-Korea. In en rond Seoul en in de grensstreek werden zondagochtend tientallen ballonnen gevonden. In reactie zet Zuid-Korea de grote luidsprekers bij de grens weer aan en zullen nieuwsuitzendingen en popmuziek de grens over schallen.,Noord-Korea is weer begonnen met het versturen van ballonnen met afval naar Zuid-Korea. In en rond Seoul en in de grensstreek werden zondagochtend tientallen ballonnen gevonden. In reactie zet Zuid-Korea de grote <extra_id_0> grens weer aan en zullen nieuwsuitzendingen en <extra_id_1> schallen.,Noord-Korea is weer begonnen met het versturen van ballonnen met afval naar Zuid-Korea. In en rond Seoul en in de grensstreek werden zondagochtend tientallen ballonnen gevonden. In reactie zet Zuid-Korea de grote bussen langs de grens weer aan en zullen nieuwsuitzendingen en evenementen schallen.,"['luidsprekers bij de', 'popmuziek de grens over']","['bussen langs de', 'evenementen']",7,15,1,"[0.6842105263157895, 0.782608695652174]",0.73
seq4-0,base,"Voor de energietransitie zijn grote hoeveelheden metalen nodig, zoals nikkel. Planten kunnen daarbij helpen. Er worden steeds meer soorten ontdekt die zulke metalen uit de grond opnemen.",Voor de energietransitie zijn grote hoeveelheden metalen <extra_id_0> kunnen daarbij helpen. Er worden steeds meer soorten ontdekt die zulke metalen uit de grond opnemen.,Voor de energietransitie zijn grote hoeveelheden metalen nodig. Planten kunnen daarbij helpen. Er worden steeds meer soorten ontdekt die zulke metalen uit de grond opnemen.,"['nodig', 'zoals nikkel. Planten']",['nodig. Planten'],4,15,1,[0.6428571428571429],0.64
seq5-0,base,De eindexamens in het voortgezet onderwijs zijn begonnen. De Volkskrant doet de komende weken verslag. Historicus Maarten van Rossem buigt zich over het vwo-examen geschiedenis.,De eindexamens in het <extra_id_0> De Volkskrant doet de komende weken verslag. Historicus Maarten van Rossem buigt zich over het vwo-examen geschiedenis.,De eindexamens in het vwo. De Volkskrant doet de komende weken verslag. Historicus Maarten van Rossem buigt zich over het vwo-examen geschiedenis.,['voortgezet onderwijs zijn begonnen.'],['vwo.'],4,15,1,[0.8857142857142857],0.89
seq6-0,base,"Ik sta op zaterdagmiddag rond 13.00 uur midden op de Amsterdamse Kalverstraat. Het moet een van de drukste plekken van het land zijn, en ik kijk door de lens van de camera van een professional, die allerlei lenzen tevoorschijn kan toveren.","Ik sta op zaterdagmiddag rond 13.00 uur midden op de Amsterdamse Kalverstraat. Het moet een van de drukste plekken van het land zijn, <extra_id_0> door de <extra_id_1> camera van een professional, die allerlei lenzen tevoorschijn kan toveren.","Ik sta op zaterdagmiddag rond 13.00 uur midden op de Amsterdamse Kalverstraat. Het moet een van de drukste plekken van het land zijn, maar door de avond komt er een camera van een professional, die allerlei lenzen tevoorschijn kan toveren.","['en ik kijk', 'lens van de']","['maar', 'avond komt er een']",6,15,1,"[1.0, 0.7647058823529411]",0.88
seq7-0,base,"Carlos Alcaraz heeft voor het eerst in zijn carrire Roland Garros gewonnen. De 21-jarige Spanjaard won de bloedstollende vijfsetter (3-6, 6-2, 7-5, 1-6, 2-6) van Alexander Zverev en trok daarmee de ongeslagen reeks in finales door.","Carlos Alcaraz heeft voor het eerst <extra_id_0> Roland <extra_id_1> De 21-jarige Spanjaard won de bloedstollende vijfsetter (3-6, 6-2, 7-5, 1-6, 2-6) van Alexander Zverev en trok daarmee de ongeslagen reeks in finales door.","Carlos Alcaraz heeft voor het eerst deelgenomen aan Roland De 21-jarige Spanjaard won de bloedstollende vijfsetter (3-6, 6-2, 7-5, 1-6, 2-6) van Alexander Zverev en trok daarmee de ongeslagen reeks in finales door.","['in zijn carrire', 'Garros gewonnen.']","['deelgenomen aan', '']",5,15,1,"[0.9333333333333333, 1.0]",0.97
seq8-0,base,Met een spectaculaire reddingsoperatie wist het Isralische leger zaterdag vier gijzelaars te bevrijden. De prijs aan Palestijnse zijde is echter ongekend hoog. Wat betekent deze actie voor de ongeveer 120 gijzelaars die nog vastzitten?,Met een spectaculaire reddingsoperatie wist <extra_id_0> leger zaterdag vier gijzelaars te bevrijden. De prijs aan Palestijnse zijde is echter ongekend hoog. Wat betekent deze actie <extra_id_1> 120 gijzelaars die nog vastzitten?,Met een spectaculaire reddingsoperatie wist het Palestijnse leger zaterdag vier gijzelaars te bevrijden. De prijs aan Palestijnse zijde is echter ongekend hoog. Wat betekent deze actie voor de 120 gijzelaars die nog vastzitten?,"['het Isralische', 'voor de ongeveer']","['het Palestijnse', 'voor de']",5,15,1,"[0.6, 0.5625]",0.58
seq9-0,base,"Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig land./ Een land om trots op te zijn. En zo gaat het nog een beetje door, totdat er onverwacht een lange zin volgt.",Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig land./ Een land om trots op te zijn. En zo gaat het nog een <extra_id_0> er <extra_id_1> lange zin volgt.,Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig land./ Een land om trots op te zijn. En zo gaat het nog een er De lange zin volgt.,"['beetje door', 'totdat', 'onverwacht een']","['', 'De']",5,15,1,"[1.0, 1.0]",1.0
seq10-0,base,"En nog zijn PVV, VVD, NSC en BBB het niet eens over de verdeling van de ministersposten. Zo maken de vier partijen het het aanstaande kabinet wel heel lastig. Want als de nieuwe premier niet op de volgende Europese top van 27 juni verschijnt, staat hij al meteen 1-0 achter, schrijft politiek verslaggever Hans van Soest in dit commentaar.","En nog zijn PVV, VVD, NSC en BBB het niet eens over de verdeling van de ministersposten. Zo maken de vier partijen het het aanstaande kabinet <extra_id_0> Want als de nieuwe premier niet <extra_id_1> Europese top van 27 juni verschijnt, staat hij al meteen 1-0 achter, <extra_id_2> Hans van Soest in dit commentaar.","En nog zijn PVV, VVD, NSC en BBB het niet eens over de verdeling van de ministersposten. Zo maken de vier partijen het het aanstaande kabinet niet eens. Want als de nieuwe premier niet voor de Europese top van 27 juni verschijnt, staat hij al meteen 1-0 achter, aldus Hans van Soest in dit commentaar.","['wel heel lastig.', 'op de volgende', 'schrijft politiek verslaggever']","['niet eens.', 'voor de', 'aldus']",9,15,1,"[0.6875, 0.7142857142857143, 0.9333333333333333]",0.78
