Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
Met een spectaculaire reddingsoperatie wist het Isralische leger zaterdag vier gijzelaars te bevrijden. De prijs aan Palestijnse zijde is echter ongekend hoog. Wat betekent deze actie voor de ongeveer 120 gijzelaars die nog vastzitten? En waarom zwijgen de meeste wereldleiders? Vijf vragen beantwoord.,Met een spectaculaire reddingsoperatie wist het Isralische <extra_id_0> te bevrijden. De prijs aan Palestijnse zijde is echter ongekend hoog. Wat betekent deze actie voor de ongeveer 120 <extra_id_1> vastzitten? En waarom <extra_id_2> wereldleiders? <extra_id_3>,"['leger zaterdag vier gijzelaars', 'gijzelaars die nog', 'zwijgen de meeste', 'Vijf vragen beantwoord.']",13,30.0,1
Met een spectaculaire reddingsoperatie wist het Isralische leger zaterdag vier gijzelaars te bevrijden. De prijs aan Palestijnse zijde is echter ongekend hoog. Wat betekent deze actie voor de ongeveer 120 gijzelaars die nog vastzitten? En waarom zwijgen de meeste wereldleiders? Vijf vragen beantwoord.,Met een spectaculaire <extra_id_0> Isralische leger zaterdag vier gijzelaars <extra_id_1> aan Palestijnse zijde is echter ongekend hoog. Wat betekent deze actie voor de ongeveer 120 gijzelaars die nog vastzitten? En waarom <extra_id_2> wereldleiders? <extra_id_3>,"['reddingsoperatie wist het', 'te bevrijden. De prijs', 'zwijgen de meeste', 'Vijf vragen beantwoord.']",13,30.0,1
"Op 1 juni begint de Nederlander Hermen Hulst als ceo van Sony Interactive Entertainment, de maker van PlayStation. Voorheen produceerde Hulst de succesvolle gameseries Killzone en Horizon. Hij krijgt de taak om s werelds grootste gamebedrijf door een tumultueuze tijd in de game-industrie te leiden.",Op 1 juni begint de Nederlander Hermen Hulst <extra_id_0> Sony Interactive <extra_id_1> van PlayStation. Voorheen produceerde Hulst de succesvolle gameseries Killzone en Horizon. <extra_id_2> taak om s werelds grootste gamebedrijf door een tumultueuze <extra_id_3> game-industrie <extra_id_4>,"['als ceo van', 'Entertainment, de maker', 'Hij krijgt de', 'tijd in de', 'te leiden.']",14,30.0,1
"De liberaal-conservatieve Nieuw-Vlaamse Alliantie (N-VA) blijft de grootste partij in het Vlaams Parlement (25,2 procent). Dat melden Belgische media op basis van de helft van de getelde stemmen van de regionale verkiezingen, die vandaag tegelijk met de Europese en landelijke verkiezingen plaatsvonden.","De liberaal-conservatieve Nieuw-Vlaamse <extra_id_0> grootste partij in het Vlaams Parlement (25,2 procent). Dat melden <extra_id_1> basis van de helft van de getelde stemmen van <extra_id_2> die vandaag tegelijk met de Europese <extra_id_3> plaatsvonden.","['Alliantie (N-VA) blijft de', 'Belgische media op', 'de regionale verkiezingen,', 'en landelijke verkiezingen']",13,30.0,1
"De elfde editie van de Willem IV Rally was een groot succes. Dat meldt Arne Verwoert van de organisatie. Dit jaar is er ruim 11.500 euro opgehaald voor het Ronald McDonald Huis Sophia Rotterdam. ,,De jongste deelnemer ooit, van dertien jaar oud, is samen met haar vader eerste geworden.","<extra_id_0> van de Willem IV Rally was een groot succes. Dat meldt Arne Verwoert van de organisatie. Dit jaar is er ruim 11.500 euro opgehaald voor <extra_id_1> Huis Sophia <extra_id_2> deelnemer ooit, van dertien jaar oud, <extra_id_3> haar <extra_id_4>","['De elfde editie', 'het Ronald McDonald', 'Rotterdam. ,,De jongste', 'is samen met', 'vader eerste geworden.']",15,30.0,1
"Lieke Martens kon met een overwinning afscheid van het thuispubliek. Maar ze laat een kwetsbaar team achter, waarvan niemand vooralsnog kan inschatten waartoe het in staat is.","Lieke Martens kon met een <extra_id_0> het thuispubliek. Maar ze laat een kwetsbaar team achter, waarvan niemand vooralsnog <extra_id_1> waartoe <extra_id_2> is.","['overwinning afscheid van', 'kan inschatten', 'het in staat']",8,30.0,1
NRC bespreekt deze weken de eindexamens na met deskundigen. Internist Jos Kooter over het vmbo gl- en tl-examen natuur- en scheikunde.,NRC bespreekt deze weken de eindexamens na met deskundigen. Internist Jos <extra_id_0> vmbo gl- en <extra_id_1> scheikunde.,"['Kooter over het', 'tl-examen natuur- en']",6,30.0,1
De Conservatieve Britse premier Sunak schreef twee weken geleden onverwachts verkiezingen uit. De campagnestrijd met Labour ging meteen volop van start. Maandag kwam Nigel Farage met een verrassing: hij doet alsnog mee.,De Conservatieve Britse premier Sunak schreef <extra_id_0> verkiezingen <extra_id_1> met <extra_id_2> volop van start. Maandag kwam Nigel Farage met een verrassing: hij doet alsnog mee.,"['twee weken geleden onverwachts', 'uit. De campagnestrijd', 'Labour ging meteen']",10,30.0,1
"Wie noodgedwongen zzper wordt, heeft het minder goed dan zelfstandigen die daar bewust voor kiezen, blijkt uit onderzoek van Rabobank.","Wie noodgedwongen zzper wordt, heeft het minder goed dan <extra_id_0> bewust voor kiezen, blijkt <extra_id_1> Rabobank.","['zelfstandigen die daar', 'uit onderzoek van']",6,30.0,1
Amsterdammers mogen donderdag behalve voor het Europees Parlement ook stemmen over groen in hun stad.,Amsterdammers mogen donderdag behalve voor het Europees <extra_id_0> groen in hun stad.,['Parlement ook stemmen over'],4,30.0,1
