Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,large,.  Thijmen Geluk SalarisHoeveel verdien je? Dat vragen we elke week aan een Nederlander. Vandaag:,. Thijmen Geluk SalarisHoeveel verdien je? Dat vragen <extra_id_0> aan een Nederlander. Vandaag:,. Thijmen Geluk SalarisHoeveel verdien je? Dat vragen we altijd aan een Nederlander. Vandaag:,['we elke week'],['we altijd'],3,20,19,[0.6666666666666666],0.67
seq1-0,large,Meld je aan voor de AD sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,Meld je aan voor de AD sportnieuwsbrief <extra_id_0> een overzicht van het belangrijkste sportnieuws,Meld je aan voor de AD sportnieuwsbrief voor een overzicht van het belangrijkste sportnieuws,['en ontvang dagelijks'],['voor'],3,20,16,[0.95],0.95
seq2-0,large,Fotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,Fotograaf Nico Brons en verslaggever <extra_id_0> wekelijks een kijkje achter het nieuws. Vandaag:,Fotograaf Nico Brons en verslaggever Willem van der Zwaag nemen wekelijks een kijkje achter het nieuws. Vandaag:,['Wichard Maassen nemen'],['Willem van der Zwaag nemen'],3,20,16,[0.6153846153846154],0.62
seq3-0,large,"Tip van de BaasWie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en wat helpt om verder te komen. Zij geven hn beste tips. Vandaag:","Tip van de BaasWie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer <extra_id_0> wat helpt om verder te komen. Zij <extra_id_1> Vandaag:","Tip van de BaasWie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer vraagt en wat helpt om verder te komen. Zij Vandaag:","['loon vraagt en', 'geven hn beste tips.']","['vraagt en', '']",7,20,14,"[0.35714285714285715, 1.0]",0.68
seq4-0,large,David en Arjan van 365dagensuccesvol.nl hebben n doel: Nederland het gelukkigste land van de wereld maken.,David en Arjan van 365dagensuccesvol.nl hebben n doel: Nederland <extra_id_0> van de wereld maken.,David en Arjan van 365dagensuccesvol.nl hebben n doel: Nederland het gelukkigste land van de wereld maken.,['het gelukkigste land'],['het gelukkigste land'],3,20,14,[0.0],0.0
seq5-0,large,"De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is het programma in League A en League B van deze en volgende week. Ook vermelden we hier komende week alle uitslagen, de stand n het programma van de belangrijkste oefeninterlands.","De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is het programma in League A en League B van deze en volgende week. Ook vermelden <extra_id_0> week alle uitslagen, de <extra_id_1> programma <extra_id_2> oefeninterlands.","De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is het programma in League A en League B van deze en volgende week. Ook vermelden we deze week alle uitslagen, de standen en het programma van de oefeninterlands.","['we hier komende', 'stand n het', 'van de belangrijkste']","['we deze', 'standen en het', 'van de']",9,20,14,"[0.6666666666666666, 0.21428571428571427, 0.7]",0.53
seq6-0,large,"Het seizoen 2017-2018 is nog niet eens afgelopen, maar de voetbalwereld kijkt al volop naar het nieuwe seizoen. In onze TransferTalk houden we komende zomer alle geruchten en voltooide transfers bij.","Het seizoen 2017-2018 is nog niet eens afgelopen, maar de voetbalwereld kijkt al volop naar het nieuwe seizoen. <extra_id_0> houden we komende zomer alle geruchten <extra_id_1> bij.","Het seizoen 2017-2018 is nog niet eens afgelopen, maar de voetbalwereld kijkt al volop naar het nieuwe seizoen. Daarom houden we komende zomer alle geruchten en berichten bij.","['In onze TransferTalk', 'en voltooide transfers']","['Daarom', 'en berichten']",6,20,13,"[0.9, 0.7272727272727273]",0.81
seq7-0,large,"De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te vergroten en er doorheen te bladeren. 1","De beeldredactie ziet dagelijks duizenden <extra_id_0> worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te vergroten en er <extra_id_1> 1","De beeldredactie ziet dagelijks duizenden foto’s en er worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te vergroten en er meer over te lezen. 1","['nieuwsfotos. In deze rubriek', 'doorheen te bladeren.']","['foto’s en er', 'meer over te lezen.']",7,20,12,"[0.6785714285714286, 0.5238095238095238]",0.6
seq8-0,large,"Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (77) een eind op weg is, beantwoordt hij uw vragen.",Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (77) een eind op <extra_id_0> uw vragen.,Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (77) een eind op de lijn is met uw vragen.,"['weg is', 'beantwoordt hij']",['de lijn is met'],4,20,12,[0.7142857142857143],0.71
seq9-0,large,"De transfermarkt draait op volle toeren, maar veel clubs hebben al meerdere aanwinsten al binnen. In dit overzicht houden we alle inkomende en uitgaande transfers van de eredivisieclubs van deze zomer bij.","De transfermarkt draait op volle toeren, maar veel clubs hebben al meerdere aanwinsten al <extra_id_0> overzicht <extra_id_1> inkomende en uitgaande transfers van de eredivisieclubs van deze zomer bij.","De transfermarkt draait op volle toeren, maar veel clubs hebben al meerdere aanwinsten al binnen. Wij hebben een overzicht van de inkomende en uitgaande transfers van de eredivisieclubs van deze zomer bij.","['binnen. In dit', 'houden we alle']","['binnen. Wij hebben een', 'van de']",6,20,12,"[0.5454545454545454, 0.7857142857142857]",0.67
seq10-0,large,"De eerste race van het seizoen zit er op, maar wanneer mogen we ons weer verheugen op Max Verstappen en co? Bekijk hieronder de F1-kalender en zie gelijk hoe laat de wekker gezet moet worden.","De eerste race van het seizoen zit er op, maar wanneer mogen we ons weer verheugen <extra_id_0> en co? Bekijk hieronder <extra_id_1> gelijk hoe laat de wekker gezet moet worden.","De eerste race van het seizoen zit er op, maar wanneer mogen we ons weer verheugen op onze nieuwe vrienden en co? Bekijk hieronder en weet gelijk hoe laat de wekker gezet moet worden.","['op Max Verstappen', 'de F1-kalender en zie']","['op onze nieuwe vrienden', 'en weet']",7,20,12,"[0.6956521739130435, 0.8571428571428571]",0.78
seq11-0,large,"BN'er@homeNederland zit voorlopig vooral thuis en veel BNers dus ook. Wat lezen, luisteren of kijken zij om de dag door te komen? Vandaag geeft","BN'er@homeNederland zit voorlopig vooral thuis en veel BNers dus ook. Wat lezen, luisteren of <extra_id_0> om de dag door te <extra_id_1>","BN'er@homeNederland zit voorlopig vooral thuis en veel BNers dus ook. Wat lezen, luisteren of doen om de dag door te komen? Lees meer","['kijken zij', 'komen? Vandaag geeft']","['doen', 'meer']",5,20,11,"[0.8, 0.85]",0.82
seq12-0,large,Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle artikelen over het coronavirus in de Drechtsteden. Mist u iets? Tip de redactie: dd.redactie@ad.nl. 1,Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. <extra_id_0> vind <extra_id_1> het coronavirus in de Drechtsteden. Mist <extra_id_2> de redactie: dd.redactie@ad.nl. 1,Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. Hier vind je meer informatie over het coronavirus in de Drechtsteden. Mist je iets? Mail naar de redactie: dd.redactie@ad.nl. 1,"['In ons dossier', 'je alle artikelen over', 'u iets? Tip']","['Hier', 'je meer informatie over', 'je iets? Mail naar']",10,20,11,"[0.7857142857142857, 0.6086956521739131, 0.5555555555555556]",0.65
seq13-0,large,"Deze zomer staat in het teken van onze Buitenkansjes! Speel elke dag mee voor nieuwe cadeaus. Van een Stella e-bike (t.w.v  2499,-) tot aan VVV cadeaukaarten, vouchers voor Fletcher Hotels of het e-book van Saskia Noort, je wilt niets missen.","Deze zomer staat in het teken van onze Buitenkansjes! <extra_id_0> mee voor nieuwe cadeaus. Van een <extra_id_1> (t.w.v 2499,-) tot aan VVV cadeaukaarten, vouchers voor Fletcher Hotels of <extra_id_2> Saskia Noort, je wilt niets missen.","Deze zomer staat in het teken van onze Buitenkansjes! Doe mee voor nieuwe cadeaus. Van een nieuwe fietsenset (t.w.v 2499,-) tot aan VVV cadeaukaarten, vouchers voor Fletcher Hotels of kaarten voor Saskia Noort, je wilt niets missen.","['Speel elke dag', 'Stella e-bike', 'het e-book van']","['Doe', 'nieuwe fietsenset', 'kaarten voor']",8,20,11,"[0.9285714285714286, 0.7647058823529411, 0.9285714285714286]",0.87
seq14-0,large,. Meld je aan voor de AD sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,. Meld je aan voor de AD sportnieuwsbrief en <extra_id_0> overzicht van het belangrijkste sportnieuws,. Meld je aan voor de AD sportnieuwsbrief en ontvang een overzicht van het belangrijkste sportnieuws,['ontvang dagelijks een'],['ontvang een'],3,20,11,[0.47619047619047616],0.48
seq15-0,large,"Korte updates van de sterren op Facebook, Twitter, en Instagram - wij smullen ervan. In de rubriek Regiobytes struint de redactie het web voor je af voor de gekste, mooiste en opvallendste posts van BNers en celebritys.","Korte updates van de sterren op Facebook, Twitter, en Instagram - wij smullen ervan. In de rubriek <extra_id_0> redactie het web voor je af voor <extra_id_1> opvallendste posts van BNers en celebritys.","Korte updates van de sterren op Facebook, Twitter, en Instagram - wij smullen ervan. In de rubriek ""Sterrennieuws"" speurt onze redactie het web voor je af voor de opvallendste posts van BNers en celebritys.","['Regiobytes struint de', 'de gekste', 'mooiste en']","['""Sterrennieuws"" speurt onze', 'de']",7,20,11,"[0.7037037037037037, 0.7777777777777778]",0.74
seq16-0,large,.  Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen wekelijks iemand tegen het lijf. Deze keer kwamen ze,. Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen <extra_id_0> lijf. Deze keer kwamen ze,. Maartje Brockbernd VAN DE STRAATFotograaf Maartje Brockbernd en verslaggever Robin Nanninga lopen elkaar lijf aan lijf. Deze keer kwamen ze,['wekelijks iemand tegen het'],['elkaar lijf aan'],4,20,11,[0.7692307692307693],0.77
seq17-0,large,Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Michael Frank (53) is intensivist op de ic van het Albert Schweitzer ziekenhuis in Dordrecht en geeft dagelijks een inkijkje in zijn werk. Deel 1,Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Michael Frank (53) <extra_id_0> de <extra_id_1> het Albert <extra_id_2> Dordrecht en geeft dagelijks een inkijkje in zijn werk. Deel 1,Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Michael Frank (53) is de directeur van het Albert Schweitzer Ziekenhuis in Dordrecht en geeft dagelijks een inkijkje in zijn werk. Deel 1,"['is intensivist op', 'ic van', 'Schweitzer ziekenhuis in']","['is', 'directeur van', 'Schweitzer Ziekenhuis in']",8,20,11,"[0.8823529411764706, 0.5384615384615384, 0.041666666666666664]",0.49
seq18-0,large,"De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te vergroten en er doorheen te bladeren.","De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een <extra_id_0> deze te vergroten en er <extra_id_1>","De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een foto om deze te vergroten en er meer over te weten.","['van de beelden om', 'doorheen te bladeren.']","['foto om', 'weten.']",7,20,10,"[0.8235294117647058, 0.7619047619047619]",0.79
seq19-0,large,Het WK dendert in volle vaart door. Vandaag staan er opnieuw drie wedstrijden op het programma. Uiteraard zijn deze duels in een apart liveblog te volgen. Hier brengen we je op de hoogte van al het overige WK-nieuws.,Het WK dendert in volle vaart door. Vandaag staan er opnieuw drie wedstrijden op het programma. Uiteraard zijn deze <extra_id_0> apart liveblog te volgen. Hier brengen <extra_id_1> de hoogte van al het <extra_id_2>,Het WK dendert in volle vaart door. Vandaag staan er opnieuw drie wedstrijden op het programma. Uiteraard zijn deze in een apart liveblog te volgen. Hier brengen we je op de hoogte van al het gebeuren.,"['duels in een', 'we je op', 'overige WK-nieuws.']","['in een', 'we je op', 'gebeuren.']",8,20,10,"[0.5, 0.0, 0.7777777777777778]",0.43
seq20-0,large,. We houden je op de hoogte in ons liveblog. De gebeurtenissen van de afgelopen dagen lees je hier terug.,. We houden je op de hoogte in ons <extra_id_0> de afgelopen dagen lees je hier terug.,. We houden je op de hoogte in ons blog. De acties van de afgelopen dagen lees je hier terug.,['liveblog. De gebeurtenissen van'],['blog. De acties van'],4,20,10,[0.4838709677419355],0.48
seq21-0,large,In de rubriek En nu ik! worden bekenden en onbekenden uit het Groene Hart geportretteerd. Vandaag:,In de rubriek En nu ik! worden bekenden en onbekenden uit <extra_id_0> geportretteerd. Vandaag:,In de rubriek En nu ik! worden bekenden en onbekenden uit de politiek geportretteerd. Vandaag:,['het Groene Hart'],['de politiek'],3,20,10,[0.8],0.8
