Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,small,.  Thijmen Geluk SalarisHoeveel verdien je? Dat vragen we elke week aan een Nederlander. Vandaag:,. Thijmen Geluk SalarisHoeveel verdien je? Dat vragen <extra_id_0> aan een Nederlander. Vandaag:,. Thijmen Geluk SalarisHoeveel verdien je? Dat vragen we aan een Nederlander. Vandaag:,['we elke week'],['we'],3,20.0,19,[0.8333333333333334],0.83
seq1-0,small,Meld je aan voor de AD sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,Meld je aan voor de AD sportnieuwsbrief <extra_id_0> een overzicht van het belangrijkste sportnieuws,Meld je aan voor de AD sportnieuwsbrief en een overzicht van het belangrijkste sportnieuws,['en ontvang dagelijks'],['en'],3,20.0,16,[0.9],0.9
seq2-0,small,Fotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,Fotograaf Nico Brons en verslaggever <extra_id_0> wekelijks een kijkje achter het nieuws. Vandaag:,Fotograaf Nico Brons en verslaggever Marianne van der Valk wekelijks een kijkje achter het nieuws. Vandaag:,['Wichard Maassen nemen'],['Marianne van der Valk'],3,20.0,16,[0.8095238095238095],0.81
seq3-0,small,"Tip van de BaasWie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer loon vraagt en wat helpt om verder te komen. Zij geven hn beste tips. Vandaag:","Tip van de BaasWie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer <extra_id_0> wat helpt om verder te komen. Zij <extra_id_1> Vandaag:","Tip van de BaasWie beter dan de baas weet hoe het werkt op de werkvloer. Hoe je opvalt, wanneer je om meer te doen wat helpt om verder te komen. Zij is Vandaag:","['loon vraagt en', 'geven hn beste tips.']","['te doen', 'is']",7,20.0,14,"[0.7857142857142857, 0.9]",0.84
seq4-0,small,David en Arjan van 365dagensuccesvol.nl hebben n doel: Nederland het gelukkigste land van de wereld maken.,David en Arjan van 365dagensuccesvol.nl hebben n doel: Nederland <extra_id_0> van de wereld maken.,David en Arjan van 365dagensuccesvol.nl hebben n doel: Nederland een voorbeeld van de wereld maken.,['het gelukkigste land'],['een voorbeeld'],3,20.0,14,[0.75],0.75
seq5-0,small,"De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is het programma in League A en League B van deze en volgende week. Ook vermelden we hier komende week alle uitslagen, de stand n het programma van de belangrijkste oefeninterlands.","De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is het programma in League A en League B van deze en volgende week. Ook vermelden <extra_id_0> week alle uitslagen, de <extra_id_1> programma <extra_id_2> oefeninterlands.","De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is het programma in League A en League B van deze en volgende week. Ook vermelden we deze week alle uitslagen, de wedstrijden en het programma van de oefeninterlands.","['we hier komende', 'stand n het', 'van de belangrijkste']","['we deze', 'wedstrijden en het', 'van de']",9,20.0,14,"[0.6666666666666666, 0.5, 0.7]",0.62
seq6-0,small,"Het seizoen 2017-2018 is nog niet eens afgelopen, maar de voetbalwereld kijkt al volop naar het nieuwe seizoen. In onze TransferTalk houden we komende zomer alle geruchten en voltooide transfers bij.","Het seizoen 2017-2018 is nog niet eens afgelopen, maar de voetbalwereld kijkt al volop naar het nieuwe seizoen. <extra_id_0> houden we komende zomer alle geruchten <extra_id_1> bij.","Het seizoen 2017-2018 is nog niet eens afgelopen, maar de voetbalwereld kijkt al volop naar het nieuwe seizoen. Daarmee houden we komende zomer alle geruchten van de nieuwe seizoenen bij.","['In onze TransferTalk', 'en voltooide transfers']","['Daarmee', 'van de nieuwe seizoenen']",6,20.0,13,"[0.9, 0.8260869565217391]",0.86
seq7-0,small,"De beeldredactie ziet dagelijks duizenden nieuwsfotos. In deze rubriek worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te vergroten en er doorheen te bladeren. 1","De beeldredactie ziet dagelijks duizenden <extra_id_0> worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te vergroten en er <extra_id_1> 1","De beeldredactie ziet dagelijks duizenden beelden. Hier worden de opvallendste, mooiste of meest bijzondere fotos geselecteerd. Klik op een van de beelden om deze te vergroten en er te zien. 1","['nieuwsfotos. In deze rubriek', 'doorheen te bladeren.']","['beelden. Hier', 'te zien.']",7,20.0,12,"[0.7857142857142857, 0.7142857142857143]",0.75
seq8-0,small,"Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (77) een eind op weg is, beantwoordt hij uw vragen.",Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (77) een eind op <extra_id_0> uw vragen.,Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (77) een eind op acht stellen uw vragen.,"['weg is', 'beantwoordt hij']",['acht stellen'],4,20.0,12,[0.9166666666666666],0.92
seq9-0,small,"De transfermarkt draait op volle toeren, maar veel clubs hebben al meerdere aanwinsten al binnen. In dit overzicht houden we alle inkomende en uitgaande transfers van de eredivisieclubs van deze zomer bij.","De transfermarkt draait op volle toeren, maar veel clubs hebben al meerdere aanwinsten al <extra_id_0> overzicht <extra_id_1> inkomende en uitgaande transfers van de eredivisieclubs van deze zomer bij.","De transfermarkt draait op volle toeren, maar veel clubs hebben al meerdere aanwinsten al Daar komt een overzicht van de inkomende en uitgaande transfers van de eredivisieclubs van deze zomer bij.","['binnen. In dit', 'houden we alle']","['Daar komt een', 'van de']",6,20.0,12,"[0.9285714285714286, 0.7857142857142857]",0.86
