Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,base,dagen zijn de gemeenteraadsverkiezingen. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,dagen zijn <extra_id_0> je in om deze politieke nieuwsbrief per mail te ontvangen.,dagen zijn Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,['de gemeenteraadsverkiezingen. Schrijf'],['Schrijf'],3,20.0,23,[0.8108108108108109],0.81
seq1-0,base,Problemen met bedrijven en overheidsdiensten? Help@NRC gaat elke woensdag op zoek naar antwoorden. Vandaag:,Problemen met bedrijven en overheidsdiensten? Help@NRC gaat <extra_id_0> zoek naar antwoorden. Vandaag:,Problemen met bedrijven en overheidsdiensten? Help@NRC gaat op zoek naar antwoorden. Vandaag:,['elke woensdag op'],['op'],3,20.0,22,[0.875],0.88
seq2-0,base,van de formatie. Schrijf je in voor De Haagse Stemming om deze (di-do-za) als nieuwsbrief te ontvangen.,van de formatie. Schrijf je in voor De Haagse Stemming <extra_id_0> als nieuwsbrief te ontvangen.,van de formatie. Schrijf je in voor De Haagse Stemming om berichten als nieuwsbrief te ontvangen.,['om deze (di-do-za)'],['om berichten'],3,20.0,20,[0.7222222222222222],0.72
seq3-0,base,<BR> Land: Thailand<BR> Opgeist door: Niet opgeist<BR> Aantal doden: 1<BR> Aantal gewonden: 0<BR> Methode: moordaanslag<BR> Plaats:,<BR> <extra_id_0> door: Niet opgeist<BR> Aantal doden: 1<BR> Aantal gewonden: 0<BR> Methode: moordaanslag<BR> Plaats:,<BR> Gepleegd door: Niet opgeist<BR> Aantal doden: 1<BR> Aantal gewonden: 0<BR> Methode: moordaanslag<BR> Plaats:,['Land: Thailand<BR> Opgeist'],['Gepleegd'],3,20.0,20,[0.9230769230769231],0.92
seq4-0,base,Pieter Steinz heeft de spierziekte ALS en verbindt het verloop van zijn ziekte met de boeken die hij (her)leest. Deze week:,Pieter Steinz heeft de spierziekte ALS en verbindt het verloop van <extra_id_0> boeken die hij (her)leest. Deze week:,Pieter Steinz heeft de spierziekte ALS en verbindt het verloop van zijn leven met boeken die hij (her)leest. Deze week:,['zijn ziekte met de'],['zijn leven met'],4,20.0,18,[0.4444444444444444],0.44
seq5-0,base,"/ The Kobal Collection ] Editorial use only related to cinema, television and personalities. Not for cover use, advertising or fictional works without specific prior agreement The Picture Desk","/ The Kobal Collection ] Editorial use <extra_id_0> cinema, television and personalities. <extra_id_1> use, advertising or fictional works without specific prior agreement The Picture Desk","/ The Kobal Collection ] Editorial use of cinema, television and personalities. No use, advertising or fictional works without specific prior agreement The Picture Desk","['only related to', 'Not for cover']","['of', 'No']",6,20.0,17,"[0.9333333333333333, 0.8461538461538461]",0.89
seq6-0,base,Deze rubriek belicht elke dinsdag kwesties uit het bedrijfsleven waarover de rechter zich onlangs uitsprak. Vandaag:,Deze rubriek belicht elke dinsdag kwesties uit het bedrijfsleven <extra_id_0> zich onlangs uitsprak. Vandaag:,Deze rubriek belicht elke dinsdag kwesties uit het bedrijfsleven dat zich onlangs uitsprak. Vandaag:,['waarover de rechter'],['dat'],3,20.0,16,[0.8947368421052632],0.89
seq7-0,base,? Onderaan dit artikel kunnen abonnees op die vraag reageren. Hier vind je meer over reageren op NRC.nl.,<extra_id_0> kunnen abonnees op die vraag reageren. Hier vind je meer over reageren op NRC.nl.,Hier kunnen abonnees op die vraag reageren. Hier vind je meer over reageren op NRC.nl.,['? Onderaan dit artikel'],['Hier'],4,20.0,15,[0.9090909090909091],0.91
seq8-0,base,dagen op het integriteitsonderzoek naar Wybren van Haga. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,<extra_id_0> naar Wybren van Haga. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,sturen naar Wybren van Haga. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,['dagen op het integriteitsonderzoek'],['sturen'],4,20.0,14,[0.8823529411764706],0.88
seq9-0,base,Wat zijn de kleine verhalen waar de moderne mens in gelooft? Wekelijks vertelt Arjen van Veelen zon moderne mythe. Vandaag:,Wat zijn de kleine verhalen waar de moderne mens <extra_id_0> Arjen van Veelen zon moderne mythe. Vandaag:,Wat zijn de kleine verhalen waar de moderne mens zich in plaatst? Arjen van Veelen zon moderne mythe. Vandaag:,['in gelooft? Wekelijks vertelt'],['zich in plaatst?'],4,20.0,13,[0.8620689655172413],0.86
