Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,xl,dagen zijn de gemeenteraadsverkiezingen. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,dagen zijn <extra_id_0> je in om deze politieke nieuwsbrief per mail te ontvangen.,dagen zijn nog geen dagen. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,['de gemeenteraadsverkiezingen. Schrijf'],['nog geen dagen. Schrijf'],3,20,23,[0.5405405405405406],0.54
seq1-0,xl,Problemen met bedrijven en overheidsdiensten? Help@NRC gaat elke woensdag op zoek naar antwoorden. Vandaag:,Problemen met bedrijven en overheidsdiensten? Help@NRC gaat <extra_id_0> zoek naar antwoorden. Vandaag:,Problemen met bedrijven en overheidsdiensten? Help@NRC gaat op zoek naar antwoorden. Vandaag:,['elke woensdag op'],['op'],3,20,22,[0.875],0.88
seq2-0,xl,van de formatie. Schrijf je in voor De Haagse Stemming om deze (di-do-za) als nieuwsbrief te ontvangen.,van de formatie. Schrijf je in voor De Haagse Stemming <extra_id_0> als nieuwsbrief te ontvangen.,van de formatie. Schrijf je in voor De Haagse Stemming om deze inhoud als nieuwsbrief te ontvangen.,['om deze (di-do-za)'],['om deze inhoud'],3,20,20,[0.4444444444444444],0.44
seq3-0,xl,<BR> Land: Thailand<BR> Opgeist door: Niet opgeist<BR> Aantal doden: 1<BR> Aantal gewonden: 0<BR> Methode: moordaanslag<BR> Plaats:,<BR> <extra_id_0> door: Niet opgeist<BR> Aantal doden: 1<BR> Aantal gewonden: 0<BR> Methode: moordaanslag<BR> Plaats:,<BR> Opgeisst door: Niet opgeist<BR> Aantal doden: 1<BR> Aantal gewonden: 0<BR> Methode: moordaanslag<BR> Plaats:,['Land: Thailand<BR> Opgeist'],['Opgeisst'],3,20,20,[0.7692307692307693],0.77
seq4-0,xl,Pieter Steinz heeft de spierziekte ALS en verbindt het verloop van zijn ziekte met de boeken die hij (her)leest. Deze week:,Pieter Steinz heeft de spierziekte ALS en verbindt het verloop van <extra_id_0> boeken die hij (her)leest. Deze week:,Pieter Steinz heeft de spierziekte ALS en verbindt het verloop van zijn ziekte met de boeken die hij (her)leest. Deze week:,['zijn ziekte met de'],['zijn ziekte met de'],4,20,18,[0.0],0.0
seq5-0,xl,"/ The Kobal Collection ] Editorial use only related to cinema, television and personalities. Not for cover use, advertising or fictional works without specific prior agreement The Picture Desk","/ The Kobal Collection ] Editorial use <extra_id_0> cinema, television and personalities. <extra_id_1> use, advertising or fictional works without specific prior agreement The Picture Desk","/ The Kobal Collection ] Editorial use only. Except for cinema, television and personalities. No commercial use, advertising or fictional works without specific prior agreement The Picture Desk","['only related to', 'Not for cover']","['only. Except for', 'No commercial']",6,20,17,"[0.625, 0.7692307692307693]",0.7
seq6-0,xl,Deze rubriek belicht elke dinsdag kwesties uit het bedrijfsleven waarover de rechter zich onlangs uitsprak. Vandaag:,Deze rubriek belicht elke dinsdag kwesties uit het bedrijfsleven <extra_id_0> zich onlangs uitsprak. Vandaag:,Deze rubriek belicht elke dinsdag kwesties uit het bedrijfsleven waarover de voorzitter zich onlangs uitsprak. Vandaag:,['waarover de rechter'],['waarover de voorzitter'],3,20,16,[0.2727272727272727],0.27
seq7-0,xl,? Onderaan dit artikel kunnen abonnees op die vraag reageren. Hier vind je meer over reageren op NRC.nl.,<extra_id_0> kunnen abonnees op die vraag reageren. Hier vind je meer over reageren op NRC.nl.,vraag. Dan kunnen abonnees op die vraag reageren. Hier vind je meer over reageren op NRC.nl.,['? Onderaan dit artikel'],['vraag. Dan'],4,20,15,[0.8181818181818182],0.82
seq8-0,xl,dagen op het integriteitsonderzoek naar Wybren van Haga. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,<extra_id_0> naar Wybren van Haga. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,e-mail naar Wybren van Haga. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,['dagen op het integriteitsonderzoek'],['e-mail'],4,20,14,[0.9411764705882353],0.94
seq9-0,xl,Wat zijn de kleine verhalen waar de moderne mens in gelooft? Wekelijks vertelt Arjen van Veelen zon moderne mythe. Vandaag:,Wat zijn de kleine verhalen waar de moderne mens <extra_id_0> Arjen van Veelen zon moderne mythe. Vandaag:,Wat zijn de kleine verhalen waar de moderne mens zo naar verlangt. Arjen van Veelen zon moderne mythe. Vandaag:,['in gelooft? Wekelijks vertelt'],['zo naar verlangt.'],4,20,13,[0.8275862068965517],0.83
