Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,large,dagen zijn de gemeenteraadsverkiezingen. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,dagen zijn <extra_id_0> je in om deze politieke nieuwsbrief per mail te ontvangen.,dagen zijn Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,['de gemeenteraadsverkiezingen. Schrijf'],['Schrijf'],3,20.0,23,[0.8108108108108109],0.81
seq1-0,large,Problemen met bedrijven en overheidsdiensten? Help@NRC gaat elke woensdag op zoek naar antwoorden. Vandaag:,Problemen met bedrijven en overheidsdiensten? Help@NRC gaat <extra_id_0> zoek naar antwoorden. Vandaag:,Problemen met bedrijven en overheidsdiensten? Help@NRC gaat op zoek naar antwoorden. Vandaag:,['elke woensdag op'],['op'],3,20.0,22,[0.875],0.88
seq2-0,large,van de formatie. Schrijf je in voor De Haagse Stemming om deze (di-do-za) als nieuwsbrief te ontvangen.,van de formatie. Schrijf je in voor De Haagse Stemming <extra_id_0> als nieuwsbrief te ontvangen.,van de formatie. Schrijf je in voor De Haagse Stemming om als nieuwsbrief te ontvangen.,['om deze (di-do-za)'],['om'],3,20.0,20,[0.8888888888888888],0.89
seq3-0,large,<BR> Land: Thailand<BR> Opgeist door: Niet opgeist<BR> Aantal doden: 1<BR> Aantal gewonden: 0<BR> Methode: moordaanslag<BR> Plaats:,<BR> <extra_id_0> door: Niet opgeist<BR> Aantal doden: 1<BR> Aantal gewonden: 0<BR> Methode: moordaanslag<BR> Plaats:,<BR> Opgepast door: Niet opgeist<BR> Aantal doden: 1<BR> Aantal gewonden: 0<BR> Methode: moordaanslag<BR> Plaats:,['Land: Thailand<BR> Opgeist'],['Opgepast'],3,20.0,20,[0.8076923076923077],0.81
seq4-0,large,Pieter Steinz heeft de spierziekte ALS en verbindt het verloop van zijn ziekte met de boeken die hij (her)leest. Deze week:,Pieter Steinz heeft de spierziekte ALS en verbindt het verloop van <extra_id_0> boeken die hij (her)leest. Deze week:,Pieter Steinz heeft de spierziekte ALS en verbindt het verloop van de ziekte met de boeken die hij (her)leest. Deze week:,['zijn ziekte met de'],['de ziekte met de'],4,20.0,18,[0.2222222222222222],0.22
seq5-0,large,"/ The Kobal Collection ] Editorial use only related to cinema, television and personalities. Not for cover use, advertising or fictional works without specific prior agreement The Picture Desk","/ The Kobal Collection ] Editorial use <extra_id_0> cinema, television and personalities. <extra_id_1> use, advertising or fictional works without specific prior agreement The Picture Desk","/ The Kobal Collection ] Editorial use of cinema, television and personalities. No commercial use, advertising or fictional works without specific prior agreement The Picture Desk","['only related to', 'Not for cover']","['of', 'No commercial']",6,20.0,17,"[0.9333333333333333, 0.7692307692307693]",0.85
seq6-0,large,Deze rubriek belicht elke dinsdag kwesties uit het bedrijfsleven waarover de rechter zich onlangs uitsprak. Vandaag:,Deze rubriek belicht elke dinsdag kwesties uit het bedrijfsleven <extra_id_0> zich onlangs uitsprak. Vandaag:,Deze rubriek belicht elke dinsdag kwesties uit het bedrijfsleven waarover de politiek zich onlangs uitsprak. Vandaag:,['waarover de rechter'],['waarover de politiek'],3,20.0,16,[0.3],0.3
seq7-0,large,? Onderaan dit artikel kunnen abonnees op die vraag reageren. Hier vind je meer over reageren op NRC.nl.,<extra_id_0> kunnen abonnees op die vraag reageren. Hier vind je meer over reageren op NRC.nl.,Ook kunnen abonnees op die vraag reageren. Hier vind je meer over reageren op NRC.nl.,['? Onderaan dit artikel'],['Ook'],4,20.0,15,[0.9090909090909091],0.91
seq8-0,large,dagen op het integriteitsonderzoek naar Wybren van Haga. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,<extra_id_0> naar Wybren van Haga. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,Wybren van Haga. Ga naar Wybren van Haga. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,['dagen op het integriteitsonderzoek'],['Wybren van Haga. Ga'],4,20.0,14,[0.8823529411764706],0.88
seq9-0,large,Wat zijn de kleine verhalen waar de moderne mens in gelooft? Wekelijks vertelt Arjen van Veelen zon moderne mythe. Vandaag:,Wat zijn de kleine verhalen waar de moderne mens <extra_id_0> Arjen van Veelen zon moderne mythe. Vandaag:,Wat zijn de kleine verhalen waar de moderne mens zich gaat verhalen? Arjen van Veelen zon moderne mythe. Vandaag:,['in gelooft? Wekelijks vertelt'],['zich gaat verhalen?'],4,20.0,13,[0.8275862068965517],0.83
seq10-0,large,"dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke ochtend op de hoogte van de campagne. Wie zich inschrijft voor de nieuwsbrief, ontvangt deze nog vroeger.","dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke ochtend op <extra_id_0> de <extra_id_1> inschrijft voor de nieuwsbrief, ontvangt deze nog vroeger.","dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke ochtend op de hoogte van de verkiezingen. Wie zich inschrijft voor de nieuwsbrief, ontvangt deze nog vroeger.","['de hoogte van', 'campagne. Wie zich']","['de hoogte van', 'verkiezingen. Wie zich']",6,20.0,13,"[0.0, 0.45454545454545453]",0.23
seq11-0,large,. Olga Zuiderhoek en Peter Faber spelen spelletjes in een geraffineerde dialoog van Paul Haenen vol cabaret-effecten en moderne relatiepraat.,. Olga <extra_id_0> spelen spelletjes in een geraffineerde dialoog van Paul Haenen vol cabaret-effecten en moderne relatiepraat.,. Olga en Willem spelen spelletjes in een geraffineerde dialoog van Paul Haenen vol cabaret-effecten en moderne relatiepraat.,['Zuiderhoek en Peter Faber'],['en Willem'],4,20.0,13,[0.84],0.84
seq12-0,large,. Ben jij ook op zoek naar een baan en wil je jezelf graag pitchen? Of heb jij misschien de ideale baan voor,. Ben jij ook op zoek naar een baan en wil je <extra_id_0> Of heb jij misschien <extra_id_1> baan voor,. Ben jij ook op zoek naar een baan en wil je werken? Of heb jij misschien al een baan voor,"['jezelf graag pitchen?', 'de ideale']","['werken?', 'al een']",5,20.0,12,"[0.7619047619047619, 0.7777777777777778]",0.77
seq13-0,large,. Vrolijke revue met de grootste hits van Irving Berlin in een lichtvoetig biografisch kader en Jon van Eerd als bezienswaardig middelpunt.,. Vrolijke revue met de grootste hits van Irving Berlin in een lichtvoetig biografisch kader en Jon van <extra_id_0>,. Vrolijke revue met de grootste hits van Irving Berlin in een lichtvoetig biografisch kader en Jon van den Brink.,['Eerd als bezienswaardig middelpunt.'],['Brink.'],4,20.0,11,[0.8857142857142857],0.89
seq14-0,large,dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke dag op de hoogte van de campagne. Inschrijven voor de nieuwsbrief kan ook.,dagen zijn er <extra_id_0> De Haagse Stemming houdt je elke dag op de <extra_id_1> campagne. Inschrijven voor de nieuwsbrief kan ook.,dagen zijn er nog niet. De Haagse Stemming houdt je elke dag op de hoogte van de campagne. Inschrijven voor de nieuwsbrief kan ook.,"['Tweede Kamerverkiezingen.', 'hoogte van de']","['nog niet.', 'hoogte van de']",5,20.0,11,"[0.84, 0.0]",0.42
seq15-0,large,". Pijnlijke grappen in het rookkamertje van een ziekenhuis, door Rik Hoogendoorn en Bruun Kuijt (Echte Mannen).",". Pijnlijke grappen in het rookkamertje van een ziekenhuis, door Rik Hoogendoorn en <extra_id_0> Mannen).",". Pijnlijke grappen in het rookkamertje van een ziekenhuis, door Rik Hoogendoorn en Willem van der Meer (De Mannen).",['Bruun Kuijt (Echte'],['Willem van der Meer (De'],3,20.0,11,[0.8695652173913043],0.87
seq16-0,large,". Vera Mann schittert in een eenpersoonsmusical over de verongelukte prinses, al hadden de liedjes puntiger gekund.",". Vera Mann schittert in <extra_id_0> de verongelukte prinses, al hadden de liedjes puntiger gekund.",". Vera Mann schittert in de rol van de verongelukte prinses, al hadden de liedjes puntiger gekund.",['een eenpersoonsmusical over'],['de rol van'],3,20.0,11,[0.7407407407407407],0.74
seq17-0,large,"van de Olympische Spelen, net als op alle andere wedstrijddagen, een live fotoblog bij waarin we de mooiste foto's uit Londen selecteren.","van de Olympische Spelen, net als op alle andere wedstrijddagen, een live fotoblog bij waarin <extra_id_0> uit Londen selecteren.","van de Olympische Spelen, net als op alle andere wedstrijddagen, een live fotoblog bij waarin we de beste momenten uit Londen selecteren.","['""we de mooiste foto\'s""']",['we de beste momenten'],4,20.0,11,[0.5454545454545454],0.55
seq18-0,large,- NRC Kunst op reis Waar leefden kunstenaars? Op reis naar de plekken waar zij hun stempel drukten. Deze week,- NRC Kunst op reis Waar leefden kunstenaars? Op reis naar de plekken waar zij hun <extra_id_0>,- NRC Kunst op reis Waar leefden kunstenaars? Op reis naar de plekken waar zij hun werk maakten.,['stempel drukten. Deze week'],['maakten.'],4,20.0,11,[0.7692307692307693],0.77
seq19-0,large,Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover de rechter zich onlangs uitsprak. Deze week:,Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover de <extra_id_0> uitsprak. Deze week:,Deze rubriek belicht elke woensdag kwesties uit het bedrijfsleven waarover de politiek zich uitsprak. Deze week:,['rechter zich onlangs'],['politiek zich'],3,20.0,11,[0.7],0.7
seq20-0,large,. Dat blijkt uit cijfers die het Centraal Bureau voor de Statistiek (CBS) vandaag heeft gepubliceerd.,. Dat blijkt uit cijfers die <extra_id_0> voor de Statistiek (CBS) vandaag heeft gepubliceerd.,. Dat blijkt uit cijfers die het Centraal Bureau voor de Statistiek (CBS) vandaag heeft gepubliceerd.,['het Centraal Bureau'],['het Centraal Bureau'],3,20.0,10,[0.0],0.0
seq21-0,large,"De hele maand mei woont en werkt Arnon Grunberg in het Stedelijk Museum Amsterdam, met een groep kunstenaars. Hij schrijft daar dagelijks over.",De hele maand mei woont en werkt Arnon Grunberg in het Stedelijk Museum <extra_id_0> een groep kunstenaars. <extra_id_1> dagelijks over.,De hele maand mei woont en werkt Arnon Grunberg in het Stedelijk Museum met een groep kunstenaars. De tentoonstelling gaat dagelijks over.,"['Amsterdam', 'met', 'Hij schrijft daar']","['met', 'De tentoonstelling gaat']",5,20.0,10,"[0.7777777777777778, 0.9130434782608695]",0.85
