Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
"Kunst & Cultuur Arrival Praten in cirkels Vormgeving is vanaf de eerste scne de drager van betekenis in Arrival, Denis Villeneuves nieuwe film over het eerste contact tussen mensen en buitenaardse wezens.  Met trage camerabewegingen en vervreemdende geluiddesigns creert de Canadese filmmaker een wereld die we nt niet kennen",Kunst & Cultuur Arrival Praten in cirkels Vormgeving is vanaf de eerste scne de drager van betekenis in <extra_id_0> nieuwe film over het <extra_id_1> mensen en buitenaardse wezens. <extra_id_2> en <extra_id_3> de Canadese filmmaker <extra_id_4> we nt niet kennen,"['Arrival, Denis Villeneuves', 'eerste contact tussen', 'Met trage camerabewegingen', 'vervreemdende geluiddesigns creert', 'een wereld die']",15,30.0,1
"18 november 2009 Jaargang 133, Nr.  47 Aart Brouwer, 18 november 2009 Baas in Brussel Margreet Fogteloo, 18 november 2009 Voertuig-verliesuren Bij zijn ideen voor filebestrijding gaat minister Eurlings uit van de impliciete vooronderstelling dat de automobilist gevoelig is voor de kilometerprijzen","18 november 2009 Jaargang <extra_id_0> Aart Brouwer, 18 november 2009 Baas in Brussel Margreet Fogteloo, 18 november 2009 Voertuig-verliesuren Bij <extra_id_1> filebestrijding gaat minister <extra_id_2> de impliciete vooronderstelling dat <extra_id_3> voor de kilometerprijzen","['133, Nr. 47', 'zijn ideen voor', 'Eurlings uit van', 'de automobilist gevoelig is']",13,30.0,1
"Kunst & Cultuur Televisie: Vrouw op Mars Meisjes van de sigarenfabriek Fidan Ekiz presenteert Vrouw op Mars  BNNVARA Fidan Ekiz heeft haar familie- en migratiegeschiedenis behandeld in Veerboot naar Holland.  In De pen & Het zwaard was ze al tout court televisiejournalist, persvrijheid in zes landen onderzoekend (waaronder uiteraard Turkije)","Kunst & Cultuur Televisie: Vrouw op Mars Meisjes van <extra_id_0> Ekiz presenteert <extra_id_1> BNNVARA Fidan Ekiz heeft haar familie- en migratiegeschiedenis behandeld in Veerboot naar Holland. In De pen & <extra_id_2> ze <extra_id_3> televisiejournalist, persvrijheid in zes <extra_id_4> uiteraard Turkije)","['de sigarenfabriek Fidan', 'Vrouw op Mars', 'Het zwaard was', 'al tout court', 'landen onderzoekend (waaronder']",15,30.0,1
"Braziliaanse klassenstrijd om de fiets So Paulo  Wie fietst, die deugt niet.  Met die woorden becommentarieerde Francisco da Costa Porto (74) de geplande aanleg van een fietspad door zijn straat Honduras, in de chique Jardins (tuinwijk) van So Paulo, in de Braziliaanse pers: Dat weten we vandaag de dag toch","Braziliaanse klassenstrijd om de fiets So Paulo Wie fietst, die deugt niet. Met die woorden becommentarieerde <extra_id_0> Porto (74) de geplande aanleg van een fietspad door <extra_id_1> in de chique Jardins (tuinwijk) van <extra_id_2> de Braziliaanse <extra_id_3> we vandaag <extra_id_4>","['Francisco da Costa', 'zijn straat Honduras,', 'So Paulo, in', 'pers: Dat weten', 'de dag toch']",15,30.0,1
"Door regelmatig mee te doen aan de jaarlijkse volksafspraak op 4 mei om 20. 00 uur op de Dam in Amsterdam ontdekte ik dat verschillende mensen, generaties en nationaliteiten hun eigen volk en eigen doden herdenken","Door regelmatig mee te doen aan de jaarlijkse volksafspraak <extra_id_0> om 20. 00 uur op de Dam <extra_id_1> ontdekte ik dat verschillende mensen, generaties en <extra_id_2> volk <extra_id_3> herdenken","['op 4 mei', 'in Amsterdam', 'nationaliteiten hun eigen', 'en eigen doden']",11,30.0,1
Duitserworst en andere verhalen Laatst was ik even in Frankrijk in het dorpje waar ik altijd met mijn ouders op vakantie was.  Na veertig jaar terug,Duitserworst <extra_id_0> Laatst was ik even in Frankrijk in het dorpje waar ik altijd met mijn <extra_id_1> vakantie <extra_id_2> jaar terug,"['en andere verhalen', 'ouders op', 'was. Na veertig']",8,30.0,1
"De doodsangst van Bill Gates Dat gaat me toch een revolutie worden, die digitale snelweg.  De rijkste man ter wereld schreef er een boek over",De doodsangst van Bill Gates Dat gaat me toch een <extra_id_0> die <extra_id_1> rijkste man ter <extra_id_2> een boek over,"['revolutie worden,', 'digitale snelweg. De', 'wereld schreef er']",8,30.0,1
"Serene onrust Serenity & Anxiety.  Onder dat alomvattende motto bracht het Holland Festival in 2009 veel goede voorstellingen uit Japan, India, Vietnam, Amerika, Zuid-Afrika, Frankrijk, Duitsland en uit Nederland","Serene onrust Serenity & Anxiety. Onder dat alomvattende motto bracht het Holland <extra_id_0> veel goede voorstellingen uit Japan, <extra_id_1> Zuid-Afrika, Frankrijk, Duitsland <extra_id_2>","['Festival in 2009', 'India, Vietnam, Amerika,', 'en uit Nederland']",9,30.0,1
"Kunst & Cultuur Toneel - Kings of War Bevroren kroon Ivo van Hoves bewerking van vijf histories van Shakespeare, Hendrik V, drie delen van Hendrik VI en Richard III, keert een half jaar na de premire terug in Amsterdam.  De marathon (vier uur) gaat over de schijngestalten van leiderschap","Kunst & Cultuur Toneel - Kings of War Bevroren kroon Ivo van <extra_id_0> vijf histories van Shakespeare, Hendrik <extra_id_1> van Hendrik VI en Richard III, keert een half jaar na de premire <extra_id_2> De marathon (vier <extra_id_3> de <extra_id_4>","['Hoves bewerking van', 'V, drie delen', 'terug in Amsterdam.', 'uur) gaat over', 'schijngestalten van leiderschap']",15,30.0,1
"Een beproeving noemt ze het islamitische terrorisme dat op 19 december nu ook Berlijn heeft getroffen.  Merkel richt met deze benaming duidelijk geen oorlogsverklaring aan IS, zoals Franois Hollande dat deed na de aanslagen in Parijs",Een beproeving noemt ze het islamitische terrorisme dat op 19 december nu ook Berlijn heeft getroffen. Merkel <extra_id_0> deze benaming duidelijk geen oorlogsverklaring <extra_id_1> Franois Hollande <extra_id_2> de <extra_id_3>,"['richt met', 'aan IS, zoals', 'dat deed na', 'aanslagen in Parijs']",11,30.0,1
Juist of niet juist Waarom moet je alles in de politiek kunnen uitleggen.  Als interviewer spreek ik met enige regelmaat politici,Juist of niet juist <extra_id_0> alles in <extra_id_1> uitleggen. Als interviewer spreek ik met enige regelmaat politici,"['Waarom moet je', 'de politiek kunnen']",6,30.0,1
"Indonesische kinderen mogen niet buiten fietsen Jakarta - De cartoonheld op Abangs mosterdgele shirt staat strak gespannen om zijn buik en wanneer hij lacht, ontbloot hij zijn zwarte tandjes.  Hij is al vier, maar krijgt nog iedere nacht twee keer een fles poedermelk, lacht zijn moeder","Indonesische kinderen mogen niet buiten fietsen Jakarta - De cartoonheld <extra_id_0> shirt staat strak gespannen om zijn buik en wanneer hij <extra_id_1> hij <extra_id_2> Hij is al vier, maar <extra_id_3> nacht twee <extra_id_4> poedermelk, lacht zijn moeder","['op Abangs mosterdgele', 'lacht, ontbloot', 'zijn zwarte tandjes.', 'krijgt nog iedere', 'keer een fles']",14,30.0,1
Waarom ik gedaan heb wat ik heb gedaan is een zaak die niemand aangaat.  Het is mijn strikt persoonlijke verhaal,Waarom ik gedaan heb wat ik heb gedaan is <extra_id_0> niemand aangaat. Het <extra_id_1> persoonlijke verhaal,"['een zaak die', 'is mijn strikt']",6,30.0,1
"mijn hart en mijn maag zitten in afrika, mijn verstand hier in nederland DE EERSTE JAREN in Nederland zat ik nog met veel bitterheid en woede en behoefte aan wraak.  Het ironische is dat toen ik erover begon te schrijven de behoefte aan wraak verviel","mijn hart en mijn maag zitten in afrika, mijn verstand hier in nederland <extra_id_0> in Nederland zat ik nog met veel bitterheid en woede en <extra_id_1> Het <extra_id_2> dat toen <extra_id_3> te schrijven de <extra_id_4> verviel","['DE EERSTE JAREN', 'behoefte aan wraak.', 'ironische is', 'ik erover begon', 'behoefte aan wraak']",14,30.0,1
"Een vierkant is een vierkant Geen schilderszwier, geen artistiek evenwicht.  Sol LeWitt toont dat ondoorgrondelijk abstract ook kan ontroeren","Een vierkant is een vierkant Geen schilderszwier, <extra_id_0> Sol <extra_id_1> ondoorgrondelijk abstract ook kan ontroeren","['geen artistiek evenwicht.', 'LeWitt toont dat']",6,30.0,1
"Essay - Hoe de nieuwe media de waarheid ontwrichten door Katharine Viner door Ewald Engelen De consensus onder zelfbenoemde kwaliteitsmedia is dat de uitdagers van de status-quo met hun leugens, hun minachting voor feiten, hun groffe politieke stijl en hun smakeloze retoriek hebben gebroken met de waarden van de Verlichting die het verschil tussen beschaafd en onbeschaafd, geschoold en ongeschoold, volwassen en pueriel, serieus en kolderiek, rationeel en emotioneel markeren.  En dus niet serieus hoeven te worden genomen","Essay - Hoe de nieuwe media de waarheid ontwrichten door Katharine Viner door Ewald <extra_id_0> onder zelfbenoemde kwaliteitsmedia is dat de uitdagers van de status-quo met hun leugens, hun minachting voor feiten, hun <extra_id_1> en hun smakeloze retoriek hebben gebroken met de waarden van de <extra_id_2> verschil tussen beschaafd <extra_id_3> en ongeschoold, volwassen en <extra_id_4> kolderiek, rationeel <extra_id_5> En dus <extra_id_6> hoeven <extra_id_7>","['Engelen De consensus', 'groffe politieke stijl', 'Verlichting die het', 'en onbeschaafd, geschoold', 'pueriel, serieus en', 'en emotioneel markeren.', 'niet serieus', 'te worden genomen']",23,30.0,1
De stand van zaken vlak voor het Eerste-Kamerdebat over de nieuwe zorgwet Hoogervorst toont zich arrogant Het conflict tussen de huisartsen en minis ter Hoogervorst van Volksgezondheid gaat k over het afgeven van privacy gegevens aan verzekeraars.  Een week voor het debat in de Eerste Kamer over de nieuwe Zorg verzekeringswet is het wantrouwen in de minister groter dan ooit,De stand van zaken vlak voor het <extra_id_0> nieuwe zorgwet Hoogervorst toont zich arrogant Het <extra_id_1> huisartsen en minis ter Hoogervorst van Volksgezondheid gaat k over het afgeven van privacy gegevens aan verzekeraars. Een week <extra_id_2> in de Eerste Kamer <extra_id_3> Zorg verzekeringswet is <extra_id_4> de minister <extra_id_5>,"['Eerste-Kamerdebat over de', 'conflict tussen de', 'voor het debat', 'over de nieuwe', 'het wantrouwen in', 'groter dan ooit']",18,30.0,1
Rubriek TELEVISIE China Opvallend in de golf China-documentaires is dat vaker dan je zou denken mensen op straat voor de camera kritische geluiden laten horen; waar anderen boos over worden die dan een eind aan de opnamen proberen te maken.  Elke cameraploeg lijkt gevolgd met en door argusogen van de staat,Rubriek TELEVISIE China <extra_id_0> golf <extra_id_1> vaker dan je zou denken mensen op straat voor de camera kritische geluiden laten horen; waar anderen <extra_id_2> die dan een eind aan de opnamen proberen <extra_id_3> cameraploeg lijkt gevolgd met en door argusogen <extra_id_4>,"['Opvallend in de', 'China-documentaires is dat', 'boos over worden', 'te maken. Elke', 'van de staat']",15,30.0,1
Dichters & Denkers Marianne Vogel: Baard boven baard Heren en damesromans Docente Neerlandistiek Marianne Vogel betreurt in haar proefschrift de ongelijkwaardigheid van vrouwen en mannen in de Nederlandse literatuur.  Een stap verder op weg naar extreme politieke correctheid,Dichters & Denkers Marianne Vogel: <extra_id_0> Heren <extra_id_1> Neerlandistiek Marianne Vogel betreurt in haar proefschrift de ongelijkwaardigheid van vrouwen <extra_id_2> in de Nederlandse literatuur. <extra_id_3> op weg naar extreme politieke correctheid,"['Baard boven baard', 'en damesromans Docente', 'en mannen', 'Een stap verder']",11,30.0,1
