Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,base,"In de rubriek Aan de grens bericht De Groene over de laatste cijfers en ontwikkelingen op het gebied van vluchtelingen, migranten en grensbeleid. Deze week:","In de rubriek Aan de grens bericht De Groene over de laatste <extra_id_0> ontwikkelingen op het gebied van vluchtelingen, migranten <extra_id_1> week:","In de rubriek Aan de grens bericht De Groene over de laatste trends en ontwikkelingen op het gebied van vluchtelingen, migranten en geweld. Deze week:","['cijfers en', 'en grensbeleid. Deze']","['trends en', 'en geweld. Deze']",5,20.0,24,"[0.6, 0.3]",0.45
seq1-0,base,In zijn Kleine encyclopedie schetst Herman Vuijsje nieuwe inzichten over Nederland aan de hand van neologismen. Deze week:,In zijn Kleine encyclopedie schetst Herman Vuijsje nieuwe inzichten over Nederland aan de hand <extra_id_0>,In zijn Kleine encyclopedie schetst Herman Vuijsje nieuwe inzichten over Nederland aan de hand van de geschiedenis.,['van neologismen. Deze week:'],['geschiedenis.'],4,20.0,17,[0.8518518518518519],0.85
seq2-0,base, altijd meer dan ze kan of wil bespreken. Hier doet ze verslag van haar bevindingen en overwegingen bij de boeken die ze leest. Deze week:,altijd meer dan ze kan of wil bespreken. Hier <extra_id_0> verslag van <extra_id_1> overwegingen bij de boeken die ze leest. Deze week:,altijd meer dan ze kan of wil bespreken. Hier doet ze verslag van haar overwegingen bij de boeken die ze leest. Deze week:,"['doet ze', 'haar bevindingen en']","['doet ze', 'haar']",5,20.0,14,"[0.0, 0.7894736842105263]",0.39
seq3-0,base,"De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke opwinding wist te zorgen, was Frits Bolkestein. Of het nu een tv-optreden bij de VPRO was of een toespraak op een theaterfestival, de VVD-leider stond steeds weer in het nieuws. Met hem opent De Groene daarom het nieuwe politieke jaar.","De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke opwinding wist te zorgen, was Frits Bolkestein. Of het nu <extra_id_0> de VPRO was of een <extra_id_1> theaterfestival, de VVD-leider stond steeds weer in <extra_id_2> hem opent De Groene <extra_id_3> politieke jaar.","De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke opwinding wist te zorgen, was Frits Bolkestein. Of het nu een politieke campagne voor de VPRO was of een politiek theaterfestival, de VVD-leider stond steeds weer in de politiek. Met hem opent De Groene Hart het politieke jaar.","['een tv-optreden bij', 'toespraak op een', 'het nieuws. Met', 'daarom het nieuwe']","['een politieke campagne voor', 'politiek', 'de politiek. Met', 'Hart het']",12,20.0,12,"[0.7037037037037037, 0.875, 0.5625, 0.6470588235294118]",0.7
seq4-0,base,Groene-redacteur Casper Thomas schrijft vanuit Washington over het Amerika van Donald Trump. In aflevering,Groene-redacteur Casper Thomas schrijft vanuit Washington over het Amerika van Donald <extra_id_0>,Groene-redacteur Casper Thomas schrijft vanuit Washington over het Amerika van Donald Trump.,['Trump. In aflevering'],['Trump.'],3,20.0,11,[0.7],0.7
seq5-0,base,De vaste kunstcritici van De Groene Amsterdammer selecteerden de meest in het oog springende cultuur van het nieuwe kunstseizoen. Tip,De vaste kunstcritici van De Groene Amsterdammer selecteerden <extra_id_0> oog springende cultuur van het nieuwe kunstseizoen. Tip,De vaste kunstcritici van De Groene Amsterdammer selecteerden de in het oog springende cultuur van het nieuwe kunstseizoen. Tip,['de meest in het'],['de in het'],4,20.0,11,[0.4],0.4
seq6-0,base,. Onze podcast is elke vrijdagochtend gratis beschikbaar via groene.nl/podcasts en via de andere bekende podcastkanalen,. Onze podcast is elke <extra_id_0> via groene.nl/podcasts en via de andere bekende podcastkanalen,. Onze podcast is elke dag te luisteren via groene.nl/podcasts en via de andere bekende podcastkanalen,['vrijdagochtend gratis beschikbaar'],['dag te luisteren'],3,20.0,10,[0.7272727272727273],0.73
seq7-0,base,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven in dictatoriaal Roemeni. Hoe hield ze zich staande onder het bewind van Ceauescu? Deel,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven in dictatoriaal <extra_id_0> ze zich staande <extra_id_1> van Ceauescu? Deel,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven in dictatoriaal positie. Waar hield ze zich staande aan van Ceauescu? Deel,"['Roemeni. Hoe hield', 'onder het bewind']","['positie. Waar hield', 'aan']",6,20.0,10,"[0.5263157894736842, 0.9375]",0.73
seq8-0,base,"Frans Verhagen is lid geworden van de PvdA, want op dit moment in de geschiedenis kun je niet meer blijven toekijken. Deze week:","Frans Verhagen is lid geworden van de PvdA, want <extra_id_0> in <extra_id_1> kun je niet meer blijven toekijken. Deze week:","Frans Verhagen is lid geworden van de PvdA, want ook in de politiek kun je niet meer blijven toekijken. Deze week:","['op dit moment', 'de geschiedenis']","['ook', 'de politiek']",5,20.0,9,"[0.8461538461538461, 0.6666666666666666]",0.76
seq9-0,base,De komende weken zal Menno Grootveld stukken selecteren en vertalen van denkers over corona in de internationale pers. In aflevering,De komende weken zal Menno Grootveld stukken selecteren en vertalen van denkers over corona <extra_id_0> In aflevering,De komende weken zal Menno Grootveld stukken selecteren en vertalen van denkers over corona In aflevering,['in de internationale pers.'],[''],4,20.0,9,[1.0],1.0
