Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,small,"In de rubriek Aan de grens bericht De Groene over de laatste cijfers en ontwikkelingen op het gebied van vluchtelingen, migranten en grensbeleid. Deze week:","In de rubriek Aan de grens bericht De Groene over de laatste <extra_id_0> ontwikkelingen op het gebied van vluchtelingen, migranten <extra_id_1> week:","In de rubriek Aan de grens bericht De Groene over de laatste ontwikkelingen en ontwikkelingen op het gebied van vluchtelingen, migranten en migranten. Vorige week:","['cijfers en', 'en grensbeleid. Deze']","['ontwikkelingen en', 'en migranten. Vorige']",5,20.0,24,"[0.7058823529411765, 0.7]",0.7
seq1-0,small,In zijn Kleine encyclopedie schetst Herman Vuijsje nieuwe inzichten over Nederland aan de hand van neologismen. Deze week:,In zijn Kleine encyclopedie schetst Herman Vuijsje nieuwe inzichten over Nederland aan de hand <extra_id_0>,In zijn Kleine encyclopedie schetst Herman Vuijsje nieuwe inzichten over Nederland aan de hand,['van neologismen. Deze week:'],[''],4,20.0,17,[1.0],1.0
seq2-0,small, altijd meer dan ze kan of wil bespreken. Hier doet ze verslag van haar bevindingen en overwegingen bij de boeken die ze leest. Deze week:,altijd meer dan ze kan of wil bespreken. Hier <extra_id_0> verslag van <extra_id_1> overwegingen bij de boeken die ze leest. Deze week:,altijd meer dan ze kan of wil bespreken. Hier is een verslag van de overwegingen bij de boeken die ze leest. Deze week:,"['doet ze', 'haar bevindingen en']","['is een', 'de']",5,20.0,14,"[0.8571428571428571, 0.8947368421052632]",0.88
seq3-0,small,"De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke opwinding wist te zorgen, was Frits Bolkestein. Of het nu een tv-optreden bij de VPRO was of een toespraak op een theaterfestival, de VVD-leider stond steeds weer in het nieuws. Met hem opent De Groene daarom het nieuwe politieke jaar.","De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke opwinding wist te zorgen, was Frits Bolkestein. Of het nu <extra_id_0> de VPRO was of een <extra_id_1> theaterfestival, de VVD-leider stond steeds weer in <extra_id_2> hem opent De Groene <extra_id_3> politieke jaar.","De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke opwinding wist te zorgen, was Frits Bolkestein. Of het nu een verkiezingsprogramma voor de VPRO was of een nieuw theaterfestival, de VVD-leider stond steeds weer in de politieke spotlight. Met hem opent De Groene Agenda het politieke jaar.","['een tv-optreden bij', 'toespraak op een', 'het nieuws. Met', 'daarom het nieuwe']","['een verkiezingsprogramma voor', 'nieuw', 'de politieke spotlight. Met', 'Agenda het']",12,20.0,12,"[0.7586206896551724, 0.9375, 0.6666666666666666, 0.7647058823529411]",0.78
seq4-0,small,Groene-redacteur Casper Thomas schrijft vanuit Washington over het Amerika van Donald Trump. In aflevering,Groene-redacteur Casper Thomas schrijft vanuit Washington over het Amerika van Donald <extra_id_0>,Groene-redacteur Casper Thomas schrijft vanuit Washington over het Amerika van Donald Trump.,['Trump. In aflevering'],['Trump.'],3,20.0,11,[0.7],0.7
seq5-0,small,De vaste kunstcritici van De Groene Amsterdammer selecteerden de meest in het oog springende cultuur van het nieuwe kunstseizoen. Tip,De vaste kunstcritici van De Groene Amsterdammer selecteerden <extra_id_0> oog springende cultuur van het nieuwe kunstseizoen. Tip,De vaste kunstcritici van De Groene Amsterdammer selecteerden de oog springende cultuur van het nieuwe kunstseizoen. Tip,['de meest in het'],['de'],4,20.0,11,[0.8666666666666667],0.87
seq6-0,small,. Onze podcast is elke vrijdagochtend gratis beschikbaar via groene.nl/podcasts en via de andere bekende podcastkanalen,. Onze podcast is elke <extra_id_0> via groene.nl/podcasts en via de andere bekende podcastkanalen,. Onze podcast is elke dag via groene.nl/podcasts en via de andere bekende podcastkanalen,['vrijdagochtend gratis beschikbaar'],['dag'],3,20.0,10,[0.9090909090909091],0.91
seq7-0,small,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven in dictatoriaal Roemeni. Hoe hield ze zich staande onder het bewind van Ceauescu? Deel,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven in dictatoriaal <extra_id_0> ze zich staande <extra_id_1> van Ceauescu? Deel,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven in dictatoriaal gebied. Hoe voelt ze zich staande in de muren van Ceauescu? Deel,"['Roemeni. Hoe hield', 'onder het bewind']","['gebied. Hoe voelt', 'in de muren']",6,20.0,10,"[0.5, 0.6875]",0.59
seq8-0,small,"Frans Verhagen is lid geworden van de PvdA, want op dit moment in de geschiedenis kun je niet meer blijven toekijken. Deze week:","Frans Verhagen is lid geworden van de PvdA, want <extra_id_0> in <extra_id_1> kun je niet meer blijven toekijken. Deze week:","Frans Verhagen is lid geworden van de PvdA, want de in kun je niet meer blijven toekijken. Deze week:","['op dit moment', 'de geschiedenis']","['de', '']",5,20.0,9,"[0.8461538461538461, 1.0]",0.92
seq9-0,small,De komende weken zal Menno Grootveld stukken selecteren en vertalen van denkers over corona in de internationale pers. In aflevering,De komende weken zal Menno Grootveld stukken selecteren en vertalen van denkers over corona <extra_id_0> In aflevering,De komende weken zal Menno Grootveld stukken selecteren en vertalen van denkers over corona In aflevering,['in de internationale pers.'],[''],4,20.0,9,[1.0],1.0
