Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,large,"In de rubriek Aan de grens bericht De Groene over de laatste cijfers en ontwikkelingen op het gebied van vluchtelingen, migranten en grensbeleid. Deze week:","In de rubriek Aan de grens bericht De Groene over de laatste <extra_id_0> ontwikkelingen op het gebied van vluchtelingen, migranten <extra_id_1> week:","In de rubriek Aan de grens bericht De Groene over de laatste politieke ontwikkelingen op het gebied van vluchtelingen, migranten en schendingen. Deze week:","['cijfers en', 'en grensbeleid. Deze']","['politieke', 'en schendingen. Deze']",5,20,24,"[0.9, 0.45]",0.68
seq1-0,large,In zijn Kleine encyclopedie schetst Herman Vuijsje nieuwe inzichten over Nederland aan de hand van neologismen. Deze week:,In zijn Kleine encyclopedie schetst Herman Vuijsje nieuwe inzichten over Nederland aan de hand <extra_id_0>,In zijn Kleine encyclopedie schetst Herman Vuijsje nieuwe inzichten over Nederland aan de hand van de...,['van neologismen. Deze week:'],['de...'],4,20,17,[0.9259259259259259],0.93
seq2-0,large, altijd meer dan ze kan of wil bespreken. Hier doet ze verslag van haar bevindingen en overwegingen bij de boeken die ze leest. Deze week:,altijd meer dan ze kan of wil bespreken. Hier <extra_id_0> verslag van <extra_id_1> overwegingen bij de boeken die ze leest. Deze week:,altijd meer dan ze kan of wil bespreken. Hier een verslag van haar overwegingen bij de boeken die ze leest. Deze week:,"['doet ze', 'haar bevindingen en']","['een', 'haar']",5,20,14,"[0.8571428571428571, 0.7894736842105263]",0.82
seq3-0,large,"De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke opwinding wist te zorgen, was Frits Bolkestein. Of het nu een tv-optreden bij de VPRO was of een toespraak op een theaterfestival, de VVD-leider stond steeds weer in het nieuws. Met hem opent De Groene daarom het nieuwe politieke jaar.","De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke opwinding wist te zorgen, was Frits Bolkestein. Of het nu <extra_id_0> de VPRO was of een <extra_id_1> theaterfestival, de VVD-leider stond steeds weer in <extra_id_2> hem opent De Groene <extra_id_3> politieke jaar.","De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke opwinding wist te zorgen, was Frits Bolkestein. Of het nu een politieke avond bij de VPRO was of een groot theaterfestival, de VVD-leider stond steeds weer in de belangstelling. Met hem opent De Groene Amsterdammer het politieke jaar.","['een tv-optreden bij', 'toespraak op een', 'het nieuws. Met', 'daarom het nieuwe']","['een politieke avond bij', 'groot', 'de belangstelling. Met', 'Amsterdammer het']",12,20,12,"[0.5217391304347826, 0.875, 0.6363636363636364, 0.8823529411764706]",0.73
seq4-0,large,Groene-redacteur Casper Thomas schrijft vanuit Washington over het Amerika van Donald Trump. In aflevering,Groene-redacteur Casper Thomas schrijft vanuit Washington over het Amerika van Donald <extra_id_0>,Groene-redacteur Casper Thomas schrijft vanuit Washington over het Amerika van Donald Trump.,['Trump. In aflevering'],['Trump.'],3,20,11,[0.7],0.7
seq5-0,large,De vaste kunstcritici van De Groene Amsterdammer selecteerden de meest in het oog springende cultuur van het nieuwe kunstseizoen. Tip,De vaste kunstcritici van De Groene Amsterdammer selecteerden <extra_id_0> oog springende cultuur van het nieuwe kunstseizoen. Tip,De vaste kunstcritici van De Groene Amsterdammer selecteerden de in het oog springende cultuur van het nieuwe kunstseizoen. Tip,['de meest in het'],['de in het'],4,20,11,[0.4],0.4
seq6-0,large,. Onze podcast is elke vrijdagochtend gratis beschikbaar via groene.nl/podcasts en via de andere bekende podcastkanalen,. Onze podcast is elke <extra_id_0> via groene.nl/podcasts en via de andere bekende podcastkanalen,. Onze podcast is elke dag te beluisteren via groene.nl/podcasts en via de andere bekende podcastkanalen,['vrijdagochtend gratis beschikbaar'],['dag te beluisteren'],3,20,10,[0.7272727272727273],0.73
seq7-0,large,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven in dictatoriaal Roemeni. Hoe hield ze zich staande onder het bewind van Ceauescu? Deel,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven in dictatoriaal <extra_id_0> ze zich staande <extra_id_1> van Ceauescu? Deel,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven in dictatoriaal Polen. Hoe houdt ze zich staande in de quarantaine van Ceauescu? Deel,"['Roemeni. Hoe hield', 'onder het bewind']","['Polen. Hoe houdt', 'in de quarantaine']",6,20,10,"[0.4444444444444444, 0.7058823529411765]",0.58
seq8-0,large,"Frans Verhagen is lid geworden van de PvdA, want op dit moment in de geschiedenis kun je niet meer blijven toekijken. Deze week:","Frans Verhagen is lid geworden van de PvdA, want <extra_id_0> in <extra_id_1> kun je niet meer blijven toekijken. Deze week:","Frans Verhagen is lid geworden van de PvdA, want politiek in Nederland kun je niet meer blijven toekijken. Deze week:","['op dit moment', 'de geschiedenis']","['politiek', 'Nederland']",5,20,9,"[0.6923076923076923, 0.8]",0.75
seq9-0,large,De komende weken zal Menno Grootveld stukken selecteren en vertalen van denkers over corona in de internationale pers. In aflevering,De komende weken zal Menno Grootveld stukken selecteren en vertalen van denkers over corona <extra_id_0> In aflevering,De komende weken zal Menno Grootveld stukken selecteren en vertalen van denkers over corona In aflevering,['in de internationale pers.'],[''],4,20,9,[1.0],1.0
