Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,xl,Binnale van Veneti 2017 Vijf kunstenaars hopen het Nederlands Binnalepaviljoen in te richten.  Bijna allemaal laten ze het publiek actief meedoen,Binnale <extra_id_0> Vijf kunstenaars hopen het Nederlands Binnalepaviljoen in te richten. Bijna allemaal laten <extra_id_1> publiek actief meedoen,Binnale Vijf kunstenaars hopen het Nederlands Binnalepaviljoen in te richten. Bijna allemaal laten ze het publiek actief meedoen,"['van Veneti 2017', 'ze het']","['', 'ze het']",5,25,1,"[1.0, 0.0]",0.5
seq1-0,xl,"Beelden detoneren in barok plezierbos Oude Warande Op zonnige dagen wordt de Oude Warande, een park net buiten Tilburg, overspoeld door dagjesmensen.  Er wordt gepicknickt op de grasvelden, honden nemen een duik in de vennetjes en kinderen leren fietsen op de rechte paden die het park doorkruisen","Beelden detoneren in barok <extra_id_0> Op zonnige dagen wordt de Oude Warande, een park net buiten Tilburg, overspoeld door dagjesmensen. Er wordt gepicknickt op de grasvelden, honden nemen een duik in de vennetjes <extra_id_1> fietsen op <extra_id_2> die <extra_id_3>","Beelden detoneren in barok Op zonnige dagen wordt de Oude Warande, een park net buiten Tilburg, overspoeld door dagjesmensen. Er wordt gepicknickt op de grasvelden, honden nemen een duik in de vennetjes en mensen fietsen op de die wegen. De...","['plezierbos Oude Warande', 'en kinderen leren', 'de rechte paden', 'het park doorkruisen']","['', 'en mensen', 'de', 'De...']",12,25,1,"[1.0, 0.5882352941176471, 0.8666666666666667, 0.95]",0.85
seq2-0,xl,"'Bompakketje' Namibi was veiligheidstest Een verdacht pakketje dat onderweg was naar Duitsland en woensdag werd gevonden op een vliegveld in Namibi, was een nepbom bedoeld om de veiligheid van de luchthaven te testen.  Het ",'Bompakketje' Namibi was veiligheidstest Een <extra_id_0> onderweg was naar Duitsland <extra_id_1> gevonden op een vliegveld <extra_id_2> was een nepbom bedoeld om de veiligheid van de luchthaven te testen. Het,'Bompakketje' Namibi was veiligheidstest Een bompakketje dat onderweg was naar Duitsland is gevonden op een vliegveld in Namibië. Het was een nepbom bedoeld om de veiligheid van de luchthaven te testen. Het,"['verdacht pakketje dat', 'en woensdag werd', 'in Namibi,']","['bompakketje dat', 'is', 'in Namibië. Het']",8,25,1,"[0.42857142857142855, 0.9375, 0.4]",0.59
seq3-0,xl,Hamas mag in Rusland op bezoek komen .  Tot ontsteltenis van Isral heeft de Russische president Poetin gisteren aangekondigd de moslimfundamentalistische organisatie Hamas te zullen uitnodigen voor besprekingen in Moskou,Hamas mag in Rusland op bezoek komen . Tot ontsteltenis van Isral heeft de Russische president <extra_id_0> de moslimfundamentalistische organisatie Hamas <extra_id_1> uitnodigen voor <extra_id_2>,Hamas mag in Rusland op bezoek komen . Tot ontsteltenis van Isral heeft de Russische president Vladimir Poetin de moslimfundamentalistische organisatie Hamas mogen uitnodigen voor een [...],"['Poetin gisteren aangekondigd', 'te zullen', 'besprekingen in Moskou']","['Vladimir Poetin', 'mogen', '[...]']",8,25,1,"[0.7857142857142857, 0.7777777777777778, 1.0]",0.85
seq4-0,xl,Helft van de daders aanslagen heeft crimineel verleden Foto Emilio Morenatti/AP Barcelona is de laatst getroffen stad in een reeks terroristische aanslagen.  Sympathisanten van Islamtische Staat pleegden alleen al in de afgelopen 12 maanden veertien aanslagen in Europese steden,Helft van de daders aanslagen heeft crimineel verleden Foto Emilio Morenatti/AP Barcelona is de <extra_id_0> in een reeks terroristische <extra_id_1> Staat pleegden alleen al in de afgelopen 12 maanden veertien <extra_id_2> steden,Helft van de daders aanslagen heeft crimineel verleden Foto Emilio Morenatti/AP Barcelona is de laatste in een reeks terroristische aanslagen. Daders van Islamitische Staat pleegden alleen al in de afgelopen 12 maanden veertien aanslagen in vijftien steden,"['laatst getroffen stad', 'aanslagen. Sympathisanten van Islamtische', 'aanslagen in Europese']","['laatste', 'aanslagen. Daders van Islamitische', 'aanslagen in vijftien']",10,25,1,"[0.6666666666666666, 0.3170731707317073, 0.38095238095238093]",0.45
seq5-0,xl,De 32-jarige man die de politie gisteravond heeft opgepakt in verband met de schietpartij en bomaanslag in Noorwegen wordt in verband gebracht met rechtsextremisme en publiceerde op internet veelvuldig kritisch over de islam.  Dat melden Noorse media,De 32-jarige man die de politie gisteravond heeft opgepakt in verband met <extra_id_0> bomaanslag in Noorwegen wordt in verband <extra_id_1> en publiceerde op internet <extra_id_2> de islam. Dat melden Noorse media,De 32-jarige man die de politie gisteravond heeft opgepakt in verband met een bomaanslag in Noorwegen wordt in verband met de aanslagen verdacht van terrorisme en publiceerde op internet teksten over de islam. Dat melden Noorse media,"['de schietpartij en', 'gebracht met rechtsextremisme', 'veelvuldig kritisch over']","['een', 'met de aanslagen verdacht van terrorisme', 'teksten over']",9,25,1,"[0.8333333333333334, 0.65, 0.6666666666666666]",0.72
seq6-0,xl,Een 29-jarige arrestant uit Den Haag is gisteravond op weg naar het politiebureau overleden.  De man werd onwel terwijl hij geboeid op de achterbank van de politieauto lag en overleed daar,Een 29-jarige <extra_id_0> Den Haag is gisteravond <extra_id_1> het politiebureau overleden. De man werd onwel terwijl hij geboeid op de achterbank van <extra_id_2> en overleed daar,Een 29-jarige man uit Den Haag is gisteravond op het politiebureau overleden. De man werd onwel terwijl hij geboeid op de achterbank van zijn auto zat en overleed daar,"['arrestant uit', 'op weg naar', 'de politieauto lag']","['man uit', 'op', 'zijn auto zat']",8,25,1,"[0.5384615384615384, 0.8181818181818182, 0.6111111111111112]",0.66
seq7-0,xl,Zelfrijdende autos De Duitse auto-industrie reageerde traag op de omwentelingen in de sector.  Samenwerking moet leiden tot een inhaalslag,Zelfrijdende autos De Duitse auto-industrie <extra_id_0> op de omwentelingen in de sector. Samenwerking moet <extra_id_1> inhaalslag,Zelfrijdende autos De Duitse auto-industrie reageert op de omwentelingen in de sector. Samenwerking moet leiden tot inhaalslag,"['reageerde traag', 'leiden tot een']","['reageert', 'leiden tot']",5,25,1,"[0.4666666666666667, 0.2857142857142857]",0.38
seq8-0,xl,"Wegener: nog geen winst met tv-zenders APELDOORN, 19 MAART.  Mediabedrijf Wegener Arcade verwacht dat de nieuwe televisiezenders TV10 Gold en The Music Factory dit jaar nog niet zullen bijdragen aan de resultaten van het concern","Wegener: nog <extra_id_0> tv-zenders APELDOORN, 19 MAART. Mediabedrijf Wegener Arcade verwacht dat de nieuwe televisiezenders TV10 Gold en The Music Factory dit <extra_id_1> zullen bijdragen <extra_id_2> van het concern","Wegener: nog meer groei door nieuwe tv-zenders APELDOORN, 19 MAART. Mediabedrijf Wegener Arcade verwacht dat de nieuwe televisiezenders TV10 Gold en The Music Factory dit jaar nog meer zullen bijdragen aan de groei van het concern","['geen winst met', 'jaar nog niet', 'aan de resultaten']","['meer groei door nieuwe', 'jaar nog meer', 'aan de groei']",9,25,1,"[0.7272727272727273, 0.23076923076923078, 0.5294117647058824]",0.5
seq9-0,xl,"Vangnet Nederland De sociale zekerheid in Nederland is een kostbare verworvenheid.  Letterlijk n figuurlijk, zo blijkt uit de inzendingen voor de essayprijs- vraag die deze krant samen met de Stichting Sociale Zekerheid 2001 organiseerde",Vangnet Nederland De sociale zekerheid in <extra_id_0> kostbare verworvenheid. Letterlijk n <extra_id_1> uit de inzendingen voor de essayprijs- vraag die deze krant samen met de Stichting Sociale Zekerheid <extra_id_2>,Vangnet Nederland De sociale zekerheid in Nederland is een kostbare verworvenheid. Letterlijk n Dit blijkt uit de inzendingen voor de essayprijs- vraag die deze krant samen met de Stichting Sociale Zekerheid,"['Nederland is een', 'figuurlijk', 'zo blijkt', '2001 organiseerde']","['Nederland is een', 'Dit blijkt', '']",8,25,1,"[0.0, 0.6, 1.0]",0.53
seq10-0,xl,"De Achterpagina bezoekt bijzondere kleedkamers.  Vandaag het mooiste voetbalstadion van Nederland, De Kuip in Rotterdam, thuishaven van Feyenoord","De Achterpagina bezoekt bijzondere kleedkamers. <extra_id_0> van Nederland, De Kuip in Rotterdam, thuishaven van Feyenoord","De Achterpagina bezoekt bijzondere kleedkamers. Dit keer in de mooiste kleedkamer van Nederland, De Kuip in Rotterdam, thuishaven van Feyenoord",['Vandaag het mooiste voetbalstadion'],['Dit keer in de mooiste kleedkamer'],4,25,1,[0.7352941176470589],0.74
seq11-0,xl,Van koffie tot herone Screenshot '100 Years Of Drugs In America: From Coffee To Heroin' Van koffie tot herone: in drie minuten zet dit filmpje de verslavingen van Amerikanen in de afgelopen 100 jaar op een rij.  Het begint braaf in de Verenigde Staten: in 1912 klaagt de Amerikaanse overheid Coca Cola aan voor het toevoegen van cafene aan hun dranken,Van koffie tot <extra_id_0> Years Of Drugs In America: From Coffee To Heroin' Van koffie tot herone: in drie minuten zet dit filmpje de verslavingen van Amerikanen in de afgelopen 100 jaar op een <extra_id_1> braaf in de Verenigde Staten: in 1912 klaagt <extra_id_2> Coca Cola <extra_id_3> toevoegen <extra_id_4> hun dranken,Van koffie tot heroine '100 Years Of Drugs In America: From Coffee To Heroin' Van koffie tot herone: in drie minuten zet dit filmpje de verslavingen van Amerikanen in de afgelopen 100 jaar op een rij. Niet braaf in de Verenigde Staten: in 1912 klaagt de Coca Cola Company over het toevoegen van suiker aan hun dranken,"['""herone Screenshot \'100""', 'rij. Het begint', 'de Amerikaanse overheid', 'aan voor het', 'van cafene aan']","[""heroine '100"", 'rij. Niet', 'de', 'Company over het', 'van suiker aan']",15,25,1,"[0.5833333333333334, 0.5333333333333333, 0.9130434782608695, 0.5, 0.42857142857142855]",0.59
seq12-0,xl,"Identiteit Laat biologie niet je identiteit bepalen, schrijft Sophie Rutenfrans.  Immers, je cyclus bepaalt niet wie je bent","Identiteit Laat biologie niet je identiteit bepalen, schrijft Sophie Rutenfrans. Immers, je <extra_id_0> je bent","Identiteit Laat biologie niet je identiteit bepalen, schrijft Sophie Rutenfrans. Immers, je lichaam zegt niet wie je bent",['cyclus bepaalt niet wie'],['lichaam zegt niet wie'],4,25,1,[0.4782608695652174],0.48
