Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,large,Na een kletsnatte maandag volgt een veelal wisselvallige en frisse week. Aangezien we midden in de piek van het hooikoortsseizoen zitten is dat goed nieuws voor hooikoortspatinten.,Na een kletsnatte maandag volgt een veelal wisselvallige en frisse week. Aangezien we midden in de piek van het hooikoortsseizoen zitten is <extra_id_0> hooikoortspatinten.,Na een kletsnatte maandag volgt een veelal wisselvallige en frisse week. Aangezien we midden in de piek van het hooikoortsseizoen zitten is het tijd voor hooikoortspatinten.,['dat goed nieuws voor'],['het tijd voor'],4,15,1,[0.6],0.6
seq1-0,large,"Was aan de lijn is een levend kunstwerk. De was heeft een vaste volgorde, groot bij groot, soort bij soort, sok bij sok, kleur bij kleur. Daarbinnen kan alles. Een jurk in de wind heeft het drukdrukdruk, een overall spartelt of hij wordt gekieteld, een laken speelt spookje. Wasgoed heeft lust tot leven.","Was aan de lijn is een levend kunstwerk. De was heeft <extra_id_0> groot bij groot, soort bij soort, sok bij sok, kleur bij kleur. Daarbinnen kan alles. Een <extra_id_1> wind heeft het drukdrukdruk, een overall spartelt of <extra_id_2> gekieteld, een laken speelt spookje. Wasgoed heeft lust tot leven.","Was aan de lijn is een levend kunstwerk. De was heeft zichzelf gevormd, groot bij groot, soort bij soort, sok bij sok, kleur bij kleur. Daarbinnen kan alles. Een broek gaat rollen, een wind heeft het drukdrukdruk, een overall spartelt of wordt gekieteld, een laken speelt spookje. Wasgoed heeft lust tot leven.","['een vaste volgorde,', 'jurk in de', 'hij wordt']","['zichzelf gevormd,', 'broek gaat rollen, een', 'wordt']",8,15,1,"[0.7894736842105263, 0.7727272727272727, 0.4444444444444444]",0.67
seq2-0,large,"Sinds Raemon Sluiter de Oekraense Elina Svitolina coacht, heeft zijn baan een andere betekenis. Voor ons geldt: wij ontkomen er niet aan, de oorlog en de verdere wereld is dagelijkse realiteit.","Sinds Raemon Sluiter de Oekraense Elina Svitolina coacht, heeft zijn baan een andere betekenis. Voor ons geldt: wij ontkomen er niet aan, de <extra_id_0> verdere wereld <extra_id_1> realiteit.","Sinds Raemon Sluiter de Oekraense Elina Svitolina coacht, heeft zijn baan een andere betekenis. Voor ons geldt: wij ontkomen er niet aan, de competitie is een verdere wereld realiteit.","['oorlog en de', 'is dagelijkse']","['competitie is een', '']",5,15,1,"[0.7647058823529411, 1.0]",0.88
seq3-0,large,"Was aan de lijn is een levend kunstwerk. De was heeft een vaste volgorde, groot bij groot, soort bij soort, sok bij sok, kleur bij kleur.","Was aan de lijn is een levend kunstwerk. De was heeft <extra_id_0> bij groot, soort bij soort, sok bij sok, kleur bij kleur.","Was aan de lijn is een levend kunstwerk. De was heeft altijd een vorm, klein bij groot, soort bij soort, sok bij sok, kleur bij kleur.","['een vaste volgorde', 'groot']","['altijd een vorm, klein']",4,15,1,[0.7727272727272727],0.77
seq4-0,large,"Vanaf deze zomer kan er gesurft worden in een gracht, in hartje Rotterdam. Al kwam Rif010 niet zonder slag of stoot tot stand.","Vanaf deze zomer kan er gesurft worden in een gracht, in hartje Rotterdam. Al kwam Rif010 niet zonder <extra_id_0> tot stand.","Vanaf deze zomer kan er gesurft worden in een gracht, in hartje Rotterdam. Al kwam Rif010 niet zonder problemen tot stand.",['slag of stoot'],['problemen'],3,15,1,[0.9230769230769231],0.92
seq5-0,large,"Theo Heuft, oprichter van Yab Yum, de roemruchte Amsterdamse seksclub in een 17e-eeuws grachtenpand, is op 89-jarige leeftijd overleden.","Theo Heuft, oprichter van Yab Yum, de roemruchte Amsterdamse <extra_id_0> 17e-eeuws grachtenpand, is op 89-jarige leeftijd overleden.","Theo Heuft, oprichter van Yab Yum, de roemruchte Amsterdamse zaak in een 17e-eeuws grachtenpand, is op 89-jarige leeftijd overleden.",['seksclub in een'],['zaak in een'],3,15,1,[0.5333333333333333],0.53
seq6-0,large,"OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan de stem van actrice Scarlett Johansson doet denken.","OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan <extra_id_0> actrice Scarlett Johansson doet denken.","OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan de actrice Scarlett Johansson doet denken.",['de stem van'],['de'],3,15,1,[0.8181818181818182],0.82
seq7-0,large,"Voor het eerst sinds hij twee jaar geleden de troon besteeg, kunnen Britten de hand leggen op een papieren koning Charles III van het Verenigd Koninkrijk.","Voor het eerst sinds hij twee jaar geleden de troon besteeg, kunnen Britten de <extra_id_0> papieren koning Charles III van het Verenigd Koninkrijk.","Voor het eerst sinds hij twee jaar geleden de troon besteeg, kunnen Britten de koning halen. Hij is de papieren koning Charles III van het Verenigd Koninkrijk.",['hand leggen op een'],['koning halen. Hij is de'],4,15,1,[0.7391304347826086],0.74
seq8-0,large,"Film- en serieliefhebbers zijn steeds meer geld kwijt aan streamingdiensten als Netflix, Videoland en Disney Plus. Nu de diensten een plek op de Nederlandse markt veroverd hebben, zoeken ze naar andere manieren om hun inkomsten op te krikken.","Film- en serieliefhebbers zijn steeds meer geld kwijt aan streamingdiensten als Netflix, Videoland en Disney Plus. <extra_id_0> een plek op de Nederlandse markt veroverd hebben, zoeken ze naar andere <extra_id_1> inkomsten op te krikken.","Film- en serieliefhebbers zijn steeds meer geld kwijt aan streamingdiensten als Netflix, Videoland en Disney Plus. Nu die een plek op de Nederlandse markt veroverd hebben, zoeken ze naar andere manieren om hun inkomsten op te krikken.","['Nu de diensten', 'manieren om hun']","['Nu die', 'manieren om hun']",6,15,1,"[0.5714285714285714, 0.0]",0.29
seq9-0,large,"De formerende partijen hebben een akkoord bereikt over de verdeling van de ministerposten in het kabinet-Schoof. Dat laat PVV-leider Geert Wilders dinsdag weten: We zijn eruit. Goed nieuws, de rest horen jullie later. Naar verwachting begint formateur Richard van Zwol nog deze week met het ontvangen van de kandidaat-bewindslieden.",De formerende partijen hebben een akkoord bereikt over de verdeling van de ministerposten in het kabinet-Schoof. Dat laat PVV-leider Geert Wilders dinsdag weten: We zijn eruit. <extra_id_0> rest horen <extra_id_1> begint formateur Richard van Zwol nog deze week met het ontvangen van de kandidaat-bewindslieden.,De formerende partijen hebben een akkoord bereikt over de verdeling van de ministerposten in het kabinet-Schoof. Dat laat PVV-leider Geert Wilders dinsdag weten: We zijn eruit. De rest horen we. Volgens Wilders begint formateur Richard van Zwol nog deze week met het ontvangen van de kandidaat-bewindslieden.,"['Goed nieuws', 'de', 'jullie later. Naar verwachting']","['De', 'we. Volgens Wilders']",7,15,1,"[0.9090909090909091, 0.8947368421052632]",0.9
seq10-0,large,"Ze zorgen al lange tijd voor grote problemen op verschillende plekken in Utrecht: drugsgebruikers op straat. Vorig jaar zorgden zon 120 verslaafden op het Lucasbolwerk voor overlast, maar nadat daar maatregelen werden genomen, verplaatste de groep zich naar Park Lepelenburg.","<extra_id_0> lange tijd voor grote problemen op verschillende plekken in Utrecht: drugsgebruikers op straat. Vorig jaar zorgden zon 120 verslaafden op het Lucasbolwerk voor overlast, maar nadat daar maatregelen werden genomen, verplaatste de groep <extra_id_1> Lepelenburg.","zorgde lange tijd voor grote problemen op verschillende plekken in Utrecht: drugsgebruikers op straat. Vorig jaar zorgden zon 120 verslaafden op het Lucasbolwerk voor overlast, maar nadat daar maatregelen werden genomen, verplaatste de groep zich naar Lepelenburg.","['Ze zorgen al', 'zich naar Park']","['zorgde', 'zich naar']",6,15,1,"[0.6666666666666666, 0.35714285714285715]",0.51
seq11-0,large,"Het campagneteam van de Amerikaanse president Joe Biden heeft een nieuwe vacature: een meme-manager, die moet zorgen dat filmpjes en fotos die Biden aantrekkelijk maken voor jongeren viraal gaan.","Het campagneteam van de Amerikaanse president Joe Biden heeft een nieuwe vacature: een meme-manager, die moet zorgen dat filmpjes <extra_id_0> aantrekkelijk maken voor jongeren viraal gaan.","Het campagneteam van de Amerikaanse president Joe Biden heeft een nieuwe vacature: een meme-manager, die moet zorgen dat filmpjes die hem aantrekkelijk maken voor jongeren viraal gaan.",['en fotos die Biden'],['die hem'],4,15,1,[0.7222222222222222],0.72
seq12-0,large,"Hoe weet je of je bij de groep hoort die te veel betaalt voor een zorgverzekering? Meer dan de helft van de Nederlanders betaalt namelijk onnodig veel, blijkt uit onderzoek. Wat kun je hier tegen doen? Vijf veelgestelde vragen en antwoorden. ,,Veel mensen kiezen voor gemak en komen dan op een dure polis uit.","Hoe weet je of je <extra_id_0> groep hoort die te veel betaalt voor een zorgverzekering? Meer dan de helft van de Nederlanders betaalt namelijk onnodig veel, blijkt uit onderzoek. Wat kun je <extra_id_1> Vijf veelgestelde vragen <extra_id_2> mensen kiezen voor gemak en komen dan op een dure polis uit.","Hoe weet je of je bij de groep hoort die te veel betaalt voor een zorgverzekering? Meer dan de helft van de Nederlanders betaalt namelijk onnodig veel, blijkt uit onderzoek. Wat kun je hieraan doen? Vijf veelgestelde vragen Veel mensen kiezen voor gemak en komen dan op een dure polis uit.","['bij de', 'hier tegen doen?', 'en antwoorden. ,,Veel']","['bij de', 'hieraan doen?', 'Veel']",8,15,1,"[0.0, 0.3125, 0.8095238095238095]",0.37
seq13-0,large,"OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan de stem van actrice Scarlett Johansson doet denken. Het bedrijf lijkt iets te veel inspiratie te hebben geput uit de film Her, waarvoor Johansson de stem van computersysteem Samantha insprak.","OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan de stem van actrice Scarlett Johansson doet denken. Het bedrijf lijkt iets <extra_id_0> te hebben geput uit de film Her, waarvoor <extra_id_1> van computersysteem Samantha insprak.","OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan de stem van actrice Scarlett Johansson doet denken. Het bedrijf lijkt iets uit te hebben geput uit de film Her, waarvoor Johansson de stem van computersysteem Samantha insprak.","['te veel inspiratie', 'Johansson de stem']","['uit', 'Johansson de stem']",6,15,1,"[0.8888888888888888, 0.0]",0.44
seq14-0,large,"De voorgenomen verhoging van de belasting toegevoegde waarde (btw) op cultuur, recreatie, boeken en periodieken maakt veel los bij de lezers. Vooral de hogere belasting op sportclubs en sportscholen roept veel vragen op. Economieredacteur Peet Vogels geeft antwoord.","De voorgenomen verhoging van de belasting toegevoegde waarde (btw) op cultuur, recreatie, boeken en periodieken maakt veel los bij de lezers. Vooral de hogere <extra_id_0> en sportscholen roept <extra_id_1> Economieredacteur Peet Vogels geeft antwoord.","De voorgenomen verhoging van de belasting toegevoegde waarde (btw) op cultuur, recreatie, boeken en periodieken maakt veel los bij de lezers. Vooral de hogere btw op scholen en sportscholen roept vragen op. Economieredacteur Peet Vogels geeft antwoord.","['belasting op sportclubs', 'veel vragen op.']","['btw op scholen', 'vragen op.']",6,15,1,"[0.6521739130434783, 0.3333333333333333]",0.49
seq15-0,large,"Sinds Raemon Sluiter de Oekraense Elina Svitolina coacht, heeft zijn baan een andere betekenis. Voor ons geldt: wij ontkomen er niet aan, de oorlog en de verdere wereld is dagelijkse realiteit.","Sinds Raemon Sluiter de Oekraense Elina Svitolina coacht, heeft zijn baan een andere betekenis. Voor ons geldt: wij ontkomen er niet aan, de <extra_id_0> de <extra_id_1> dagelijkse realiteit.","Sinds Raemon Sluiter de Oekraense Elina Svitolina coacht, heeft zijn baan een andere betekenis. Voor ons geldt: wij ontkomen er niet aan, de competitie is de enige dagelijkse realiteit.","['oorlog en', 'verdere wereld is']","['competitie is', 'enige']",5,15,1,"[0.8461538461538461, 0.8823529411764706]",0.86
seq16-0,large,"De Amerikaanse regering start een aantal mededingingsonderzoeken naar OpenAI, Nvidia en Microsoft vanwege mogelijk te vergaande dominantie van de markt van kunstmatige intelligentie (AI). Dat meldt de Amerikaanse krant The New York Times donderdag.","De Amerikaanse regering start een aantal mededingingsonderzoeken naar OpenAI, Nvidia en Microsoft vanwege mogelijk te vergaande <extra_id_0> markt van kunstmatige intelligentie <extra_id_1> meldt de Amerikaanse krant The New York Times donderdag.","De Amerikaanse regering start een aantal mededingingsonderzoeken naar OpenAI, Nvidia en Microsoft vanwege mogelijk te vergaande concurrentie in de markt van kunstmatige intelligentie Dat meldt de Amerikaanse krant The New York Times donderdag.","['dominantie van de', '(AI). Dat']","['concurrentie in de', 'Dat']",5,15,1,"[0.5, 0.6666666666666666]",0.58
seq17-0,large,"De pro-Palestijnse demonstrant die bij een protest op de Amsterdamse Roeterseilandcampus op televisieschermen insloeg, heeft een gevangenisstraf van 2 maanden gekregen, waarvan 1 maand voorwaardelijk.","De pro-Palestijnse demonstrant die bij een protest op de <extra_id_0> insloeg, heeft een gevangenisstraf van 2 maanden gekregen, waarvan 1 maand voorwaardelijk.","De pro-Palestijnse demonstrant die bij een protest op de rechter insloeg, heeft een gevangenisstraf van 2 maanden gekregen, waarvan 1 maand voorwaardelijk.",['Amsterdamse Roeterseilandcampus op televisieschermen'],['rechter'],4,15,1,[0.8846153846153846],0.88
seq18-0,large,"Wie wint Ronald Garros? Novak Djokovic, Jannik Sinner en Carlos Alcaraz zijn niet in vorm, om over Rafael Nadal maar te zwijgen. Mooie kans voor Daniil Medvedev, alleen houdt hij niet van gravel.","Wie wint Ronald Garros? Novak Djokovic, Jannik Sinner en Carlos Alcaraz <extra_id_0> vorm, om over Rafael Nadal maar te zwijgen. Mooie kans voor Daniil Medvedev, alleen houdt hij niet <extra_id_1>","Wie wint Ronald Garros? Novak Djokovic, Jannik Sinner en Carlos Alcaraz in vorm, om over Rafael Nadal maar te zwijgen. Mooie kans voor Daniil Medvedev, alleen houdt hij niet van winnen..","['zijn niet in', 'van gravel.']","['in', 'winnen..']",5,15,1,"[0.8333333333333334, 0.8181818181818182]",0.83
seq19-0,large,Onder de Nederlandse bevolking is weinig steun voor Israls oorlog in Gaza. Slechts eenvijfde van de bevolking vindt dat de Isralische bombardementen in Gaza nodig zijn om Hamas uit te schakelen.,Onder de Nederlandse bevolking is weinig steun voor Israls oorlog in Gaza. Slechts eenvijfde van de bevolking vindt dat de <extra_id_0> in Gaza nodig zijn om Hamas <extra_id_1>,Onder de Nederlandse bevolking is weinig steun voor Israls oorlog in Gaza. Slechts eenvijfde van de bevolking vindt dat de acties in Gaza nodig zijn om Hamas te verslaan.,"['Isralische bombardementen', 'uit te schakelen.']","['acties', 'verslaan.']",5,15,1,"[0.88, 0.7058823529411765]",0.79
seq20-0,large,In duizenden boeken over drugshandelaar Janus van Wesenbeeck moeten fotos worden zwartgemaakt. De afgelopen jaren kwam Van Wesenbeeck onder de aandacht vanwege de Netflix-hitserie Undercover.,In duizenden boeken over <extra_id_0> moeten fotos worden zwartgemaakt. De afgelopen jaren kwam Van Wesenbeeck onder de aandacht vanwege de Netflix-hitserie Undercover.,In duizenden boeken over de geschiedenis moeten fotos worden zwartgemaakt. De afgelopen jaren kwam Van Wesenbeeck onder de aandacht vanwege de Netflix-hitserie Undercover.,['drugshandelaar Janus van Wesenbeeck'],['de geschiedenis'],4,15,1,[0.8],0.8
