Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,base,Na een kletsnatte maandag volgt een veelal wisselvallige en frisse week. Aangezien we midden in de piek van het hooikoortsseizoen zitten is dat goed nieuws voor hooikoortspatinten.,Na een kletsnatte maandag volgt een veelal wisselvallige en frisse week. Aangezien we midden in de piek van het hooikoortsseizoen zitten is <extra_id_0> hooikoortspatinten.,Na een kletsnatte maandag volgt een veelal wisselvallige en frisse week. Aangezien we midden in de piek van het hooikoortsseizoen zitten is het tijd voor hooikoortspatinten.,['dat goed nieuws voor'],['het tijd voor'],4,15,1,[0.6],0.6
seq1-0,base,"Was aan de lijn is een levend kunstwerk. De was heeft een vaste volgorde, groot bij groot, soort bij soort, sok bij sok, kleur bij kleur. Daarbinnen kan alles. Een jurk in de wind heeft het drukdrukdruk, een overall spartelt of hij wordt gekieteld, een laken speelt spookje. Wasgoed heeft lust tot leven.","Was aan de lijn is een levend kunstwerk. De was heeft <extra_id_0> groot bij groot, soort bij soort, sok bij sok, kleur bij kleur. Daarbinnen kan alles. Een <extra_id_1> wind heeft het drukdrukdruk, een overall spartelt of <extra_id_2> gekieteld, een laken speelt spookje. Wasgoed heeft lust tot leven.","Was aan de lijn is een levend kunstwerk. De was heeft lust tot leven, groot bij groot, soort bij soort, sok bij sok, kleur bij kleur. Daarbinnen kan alles. Een sterke wind heeft het drukdrukdruk, een overall spartelt of is gekieteld, een laken speelt spookje. Wasgoed heeft lust tot leven.","['een vaste volgorde,', 'jurk in de', 'hij wordt']","['lust tot leven,', 'sterke', 'is']",8,15,1,"[0.7368421052631579, 0.8, 0.8888888888888888]",0.81
seq2-0,base,"Sinds Raemon Sluiter de Oekraense Elina Svitolina coacht, heeft zijn baan een andere betekenis. Voor ons geldt: wij ontkomen er niet aan, de oorlog en de verdere wereld is dagelijkse realiteit.","Sinds Raemon Sluiter de Oekraense Elina Svitolina coacht, heeft zijn baan een andere betekenis. Voor ons geldt: wij ontkomen er niet aan, de <extra_id_0> verdere wereld <extra_id_1> realiteit.","Sinds Raemon Sluiter de Oekraense Elina Svitolina coacht, heeft zijn baan een andere betekenis. Voor ons geldt: wij ontkomen er niet aan, de angst voor een verdere wereld is realiteit.","['oorlog en de', 'is dagelijkse']","['angst voor een', 'is']",5,15,1,"[0.8571428571428571, 0.8461538461538461]",0.85
seq3-0,base,"Was aan de lijn is een levend kunstwerk. De was heeft een vaste volgorde, groot bij groot, soort bij soort, sok bij sok, kleur bij kleur.","Was aan de lijn is een levend kunstwerk. De was heeft <extra_id_0> bij groot, soort bij soort, sok bij sok, kleur bij kleur.","Was aan de lijn is een levend kunstwerk. De was heeft groot bij groot, soort bij soort, sok bij sok, kleur bij kleur.","['een vaste volgorde', 'groot']",['groot'],4,15,1,[0.8888888888888888],0.89
seq4-0,base,"Vanaf deze zomer kan er gesurft worden in een gracht, in hartje Rotterdam. Al kwam Rif010 niet zonder slag of stoot tot stand.","Vanaf deze zomer kan er gesurft worden in een gracht, in hartje Rotterdam. Al kwam Rif010 niet zonder <extra_id_0> tot stand.","Vanaf deze zomer kan er gesurft worden in een gracht, in hartje Rotterdam. Al kwam Rif010 niet zonder problemen tot stand.",['slag of stoot'],['problemen'],3,15,1,[0.9230769230769231],0.92
seq5-0,base,"Theo Heuft, oprichter van Yab Yum, de roemruchte Amsterdamse seksclub in een 17e-eeuws grachtenpand, is op 89-jarige leeftijd overleden.","Theo Heuft, oprichter van Yab Yum, de roemruchte Amsterdamse <extra_id_0> 17e-eeuws grachtenpand, is op 89-jarige leeftijd overleden.","Theo Heuft, oprichter van Yab Yum, de roemruchte Amsterdamse maker van een 17e-eeuws grachtenpand, is op 89-jarige leeftijd overleden.",['seksclub in een'],['maker van een'],3,15,1,[0.6],0.6
seq6-0,base,"OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan de stem van actrice Scarlett Johansson doet denken.","OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan <extra_id_0> actrice Scarlett Johansson doet denken.","OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan de woorden van actrice Scarlett Johansson doet denken.",['de stem van'],['de woorden van'],3,15,1,[0.42857142857142855],0.43
seq7-0,base,"Voor het eerst sinds hij twee jaar geleden de troon besteeg, kunnen Britten de hand leggen op een papieren koning Charles III van het Verenigd Koninkrijk.","Voor het eerst sinds hij twee jaar geleden de troon besteeg, kunnen Britten de <extra_id_0> papieren koning Charles III van het Verenigd Koninkrijk.","Voor het eerst sinds hij twee jaar geleden de troon besteeg, kunnen Britten de nieuwe papieren koning Charles III van het Verenigd Koninkrijk.",['hand leggen op een'],['nieuwe'],4,15,1,[0.8333333333333334],0.83
seq8-0,base,"Film- en serieliefhebbers zijn steeds meer geld kwijt aan streamingdiensten als Netflix, Videoland en Disney Plus. Nu de diensten een plek op de Nederlandse markt veroverd hebben, zoeken ze naar andere manieren om hun inkomsten op te krikken.","Film- en serieliefhebbers zijn steeds meer geld kwijt aan streamingdiensten als Netflix, Videoland en Disney Plus. <extra_id_0> een plek op de Nederlandse markt veroverd hebben, zoeken ze naar andere <extra_id_1> inkomsten op te krikken.","Film- en serieliefhebbers zijn steeds meer geld kwijt aan streamingdiensten als Netflix, Videoland en Disney Plus. Nu ze een plek op de Nederlandse markt veroverd hebben, zoeken ze naar andere manieren om hun inkomsten op te krikken.","['Nu de diensten', 'manieren om hun']","['Nu ze', 'manieren om hun']",6,15,1,"[0.7142857142857143, 0.0]",0.36
seq9-0,base,"De formerende partijen hebben een akkoord bereikt over de verdeling van de ministerposten in het kabinet-Schoof. Dat laat PVV-leider Geert Wilders dinsdag weten: We zijn eruit. Goed nieuws, de rest horen jullie later. Naar verwachting begint formateur Richard van Zwol nog deze week met het ontvangen van de kandidaat-bewindslieden.",De formerende partijen hebben een akkoord bereikt over de verdeling van de ministerposten in het kabinet-Schoof. Dat laat PVV-leider Geert Wilders dinsdag weten: We zijn eruit. <extra_id_0> rest horen <extra_id_1> begint formateur Richard van Zwol nog deze week met het ontvangen van de kandidaat-bewindslieden.,De formerende partijen hebben een akkoord bereikt over de verdeling van de ministerposten in het kabinet-Schoof. Dat laat PVV-leider Geert Wilders dinsdag weten: We zijn eruit. De rest horen we niet. Daarom begint formateur Richard van Zwol nog deze week met het ontvangen van de kandidaat-bewindslieden.,"['Goed nieuws', 'de', 'jullie later. Naar verwachting']","['De', 'we niet. Daarom']",7,15,1,"[0.9090909090909091, 0.9333333333333333]",0.92
