Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,base,| Het Financieele Dagblad FD.nl maakt gebruik van cookies om de website en het gebruiksgemak te verbeteren. Voor meer informatie klik hier.X,| Het Financieele Dagblad FD.nl maakt gebruik van cookies om de website en <extra_id_0> Voor <extra_id_1> hier.X,| Het Financieele Dagblad FD.nl maakt gebruik van cookies om de website en de advertenties te optimaliseren. Voor meer informatie klik hier.X,"['het gebruiksgemak te verbeteren.', 'meer informatie klik']","['de advertenties te optimaliseren.', 'meer informatie klik']",7,30.0,28,"[0.696969696969697, 0.0]",0.35
seq1-0,base,) Internationale economie (27514) Multinationals (18103) Investeringen (16375) Aandelen (14436) Verenigde Staten (13850) Omzetcijfers (13455) Arbeidsmarkt (12921) EU (11642) Jaarverslag (11233),) Internationale economie (27514) Multinationals (18103) <extra_id_0> (14436) Verenigde Staten (13850) <extra_id_1> (12921) EU (11642) Jaarverslag (11233),) Internationale economie (27514) Multinationals (18103) Economie (14436) Verenigde Staten (13850) Economie (12921) EU (11642) Jaarverslag (11233),"['Investeringen (16375) Aandelen', 'Omzetcijfers (13455) Arbeidsmarkt']","['Economie', 'Economie']",6,30.0,18,"[0.9333333333333333, 0.9393939393939394]",0.94
seq2-0,base,(1) Internationale economie (27514) Multinationals (18118) Investeringen (16522) Aandelen (14591) Verenigde Staten (13860) Omzetcijfers (13485) Arbeidsmarkt (12979) EU (11788) Jaarverslag (11240),(1) Internationale economie (27514) <extra_id_0> (16522) Aandelen (14591) Verenigde Staten (13860) <extra_id_1> (12979) EU (11788) Jaarverslag (11240),(1) Internationale economie (27514) ECB (16522) Aandelen (14591) Verenigde Staten (13860) ECB (12979) EU (11788) Jaarverslag (11240),"['Multinationals (18118) Investeringen', 'Omzetcijfers (13485) Arbeidsmarkt']","['ECB', 'ECB']",6,30.0,14,"[1.0, 1.0]",1.0
seq3-0,base,) Internationale economie (27514) Multinationals (18118) Investeringen (16523) Aandelen (14593) Verenigde Staten (13860) Omzetcijfers (13486) Arbeidsmarkt (12979) EU (11791) Jaarverslag (11240),) Internationale economie <extra_id_0> Investeringen (16523) Aandelen (14593) <extra_id_1> Omzetcijfers (13486) Arbeidsmarkt (12979) EU (11791) Jaarverslag (11240),) Internationale economie (6619) Investeringen (16523) Aandelen (14593) Economie (137) Omzetcijfers (13486) Arbeidsmarkt (12979) EU (11791) Jaarverslag (11240),"['(27514) Multinationals (18118)', 'Verenigde Staten (13860)']","['(6619)', 'Economie (137)']",6,30.0,13,"[0.9, 0.7083333333333334]",0.8
seq4-0,base,) Internationale economie (27514) Multinationals (18118) Investeringen (16522) Aandelen (14591) Verenigde Staten (13860) Omzetcijfers (13485) Arbeidsmarkt (12979) EU (11788) Jaarverslag (11240),<extra_id_0> (27514) <extra_id_1> (16522) Aandelen (14591) Verenigde Staten (13860) Omzetcijfers (13485) Arbeidsmarkt (12979) EU (11788) Jaarverslag (11240),Economie (27514) Economie (16522) Aandelen (14591) Verenigde Staten (13860) Omzetcijfers (13485) Arbeidsmarkt (12979) EU (11788) Jaarverslag (11240),"[') Internationale economie', 'Multinationals (18118) Investeringen']","['Economie', 'Economie']",6,30.0,11,"[0.72, 0.8888888888888888]",0.8
seq5-0,base, In De Vonk vertelt wekelijks iemand over een beslissend moment in zijn of haar loopbaan. Deze week:,In De Vonk vertelt wekelijks iemand over een <extra_id_0> in zijn of <extra_id_1> week:,In De Vonk vertelt wekelijks iemand over een onderwerp in zijn of haar leven. De week:,"['beslissend moment', 'haar loopbaan. Deze']","['onderwerp', 'haar leven. De']",5,30.0,11,"[0.8235294117647058, 0.42105263157894735]",0.62
seq6-0,base,(1) Internationale economie (27514) Multinationals (18118) Investeringen (16518) Aandelen (14590) Verenigde Staten (13860) Omzetcijfers (13485) Arbeidsmarkt (12979) EU (11781) Jaarverslag (11240),(1) Internationale <extra_id_0> (18118) Investeringen (16518) Aandelen (14590) Verenigde Staten (13860) Omzetcijfers <extra_id_1> EU (11781) Jaarverslag (11240),(1) Internationale koersen (18118) Investeringen (16518) Aandelen (14590) Verenigde Staten (13860) Omzetcijfers (1379) EU (11781) Jaarverslag (11240),"['economie (27514) Multinationals', '(13485) Arbeidsmarkt (12979)']","['koersen', '(1379)']",6,30.0,10,"[0.9032258064516129, 0.7857142857142857]",0.84
seq7-0,base,In De Vonk vertelt wekelijks iemand over een beslissend moment in zijn of haar loopbaan. Deze week:,In De Vonk vertelt wekelijks iemand <extra_id_0> beslissend moment in zijn of <extra_id_1> week:,In De Vonk vertelt wekelijks iemand over het beslissend moment in zijn of haar leven deze week:,"['over een', 'haar loopbaan. Deze']","['over het', 'haar leven deze']",5,30.0,8,"[0.25, 0.42105263157894735]",0.34
seq8-0,base,) Internationale economie (27514) Multinationals (18134) Investeringen (16629) Aandelen (14714) Verenigde Staten (13862) Omzetcijfers (13595) Arbeidsmarkt (13011) EU (11889) Jaarverslag (11247),) Internationale <extra_id_0> (18134) <extra_id_1> (14714) Verenigde Staten (13862) Omzetcijfers (13595) Arbeidsmarkt (13011) EU (11889) Jaarverslag (11247),) Internationale economie (18134) Economie (14714) Verenigde Staten (13862) Omzetcijfers (13595) Arbeidsmarkt (13011) EU (11889) Jaarverslag (11247),"['economie (27514) Multinationals', 'Investeringen (16629) Aandelen']","['economie', 'Economie']",6,30.0,8,"[0.7419354838709677, 0.9333333333333333]",0.84
seq9-0,base,) Internationale economie (27514) Multinationals (18134) Investeringen (16618) Aandelen (14707) Verenigde Staten (13862) Omzetcijfers (13588) Arbeidsmarkt (13008) EU (11888) Jaarverslag (11247),) Internationale economie (27514) Multinationals (18134) Investeringen (16618) Aandelen (14707) Verenigde Staten (13862) <extra_id_0> (13008) EU <extra_id_1>,) Internationale economie (27514) Multinationals (18134) Investeringen (16618) Aandelen (14707) Verenigde Staten (13862) OECD (13008) EU (9908),"['Omzetcijfers (13588) Arbeidsmarkt', '(11888) Jaarverslag (11247)']","['OECD', '(9908)']",6,30.0,8,"[0.9696969696969697, 0.8888888888888888]",0.93
