Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,small,dagen zijn de gemeenteraadsverkiezingen. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,dagen zijn de <extra_id_0> om deze politieke nieuwsbrief per mail te ontvangen.,dagen zijn de tijd om deze politieke nieuwsbrief per mail te ontvangen.,['gemeenteraadsverkiezingen. Schrijf je in'],['tijd'],4,25.0,23,[0.925],0.93
seq1-0,small,Problemen met bedrijven en overheidsdiensten? Help@NRC gaat elke woensdag op zoek naar antwoorden. Vandaag:,Problemen met bedrijven en overheidsdiensten? Help@NRC gaat elke woensdag op <extra_id_0>,Problemen met bedrijven en overheidsdiensten? Help@NRC gaat elke woensdag op,['zoek naar antwoorden. Vandaag:'],[''],4,25.0,22,[1.0],1.0
seq2-0,small,van de formatie. Schrijf je in voor De Haagse Stemming om deze (di-do-za) als nieuwsbrief te ontvangen.,van de formatie. Schrijf je in voor <extra_id_0> deze (di-do-za) als nieuwsbrief te ontvangen.,van de formatie. Schrijf je in voor het eerste gesprek om deze (di-do-za) als nieuwsbrief te ontvangen.,['De Haagse Stemming om'],['het eerste gesprek om'],4,25.0,20,[0.6666666666666666],0.67
seq3-0,small,<BR> Land: Thailand<BR> Opgeist door: Niet opgeist<BR> Aantal doden: 1<BR> Aantal gewonden: 0<BR> Methode: moordaanslag<BR> Plaats:,<BR> Land: Thailand<BR> Opgeist door: Niet opgeist<BR> Aantal doden: 1<BR> <extra_id_0> moordaanslag<BR> Plaats:,<BR> Land: Thailand<BR> Opgeist door: Niet opgeist<BR> Aantal doden: 1<BR> Aantal moordaanslag<BR> Plaats:,['Aantal gewonden: 0<BR> Methode:'],['Aantal'],4,25.0,20,[0.8064516129032258],0.81
seq4-0,small,Pieter Steinz heeft de spierziekte ALS en verbindt het verloop van zijn ziekte met de boeken die hij (her)leest. Deze week:,Pieter Steinz heeft de spierziekte ALS <extra_id_0> verloop van zijn ziekte met de boeken die hij (her)leest. <extra_id_1>,Pieter Steinz heeft de spierziekte ALS bekendgemaakt. Hij vergelijkt het verloop van zijn ziekte met de boeken die hij (her)leest.,"['en verbindt het', 'Deze week:']","['bekendgemaakt. Hij vergelijkt het', '']",5,25.0,18,"[0.6363636363636364, 1.0]",0.82
seq5-0,small,"/ The Kobal Collection ] Editorial use only related to cinema, television and personalities. Not for cover use, advertising or fictional works without specific prior agreement The Picture Desk","/ The Kobal Collection ] Editorial use only related to cinema, television and personalities. <extra_id_0> use, <extra_id_1> without specific prior agreement The Picture Desk","/ The Kobal Collection ] Editorial use only related to cinema, television and personalities. Please use, please, without specific prior agreement The Picture Desk","['Not for cover', 'advertising or fictional works']","['Please', 'please,']",7,25.0,17,"[0.9230769230769231, 0.9333333333333333]",0.93
seq6-0,small,Deze rubriek belicht elke dinsdag kwesties uit het bedrijfsleven waarover de rechter zich onlangs uitsprak. Vandaag:,Deze rubriek belicht elke dinsdag kwesties uit het bedrijfsleven waarover <extra_id_0> uitsprak. Vandaag:,Deze rubriek belicht elke dinsdag kwesties uit het bedrijfsleven waarover ik uitsprak. Vandaag:,['de rechter zich onlangs'],['ik'],4,25.0,16,[0.9565217391304348],0.96
seq7-0,small,? Onderaan dit artikel kunnen abonnees op die vraag reageren. Hier vind je meer over reageren op NRC.nl.,? Onderaan dit artikel kunnen abonnees op die vraag reageren. Hier vind je meer <extra_id_0>,? Onderaan dit artikel kunnen abonnees op die vraag reageren. Hier vind je meer artikelen.,['over reageren op NRC.nl.'],['artikelen.'],4,25.0,15,[0.7916666666666666],0.79
seq8-0,small,dagen op het integriteitsonderzoek naar Wybren van Haga. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,dagen op het integriteitsonderzoek naar Wybren <extra_id_0> Schrijf je in om <extra_id_1> per mail te ontvangen.,dagen op het integriteitsonderzoek naar Wybren Schrijf je in om een reactie per mail te ontvangen.,"['van Haga.', 'deze politieke nieuwsbrief']","['', 'een reactie']",5,25.0,14,"[1.0, 0.7692307692307693]",0.88
seq9-0,small,Wat zijn de kleine verhalen waar de moderne mens in gelooft? Wekelijks vertelt Arjen van Veelen zon moderne mythe. Vandaag:,<extra_id_0> de kleine verhalen waar de <extra_id_1> gelooft? Wekelijks vertelt Arjen van Veelen zon moderne mythe. Vandaag:,- de kleine verhalen waar de schrijver gelooft? Wekelijks vertelt Arjen van Veelen zon moderne mythe. Vandaag:,"['Wat zijn', 'moderne mens in']","['-', 'schrijver']",5,25.0,13,"[1.0, 0.8666666666666667]",0.93
seq10-0,small,"dagen zijn er Tweede Kamerverkiezingen. De Haagse Stemming houdt je elke ochtend op de hoogte van de campagne. Wie zich inschrijft voor de nieuwsbrief, ontvangt deze nog vroeger.",dagen zijn er Tweede <extra_id_0> Stemming houdt je elke ochtend op de hoogte van de campagne. Wie zich inschrijft voor <extra_id_1> nog vroeger.,dagen zijn er Tweede Stemming houdt je elke ochtend op de hoogte van de campagne. Wie zich inschrijft voor de campagne is nog vroeger.,"['Kamerverkiezingen. De Haagse', 'de nieuwsbrief', 'ontvangt deze']","['', 'de campagne is']",7,25.0,13,"[1.0, 0.7857142857142857]",0.89
