Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,large,Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten drastisch beperkten. Vermindering van de internationale hulp zal dezelfde Afghaanse vrouwen die we hopen te steunen alleen maar meer laten lijden.,Miljoenen Afghanen leven onder de armoedegrens. <extra_id_0> weinig hulp omdat de <extra_id_1> drastisch beperkten. Vermindering van de internationale hulp zal dezelfde <extra_id_2> we hopen te steunen alleen <extra_id_3> lijden.,Miljoenen Afghanen leven onder de armoedegrens. Er is weinig hulp omdat de middelen drastisch beperkten. Vermindering van de internationale hulp zal dezelfde zijn als we hopen te steunen alleen de mensen die lijden.,"['Buitenlandse donoren bieden', 'Taliban vrouwenrechten', 'Afghaanse vrouwen die', 'maar meer laten']","['Er is', 'middelen', 'zijn als', 'de mensen die']",11,30,1,"[0.8888888888888888, 0.8181818181818182, 0.9047619047619048, 0.7333333333333333]",0.84
seq1-0,large,Defensie voert de druk op om te dienen bij de krijgsmacht. Jongeren reageren verdeeld.,Defensie voert de druk op om te dienen bij de <extra_id_0>,Defensie voert de druk op om te dienen bij de leger,['krijgsmacht. Jongeren reageren verdeeld.'],['leger'],4,30,1,[0.9],0.9
seq2-0,large,"Netbeheerder Tennet heeft met de aanleg van een stroomkabel mogelijk onomkeerbare schade aangebracht aan kwetsbare natuur op landgoed Twickel, concludeerde de provincie Overijssel donderdag.","Netbeheerder Tennet heeft met de aanleg van <extra_id_0> onomkeerbare schade aangebracht aan kwetsbare natuur op landgoed Twickel, <extra_id_1> donderdag.","Netbeheerder Tennet heeft met de aanleg van de kabel onomkeerbare schade aangebracht aan kwetsbare natuur op landgoed Twickel, zo bleek donderdag.","['een stroomkabel mogelijk', 'concludeerde de provincie Overijssel']","['de kabel', 'zo bleek']",7,30,1,"[0.7083333333333334, 0.8888888888888888]",0.8
seq3-0,large,Noord-Korea is weer begonnen met het versturen van ballonnen met afval naar Zuid-Korea. In en rond Seoul en in de grensstreek werden zondagochtend tientallen ballonnen gevonden. In reactie zet Zuid-Korea de grote luidsprekers bij de grens weer aan en zullen nieuwsuitzendingen en popmuziek de grens over schallen.,Noord-Korea is weer begonnen met het <extra_id_0> ballonnen <extra_id_1> Zuid-Korea. In en rond <extra_id_2> de grensstreek werden zondagochtend tientallen ballonnen gevonden. In reactie zet Zuid-Korea de grote <extra_id_3> grens weer aan en zullen nieuwsuitzendingen en <extra_id_4> over schallen.,Noord-Korea is weer begonnen met het verspreiden van ballonnen in Zuid-Korea. In en rond de grensstreek werden zondagochtend tientallen ballonnen gevonden. In reactie zet Zuid-Korea de grote beveiligingscamera op de grens weer aan en zullen nieuwsuitzendingen en radiozenders er weer over schallen.,"['versturen van', 'met afval naar', 'Seoul en in', 'luidsprekers bij de', 'popmuziek de grens']","['verspreiden van', 'in', '', 'beveiligingscamera op de', 'radiozenders er weer']",14,30,1,"[0.3333333333333333, 0.9285714285714286, 1.0, 0.7083333333333334, 0.75]",0.74
seq4-0,large,"Voor de energietransitie zijn grote hoeveelheden metalen nodig, zoals nikkel. Planten kunnen daarbij helpen. Er worden steeds meer soorten ontdekt die zulke metalen uit de grond opnemen.","Voor de energietransitie zijn grote hoeveelheden metalen nodig, zoals nikkel. Planten kunnen daarbij helpen. Er worden steeds <extra_id_0> ontdekt <extra_id_1> uit <extra_id_2>","Voor de energietransitie zijn grote hoeveelheden metalen nodig, zoals nikkel. Planten kunnen daarbij helpen. Er worden steeds meer planten ontdekt die uit nikkel komen.","['meer soorten', 'die zulke metalen', 'de grond opnemen.']","['meer planten', 'die', 'komen.']",8,30,1,"[0.3333333333333333, 0.8235294117647058, 0.7058823529411765]",0.62
seq5-0,large,De eindexamens in het voortgezet onderwijs zijn begonnen. De Volkskrant doet de komende weken verslag. Historicus Maarten van Rossem buigt zich over het vwo-examen geschiedenis.,De eindexamens in het voortgezet onderwijs zijn begonnen. De Volkskrant <extra_id_0> weken verslag. <extra_id_1> van Rossem buigt <extra_id_2> vwo-examen geschiedenis.,De eindexamens in het voortgezet onderwijs zijn begonnen. De Volkskrant doet al weken verslag. Columnist Willem van Rossem buigt zich over vwo-examen geschiedenis.,"['doet de komende', 'Historicus Maarten', 'zich over het']","['doet al', 'Columnist Willem', 'zich over']",8,30,1,"[0.6666666666666666, 0.8333333333333334, 0.3076923076923077]",0.6
seq6-0,large,"Ik sta op zaterdagmiddag rond 13.00 uur midden op de Amsterdamse Kalverstraat. Het moet een van de drukste plekken van het land zijn, en ik kijk door de lens van de camera van een professional, die allerlei lenzen tevoorschijn kan toveren.","Ik sta op zaterdagmiddag rond 13.00 uur midden op de Amsterdamse Kalverstraat. Het moet een van de drukste <extra_id_0> land zijn, en ik kijk door de lens <extra_id_1> van <extra_id_2> allerlei lenzen <extra_id_3>","Ik sta op zaterdagmiddag rond 13.00 uur midden op de Amsterdamse Kalverstraat. Het moet een van de drukste straten van het land zijn, en ik kijk door de lens van een van allerlei lenzen","['plekken van het', 'van de camera', 'een professional', 'die', 'tevoorschijn kan toveren.']","['straten van het', '', 'een van', '']",12,30,1,"[0.3333333333333333, 1.0, 0.6875, 1.0]",0.76
seq7-0,large,"Carlos Alcaraz heeft voor het eerst in zijn carrire Roland Garros gewonnen. De 21-jarige Spanjaard won de bloedstollende vijfsetter (3-6, 6-2, 7-5, 1-6, 2-6) van Alexander Zverev en trok daarmee de ongeslagen reeks in finales door.","<extra_id_0> voor het eerst in zijn <extra_id_1> gewonnen. De 21-jarige Spanjaard won de bloedstollende vijfsetter (3-6, 6-2, 7-5, 1-6, 2-6) van Alexander Zverev <extra_id_2> de <extra_id_3> in finales door.","carrière voor het eerst in zijn carrière gewonnen. De 21-jarige Spanjaard won de bloedstollende vijfsetter (3-6, 6-2, 7-5, 1-6, 2-6) van Alexander Zverev en gaat de eerste keer in finales door.","['Carlos Alcaraz heeft', 'carrire Roland Garros', 'en trok daarmee', 'ongeslagen reeks']","['carrière', 'carrière', 'en gaat', 'eerste keer']",11,30,1,"[0.8, 0.7142857142857143, 0.6666666666666666, 0.6875]",0.72
seq8-0,large,Met een spectaculaire reddingsoperatie wist het Isralische leger zaterdag vier gijzelaars te bevrijden. De prijs aan Palestijnse zijde is echter ongekend hoog. Wat betekent deze actie voor de ongeveer 120 gijzelaars die nog vastzitten?,Met een spectaculaire reddingsoperatie wist het Isralische leger zaterdag vier gijzelaars te bevrijden. De <extra_id_0> zijde is <extra_id_1> betekent deze actie voor de ongeveer 120 gijzelaars <extra_id_2>,Met een spectaculaire reddingsoperatie wist het Isralische leger zaterdag vier gijzelaars te bevrijden. De eerste zijde is vrij. Wat betekent deze actie voor de ongeveer 120 gijzelaars in de...,"['prijs aan Palestijnse', 'echter ongekend hoog. Wat', 'die nog vastzitten?']","['eerste', 'vrij. Wat', 'de...']",10,30,1,"[0.8571428571428571, 0.76, 0.8947368421052632]",0.84
seq9-0,large,"Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig land./ Een land om trots op te zijn. En zo gaat het nog een beetje door, totdat er onverwacht een lange zin volgt.","Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig land./ Een land <extra_id_0> op <extra_id_1> zo gaat <extra_id_2> beetje door, totdat er <extra_id_3> zin volgt.","Het hoofdlijnenakkoord van het kabinet-in-wording begint met een gedicht. Nederland is een prachtig land./ Een land dat op zichzelf lijkt. En zo gaat het een beetje door, totdat er een zin volgt.","['om trots', 'te zijn. En', 'het nog een', 'onverwacht een lange']","['dat', 'zichzelf lijkt. En', 'het een', 'een']",11,30,1,"[0.875, 0.5555555555555556, 0.36363636363636365, 0.85]",0.66
seq10-0,large,"En nog zijn PVV, VVD, NSC en BBB het niet eens over de verdeling van de ministersposten. Zo maken de vier partijen het het aanstaande kabinet wel heel lastig. Want als de nieuwe premier niet op de volgende Europese top van 27 juni verschijnt, staat hij al meteen 1-0 achter, schrijft politiek verslaggever Hans van Soest in dit commentaar.","En nog zijn PVV, VVD, NSC en BBB het niet eens over de verdeling van de ministersposten. Zo maken de vier partijen het <extra_id_0> wel heel lastig. Want als de nieuwe premier <extra_id_1> volgende Europese top van <extra_id_2> staat hij al <extra_id_3> schrijft politiek <extra_id_4> Soest <extra_id_5>","En nog zijn PVV, VVD, NSC en BBB het niet eens over de verdeling van de ministersposten. Zo maken de vier partijen het elkaar wel heel lastig. Want als de nieuwe premier de volgende Europese top van de partijen gaat halen, dan staat hij al schrijft politiek columnist Soest","['het aanstaande kabinet', 'niet op de', '27 juni verschijnt,', 'meteen 1-0 achter,', 'verslaggever Hans van', 'in dit commentaar.']","['elkaar', 'de', 'de partijen gaat halen, dan', '', 'columnist', '']",18,30,1,"[0.8636363636363636, 0.8, 0.8148148148148148, 1.0, 0.9047619047619048, 1.0]",0.9
