Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,small,Met een spectaculaire reddingsoperatie wist het Isralische leger zaterdag vier gijzelaars te bevrijden. De prijs aan Palestijnse zijde is echter ongekend hoog. Wat betekent deze actie voor de ongeveer 120 gijzelaars die nog vastzitten? En waarom zwijgen de meeste wereldleiders? Vijf vragen beantwoord.,Met een spectaculaire <extra_id_0> Isralische leger zaterdag vier gijzelaars te bevrijden. De prijs aan Palestijnse zijde is echter ongekend hoog. Wat betekent deze actie voor de ongeveer 120 gijzelaars die <extra_id_1> waarom zwijgen <extra_id_2> Vijf <extra_id_3>,Met een spectaculaire actie om het Isralische leger zaterdag vier gijzelaars te bevrijden. De prijs aan Palestijnse zijde is echter ongekend hoog. Wat betekent deze actie voor de ongeveer 120 gijzelaars die zich niet kennen en waarom zwijgen Vijf redenen,"['reddingsoperatie wist het', 'nog vastzitten? En', 'de meeste wereldleiders?', 'vragen beantwoord.']","['actie om het', 'zich niet kennen en', '', 'redenen']",11,25,1,"[0.68, 0.7368421052631579, 1.0, 0.7222222222222222]",0.78
seq1-0,small,Met een spectaculaire reddingsoperatie wist het Isralische leger zaterdag vier gijzelaars te bevrijden. De prijs aan Palestijnse zijde is echter ongekend hoog. Wat betekent deze actie voor de ongeveer 120 gijzelaars die nog vastzitten? En waarom zwijgen de meeste wereldleiders? Vijf vragen beantwoord.,Met een spectaculaire reddingsoperatie wist het Isralische leger zaterdag vier gijzelaars te bevrijden. De prijs aan Palestijnse zijde is echter ongekend hoog. <extra_id_0> deze actie <extra_id_1> 120 gijzelaars <extra_id_2> En waarom zwijgen de meeste <extra_id_3> beantwoord.,Met een spectaculaire reddingsoperatie wist het Isralische leger zaterdag vier gijzelaars te bevrijden. De prijs aan Palestijnse zijde is echter ongekend hoog. In deze actie waren 120 gijzelaars En waarom zwijgen de meeste Palestijnse zijde niet? De vraag is beantwoord.,"['Wat betekent', 'voor de ongeveer', 'die nog vastzitten?', 'wereldleiders? Vijf vragen']","['In', 'waren', '', 'Palestijnse zijde niet? De vraag is']",11,25,1,"[0.9166666666666666, 0.8125, 1.0, 0.7142857142857143]",0.86
seq2-0,small,"Op 1 juni begint de Nederlander Hermen Hulst als ceo van Sony Interactive Entertainment, de maker van PlayStation. Voorheen produceerde Hulst de succesvolle gameseries Killzone en Horizon. Hij krijgt de taak om s werelds grootste gamebedrijf door een tumultueuze tijd in de game-industrie te leiden.","Op 1 juni begint de Nederlander Hermen <extra_id_0> van Sony Interactive Entertainment, de maker van PlayStation. <extra_id_1> Hulst de <extra_id_2> en Horizon. Hij <extra_id_3> om s werelds grootste gamebedrijf door een tumultueuze tijd in de game-industrie te leiden.","Op 1 juni begint de Nederlander Hermen de eerste speler van Sony Interactive Entertainment, de maker van PlayStation. Hij Hulst de spelers van Battlefield en Horizon. Hij is bekend om s werelds grootste gamebedrijf door een tumultueuze tijd in de game-industrie te leiden.","['Hulst als ceo', 'Voorheen produceerde', 'succesvolle gameseries Killzone', 'krijgt de taak']","['de eerste speler', 'Hij', 'spelers van Battlefield', 'is bekend']",11,25,1,"[0.8125, 1.0, 0.7419354838709677, 0.7857142857142857]",0.84
seq3-0,small,"De liberaal-conservatieve Nieuw-Vlaamse Alliantie (N-VA) blijft de grootste partij in het Vlaams Parlement (25,2 procent). Dat melden Belgische media op basis van de helft van de getelde stemmen van de regionale verkiezingen, die vandaag tegelijk met de Europese en landelijke verkiezingen plaatsvonden.","De liberaal-conservatieve <extra_id_0> blijft de grootste partij in het Vlaams Parlement (25,2 procent). Dat melden Belgische media op basis van de helft van de <extra_id_1> regionale verkiezingen, <extra_id_2> met de Europese en landelijke verkiezingen plaatsvonden.","De liberaal-conservatieve partij blijft de grootste partij in het Vlaams Parlement (25,2 procent). Dat melden Belgische media op basis van de helft van de lokale en regionale verkiezingen, die met de Europese en landelijke verkiezingen plaatsvonden.","['Nieuw-Vlaamse Alliantie (N-VA)', 'getelde stemmen van de', 'die vandaag tegelijk']","['partij', 'lokale en', 'die']",10,25,1,"[0.9, 0.7727272727272727, 0.85]",0.84
seq4-0,small,"De elfde editie van de Willem IV Rally was een groot succes. Dat meldt Arne Verwoert van de organisatie. Dit jaar is er ruim 11.500 euro opgehaald voor het Ronald McDonald Huis Sophia Rotterdam. ,,De jongste deelnemer ooit, van dertien jaar oud, is samen met haar vader eerste geworden.","De elfde editie van de Willem IV Rally was een groot succes. Dat meldt Arne Verwoert <extra_id_0> Dit jaar is er ruim 11.500 euro opgehaald voor het Ronald McDonald Huis Sophia <extra_id_1> deelnemer <extra_id_2> jaar oud, is samen <extra_id_3> eerste geworden.","De elfde editie van de Willem IV Rally was een groot succes. Dat meldt Arne Verwoert Dit jaar is er ruim 11.500 euro opgehaald voor het Ronald McDonald Huis Sophia de deelnemer van de Willem IV Rally, 30 jaar oud, is samen met de eerste geworden.","['van de organisatie.', 'Rotterdam. ,,De jongste', 'ooit', 'van dertien', 'met haar vader']","['', 'de', 'van de Willem IV Rally, 30', 'met de']",12,25,1,"[1.0, 0.9130434782608695, 0.9615384615384616, 0.7272727272727273]",0.9
seq5-0,small,"Lieke Martens kon met een overwinning afscheid van het thuispubliek. Maar ze laat een kwetsbaar team achter, waarvan niemand vooralsnog kan inschatten waartoe het in staat is.",Lieke Martens kon met een <extra_id_0> het thuispubliek. Maar ze laat een kwetsbaar <extra_id_1> vooralsnog kan inschatten waartoe het in staat is.,Lieke Martens kon met een aantal kinderen moeten worden geholpen door het thuispubliek. Maar ze laat een kwetsbaar publiek vooralsnog kan inschatten waartoe het in staat is.,"['overwinning afscheid van', 'team achter', 'waarvan niemand']","['aantal kinderen moeten worden geholpen door', 'publiek']",7,25,1,"[0.8604651162790697, 0.9090909090909091]",0.88
seq6-0,small,NRC bespreekt deze weken de eindexamens na met deskundigen. Internist Jos Kooter over het vmbo gl- en tl-examen natuur- en scheikunde.,NRC bespreekt deze weken de eindexamens <extra_id_0> Internist Jos Kooter <extra_id_1> vmbo gl- en tl-examen natuur- en scheikunde.,NRC bespreekt deze weken de eindexamens van Internist Jos Kooter van het vmbo gl- en tl-examen natuur- en scheikunde.,"['na met deskundigen.', 'over het']","['van', 'van het']",5,25,1,"[0.8947368421052632, 0.375]",0.63
seq7-0,small,De Conservatieve Britse premier Sunak schreef twee weken geleden onverwachts verkiezingen uit. De campagnestrijd met Labour ging meteen volop van start. Maandag kwam Nigel Farage met een verrassing: hij doet alsnog mee.,De <extra_id_0> Sunak schreef twee weken geleden onverwachts verkiezingen uit. De campagnestrijd met Labour ging meteen volop van start. Maandag kwam Nigel <extra_id_1> verrassing: hij doet <extra_id_2>,De Jong Sunak schreef twee weken geleden onverwachts verkiezingen uit. De campagnestrijd met Labour ging meteen volop van start. Maandag kwam Nigel een verrassing: hij doet het niet.,"['Conservatieve Britse premier', 'Farage met een', 'alsnog mee.']","['Jong', 'een', 'niet.']",8,25,1,"[0.9285714285714286, 0.7857142857142857, 0.7272727272727273]",0.81
seq8-0,small,"Wie noodgedwongen zzper wordt, heeft het minder goed dan zelfstandigen die daar bewust voor kiezen, blijkt uit onderzoek van Rabobank.","Wie noodgedwongen zzper <extra_id_0> minder <extra_id_1> zelfstandigen die daar bewust voor kiezen, blijkt uit onderzoek van Rabobank.","Wie noodgedwongen zzper is minder dan zelfstandigen die daar bewust voor kiezen, blijkt uit onderzoek van Rabobank.","['wordt', 'heeft het', 'goed dan']","['is', 'dan']",5,25,1,"[1.0, 1.0]",1.0
seq9-0,small,Amsterdammers mogen donderdag behalve voor het Europees Parlement ook stemmen over groen in hun stad.,Amsterdammers mogen donderdag behalve voor het Europees <extra_id_0> groen in hun stad.,Amsterdammers mogen donderdag behalve voor het Europees Fonds groen in hun stad.,['Parlement ook stemmen over'],['Fonds'],4,25,1,[0.9230769230769231],0.92
seq10-0,small,Drie docenten van de zeevaartschool op Terschelling verloren hun baan na onderzoek over grensoverschrijdend gedrag. Dat onderzoek bleek niet te deugen  maar de sociale verhoudingen op het eiland staan nu wel op scherp.,Drie docenten <extra_id_0> zeevaartschool op Terschelling verloren hun baan na onderzoek over grensoverschrijdend gedrag. Dat onderzoek bleek niet te deugen maar de sociale verhoudingen <extra_id_1> staan <extra_id_2> scherp.,Drie docenten van de zeevaartschool op Terschelling verloren hun baan na onderzoek over grensoverschrijdend gedrag. Dat onderzoek bleek niet te deugen maar de sociale verhoudingen van de school staan zeer scherp.,"['van de', 'op het eiland', 'nu wel op']","['van de', 'van de school', 'zeer']",8,25,1,"[0.0, 0.8461538461538461, 0.8888888888888888]",0.58
seq11-0,small,"Netbeheerder Tennet heeft met de aanleg van een stroomkabel mogelijk onomkeerbare schade aangebracht aan kwetsbare natuur op landgoed Twickel, concludeerde de provincie Overijssel donderdag. In Twente is te zien hoe klimaatdoelen botsen met de natuuropgave.","Netbeheerder Tennet heeft met de aanleg <extra_id_0> mogelijk onomkeerbare schade aangebracht aan kwetsbare <extra_id_1> Twickel, concludeerde de provincie Overijssel donderdag. In Twente is <extra_id_2> klimaatdoelen botsen met de natuuropgave.","Netbeheerder Tennet heeft met de aanleg van mogelijk onomkeerbare schade aangebracht aan kwetsbare groepen, aldus Twickel, concludeerde de provincie Overijssel donderdag. In Twente is het mogelijk dat klimaatdoelen botsen met de natuuropgave.","['van een stroomkabel', 'natuur op landgoed', 'te zien hoe']","['van', 'groepen, aldus', 'het mogelijk dat']",9,25,1,"[0.8421052631578947, 0.8333333333333334, 0.75]",0.81
seq12-0,small,"Omdat grote banken nauwelijks met elkaar hoeven concurreren om spaarders, ontvangen klanten te lage rentes, concludeert ACM. De toezichthouder stelt onder meer het opzetten van een onafhankelijke vergelijkingssite voor.","Omdat grote <extra_id_0> hoeven concurreren om spaarders, ontvangen klanten te lage rentes, concludeert ACM. De toezichthouder stelt onder meer het opzetten van een <extra_id_1>","Omdat grote bedrijven niet hoeven concurreren om spaarders, ontvangen klanten te lage rentes, concludeert ACM. De toezichthouder stelt onder meer het opzetten van een spaarrekening.","['banken nauwelijks met elkaar', 'onafhankelijke vergelijkingssite voor.']","['bedrijven niet', 'spaarrekening.']",7,25,1,"[0.7857142857142857, 0.7631578947368421]",0.77
seq13-0,small,"Een kaalslag dreigt onder installateurs van zonnepanelen in Nederland. Niet alleen zijn de energieprijzen gezakt, ook de lucratieve salderingsregeling heeft haar langste tijd gehad.",Een <extra_id_0> installateurs van zonnepanelen in Nederland. Niet alleen zijn de <extra_id_1> de lucratieve salderingsregeling heeft haar langste tijd gehad.,Een van de beste installateurs van zonnepanelen in Nederland. Niet alleen zijn de leden van de lucratieve salderingsregeling heeft haar langste tijd gehad.,"['kaalslag dreigt onder', 'energieprijzen gezakt', 'ook']","['van de beste', 'leden van']",6,25,1,"[0.7619047619047619, 0.7619047619047619]",0.76
seq14-0,small,"In Wenen is een nieuw museum geopend dat gewijd is aan het Wiener Aktionismus, dat in de jaren zestig Oostenrijk opschudde met voorstellingen vol bloed en uitwerpselen. Had het beter vergeten kunnen worden?","In Wenen is een nieuw museum geopend dat gewijd is <extra_id_0> Aktionismus, dat in de jaren zestig Oostenrijk <extra_id_1> vol bloed en <extra_id_2> het beter vergeten kunnen worden?","In Wenen is een nieuw museum geopend dat gewijd is aan de Aktionismus, dat in de jaren zestig Oostenrijk vol bloed en geschiedenis. Zou het beter vergeten kunnen worden?","['aan het Wiener', 'opschudde met voorstellingen', 'uitwerpselen. Had']","['aan de', '', 'geschiedenis. Zou']",8,25,1,"[0.6428571428571429, 1.0, 0.8235294117647058]",0.82
seq15-0,small,Is dit fascisme? Het is de vraag die telkens terugkomt. Baudets opmerking over homeopathische verdunning: is dit fascisme? De bestorming van het Capitool: is dit fascisme? Poetins strijd tegen -lhbti-activisten: is dit fascisme?,Is dit fascisme? Het is de <extra_id_0> terugkomt. Baudets opmerking over homeopathische verdunning: is <extra_id_1> bestorming van het Capitool: is dit fascisme? Poetins strijd <extra_id_2> is dit fascisme?,Is dit fascisme? Het is de vraag waarom het terugkomt. Baudets opmerking over homeopathische verdunning: is dit fascisme? De bestorming van het Capitool: is dit fascisme? Poetins strijd is dit fascisme?,"['vraag die telkens', 'dit fascisme? De', 'tegen -lhbti-activisten:']","['vraag waarom het', 'dit fascisme? De', '']",8,25,1,"[0.5882352941176471, 0.0, 1.0]",0.53
seq16-0,small,"De discotheek is aan het verdwijnen in Itali. Van de ruim zevenduizend danspaleizen die eind jaren 90 in het land stonden, is nog maar de helft over. De rest is vervallen, verlaten of omgebouwd tot supermarkt of kantoor.","De discotheek is aan het verdwijnen in Itali. Van de ruim zevenduizend <extra_id_0> jaren 90 in het land stonden, is nog maar <extra_id_1> De rest is vervallen, verlaten of omgebouwd <extra_id_2>","De discotheek is aan het verdwijnen in Itali. Van de ruim zevenduizend singles die in de jaren 90 in het land stonden, is nog maar eens bekend. De rest is vervallen, verlaten of omgebouwd","['danspaleizen die eind', 'de helft over.', 'tot supermarkt of kantoor.']","['singles die in de', 'eens bekend.', '']",10,25,1,"[0.5714285714285714, 0.7857142857142857, 1.0]",0.79
seq17-0,small,"De totale waarde van de export van Made in Holland-producten is vorig jaar met ruim 5 procent gedaald ten opzichte van 2022. Er werd voor 19 miljard euro minder aan Nederlandse producten uitgevoerd dan een jaar eerder, meldt het Centraal Bureau voor de Statistiek (CBS).","De totale waarde van de export van Made in Holland-producten is vorig jaar met ruim 5 procent gedaald ten opzichte van 2022. Er werd voor <extra_id_0> minder aan <extra_id_1> uitgevoerd dan een jaar eerder, <extra_id_2> Bureau voor <extra_id_3>","De totale waarde van de export van Made in Holland-producten is vorig jaar met ruim 5 procent gedaald ten opzichte van 2022. Er werd voor minder aan exportactiviteiten uitgevoerd dan een jaar eerder, aldus het Bureau voor de Statistiek.","['19 miljard euro', 'Nederlandse producten', 'meldt het Centraal', 'de Statistiek (CBS).']","['', 'exportactiviteiten', 'aldus het', 'Statistiek.']",11,25,1,"[1.0, 0.7619047619047619, 0.7222222222222222, 0.45]",0.73
seq18-0,small,"Schrijven betaalt de hypotheek niet, daarom is Walter van den Berg ook Salesforce Marketing Cloud Developer  een bullshitbaan?","Schrijven betaalt de hypotheek niet, daarom is Walter <extra_id_0> Salesforce Marketing Cloud Developer een bullshitbaan?","Schrijven betaalt de hypotheek niet, daarom is Walter - Salesforce Marketing Cloud Developer een bullshitbaan?",['van den Berg ook'],['-'],4,25,1,[1.0],1.0
seq19-0,small,Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de Taliban vrouwenrechten drastisch beperkten. Vermindering van de internationale hulp zal dezelfde Afghaanse vrouwen die we hopen te steunen alleen maar meer laten lijden.,Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de <extra_id_0> beperkten. Vermindering van de internationale hulp zal dezelfde Afghaanse vrouwen die <extra_id_1> steunen <extra_id_2> laten lijden.,Miljoenen Afghanen leven onder de armoedegrens. Buitenlandse donoren bieden weinig hulp omdat de steun beperkten. Vermindering van de internationale hulp zal dezelfde Afghaanse vrouwen die zich steunen laten lijden.,"['Taliban vrouwenrechten drastisch', 'we hopen te', 'alleen maar meer']","['steun', 'zich', '']",9,25,1,"[0.9375, 0.9090909090909091, 1.0]",0.95
seq20-0,small,"Schrijven betaalt de hypotheek niet, daarom is Walter van den Berg ook Salesforce Marketing Cloud Developer  een bullshitbaan?","Schrijven betaalt de hypotheek niet, daarom is Walter van den <extra_id_0> Cloud Developer een bullshitbaan?","Schrijven betaalt de hypotheek niet, daarom is Walter van den Berg Cloud Developer een bullshitbaan?",['Berg ook Salesforce Marketing'],['Berg'],4,25,1,[0.8620689655172413],0.86
