Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,xl,"In de rubriek Aan de grens bericht De Groene over de laatste cijfers en ontwikkelingen op het gebied van vluchtelingen, migranten en grensbeleid. Deze week:","In de rubriek Aan de grens bericht De <extra_id_0> laatste cijfers <extra_id_1> het <extra_id_2> vluchtelingen, migranten en grensbeleid. Deze week:","In de rubriek Aan de grens bericht De Telegraaf de laatste cijfers over het aantal vluchtelingen, migranten en grensbeleid. Deze week:","['Groene over de', 'en ontwikkelingen op', 'gebied van']","['Telegraaf de', 'over', 'aantal']",8,30,24,"[0.6428571428571429, 0.9, 0.9]",0.81
seq1-0,xl,In zijn Kleine encyclopedie schetst Herman Vuijsje nieuwe inzichten over Nederland aan de hand van neologismen. Deze week:,In zijn Kleine encyclopedie schetst Herman Vuijsje <extra_id_0> over Nederland aan de hand van <extra_id_1>,In zijn Kleine encyclopedie schetst Herman Vuijsje de geschiedenis over Nederland aan de hand van,"['nieuwe inzichten', 'neologismen. Deze week:']","['de geschiedenis', '']",5,30,17,"[0.8125, 1.0]",0.91
seq2-0,xl, altijd meer dan ze kan of wil bespreken. Hier doet ze verslag van haar bevindingen en overwegingen bij de boeken die ze leest. Deze week:,altijd meer dan ze kan of wil bespreken. <extra_id_0> verslag van haar bevindingen <extra_id_1> bij <extra_id_2> ze leest. Deze week:,altijd meer dan ze kan of wil bespreken. Ze doet verslag van haar bevindingen en vertelt bij over wat ze leest. Deze week:,"['Hier doet ze', 'en overwegingen', 'de boeken die']","['Ze doet', 'en vertelt', 'over wat']",8,30,14,"[0.5, 0.5333333333333333, 0.7692307692307693]",0.6
seq3-0,xl,"De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke opwinding wist te zorgen, was Frits Bolkestein. Of het nu een tv-optreden bij de VPRO was of een toespraak op een theaterfestival, de VVD-leider stond steeds weer in het nieuws. Met hem opent De Groene daarom het nieuwe politieke jaar.","De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke opwinding wist te zorgen, <extra_id_0> Of het nu een tv-optreden bij de VPRO was <extra_id_1> op een theaterfestival, de VVD-leider <extra_id_2> in <extra_id_3> hem opent <extra_id_4> het <extra_id_5>","De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke opwinding wist te zorgen, was Mark Rutte. Of het nu een tv-optreden bij de VPRO was of op een theaterfestival, de VVD-leider wist in de zomer dat hem opent voor het nieuwe seizoen.","['was Frits Bolkestein.', 'of een toespraak', 'stond steeds weer', 'het nieuws. Met', 'De Groene daarom', 'nieuwe politieke jaar.']","['was Mark Rutte.', 'of', 'wist', 'de zomer dat', 'voor', 'seizoen.']",18,30,12,"[0.6190476190476191, 0.875, 0.8823529411764706, 0.7333333333333333, 0.875, 0.8181818181818182]",0.8
seq4-0,xl,Groene-redacteur Casper Thomas schrijft vanuit Washington over het Amerika van Donald Trump. In aflevering,Groene-redacteur Casper <extra_id_0> over het Amerika van Donald Trump. In aflevering,Groene-redacteur Casper de Vries schrijft over het Amerika van Donald Trump. In aflevering,['Thomas schrijft vanuit Washington'],['de Vries schrijft'],4,30,11,[0.7575757575757576],0.76
seq5-0,xl,De vaste kunstcritici van De Groene Amsterdammer selecteerden de meest in het oog springende cultuur van het nieuwe kunstseizoen. Tip,De vaste kunstcritici van De Groene <extra_id_0> meest in <extra_id_1> cultuur van het nieuwe kunstseizoen. Tip,De vaste kunstcritici van De Groene hebben de meest in blik op de cultuur van het nieuwe kunstseizoen. Tip,"['Amsterdammer selecteerden de', 'het oog springende']","['hebben de', 'blik op de']",6,30,11,"[0.7857142857142857, 0.7777777777777778]",0.78
seq6-0,xl,. Onze podcast is elke vrijdagochtend gratis beschikbaar via groene.nl/podcasts en via de andere bekende podcastkanalen,. Onze podcast is elke <extra_id_0> beschikbaar via groene.nl/podcasts en via <extra_id_1> podcastkanalen,. Onze podcast is elke week beschikbaar via groene.nl/podcasts en via de podcastkanalen,"['vrijdagochtend gratis', 'de andere bekende']","['week', 'de']",5,30,10,"[0.9523809523809523, 0.8823529411764706]",0.92
seq7-0,xl,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven in dictatoriaal Roemeni. Hoe hield ze zich staande onder het bewind van Ceauescu? Deel,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven <extra_id_0> Hoe hield ze <extra_id_1> het bewind <extra_id_2>,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven in Nederland. Hoe hield ze zich aan het bewind,"['in dictatoriaal Roemeni.', 'zich staande onder', 'van Ceauescu? Deel']","['in Nederland.', 'zich aan', '']",9,30,10,"[0.7083333333333334, 0.5555555555555556, 1.0]",0.75
seq8-0,xl,"Frans Verhagen is lid geworden van de PvdA, want op dit moment in de geschiedenis kun je niet meer blijven toekijken. Deze week:","<extra_id_0> geworden van de PvdA, <extra_id_1> moment in de geschiedenis kun je niet meer blijven toekijken. Deze week:","lid geworden van de PvdA, maar op zo'n moment in de geschiedenis kun je niet meer blijven toekijken. Deze week:","['Frans Verhagen is lid', 'want op dit']","['lid', ""maar op zo'n""]",7,30,9,"[0.8571428571428571, 0.5833333333333334]",0.72
seq9-0,xl,De komende weken zal Menno Grootveld stukken selecteren en vertalen van denkers over corona in de internationale pers. In aflevering,De komende weken zal Menno Grootveld stukken selecteren en vertalen van denkers <extra_id_0> de <extra_id_1> aflevering,De komende weken zal Menno Grootveld stukken selecteren en vertalen van denkers uit de hele wereld. Deze aflevering,"['over corona in', 'internationale pers. In']","['uit', 'hele wereld. Deze']",6,30,9,"[0.9285714285714286, 0.8260869565217391]",0.88
