Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,small,"In de rubriek Aan de grens bericht De Groene over de laatste cijfers en ontwikkelingen op het gebied van vluchtelingen, migranten en grensbeleid. Deze week:","In de rubriek Aan de grens bericht De <extra_id_0> laatste cijfers <extra_id_1> het <extra_id_2> vluchtelingen, migranten en grensbeleid. Deze week:","In de rubriek Aan de grens bericht De laatste cijfers De laatste cijfers van het nieuwe beleid vluchtelingen, migranten en grensbeleid. Deze week:","['Groene over de', 'en ontwikkelingen op', 'gebied van']","['laatste cijfers De', 'van', 'nieuwe beleid']",8,30.0,24,"[0.6666666666666666, 0.95, 0.8461538461538461]",0.82
seq1-0,small,In zijn Kleine encyclopedie schetst Herman Vuijsje nieuwe inzichten over Nederland aan de hand van neologismen. Deze week:,In zijn Kleine encyclopedie schetst Herman Vuijsje <extra_id_0> over Nederland aan de hand van <extra_id_1>,In zijn Kleine encyclopedie schetst Herman Vuijsje de verhalen over Nederland aan de hand van de verhalen.,"['nieuwe inzichten', 'neologismen. Deze week:']","['de verhalen', 'verhalen.']",5,30.0,17,"[0.75, 0.8260869565217391]",0.79
seq2-0,small, altijd meer dan ze kan of wil bespreken. Hier doet ze verslag van haar bevindingen en overwegingen bij de boeken die ze leest. Deze week:,altijd meer dan ze kan of wil bespreken. <extra_id_0> verslag van haar bevindingen <extra_id_1> bij <extra_id_2> ze leest. Deze week:,altijd meer dan ze kan of wil bespreken. Een verslag van haar bevindingen is bij iets wat ze leest. Deze week:,"['Hier doet ze', 'en overwegingen', 'de boeken die']","['Een', 'is', 'iets wat']",8,30.0,14,"[0.9166666666666666, 0.9333333333333333, 0.8461538461538461]",0.9
seq3-0,small,"De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke opwinding wist te zorgen, was Frits Bolkestein. Of het nu een tv-optreden bij de VPRO was of een toespraak op een theaterfestival, de VVD-leider stond steeds weer in het nieuws. Met hem opent De Groene daarom het nieuwe politieke jaar.","De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke opwinding wist te zorgen, <extra_id_0> Of het nu een tv-optreden bij de VPRO was <extra_id_1> op een theaterfestival, de VVD-leider <extra_id_2> in <extra_id_3> hem opent <extra_id_4> het <extra_id_5>","De zomerslaap is voorbij, het politieke seizoen is begonnen. De enige die gedurende de lange, landerige zomer nog voor politieke opwinding wist te zorgen, was politiek. Of het nu een tv-optreden bij de VPRO was of op een theaterfestival, de VVD-leider in de politieke strijd hem opent het politieke seizoen is begonnen.","['was Frits Bolkestein.', 'of een toespraak', 'stond steeds weer', 'het nieuws. Met', 'De Groene daarom', 'nieuwe politieke jaar.']","['was politiek.', 'of', '', 'de politieke strijd', '', 'begonnen.']",18,30.0,12,"[0.6190476190476191, 0.875, 1.0, 0.7894736842105263, 1.0, 0.8181818181818182]",0.85
seq4-0,small,Groene-redacteur Casper Thomas schrijft vanuit Washington over het Amerika van Donald Trump. In aflevering,Groene-redacteur Casper <extra_id_0> over het Amerika van Donald Trump. In aflevering,Groene-redacteur Casper van der Valk over het Amerika van Donald Trump. In aflevering,['Thomas schrijft vanuit Washington'],['van der Valk'],4,30.0,11,[0.8484848484848485],0.85
seq5-0,small,De vaste kunstcritici van De Groene Amsterdammer selecteerden de meest in het oog springende cultuur van het nieuwe kunstseizoen. Tip,De vaste kunstcritici van De Groene <extra_id_0> meest in <extra_id_1> cultuur van het nieuwe kunstseizoen. Tip,De vaste kunstcritici van De Groene Limburger is de meest in in de cultuur van het nieuwe kunstseizoen. Tip,"['Amsterdammer selecteerden de', 'het oog springende']","['Limburger is de', 'in de']",6,30.0,11,"[0.75, 0.7777777777777778]",0.76
seq6-0,small,. Onze podcast is elke vrijdagochtend gratis beschikbaar via groene.nl/podcasts en via de andere bekende podcastkanalen,. Onze podcast is elke <extra_id_0> beschikbaar via groene.nl/podcasts en via <extra_id_1> podcastkanalen,. Onze podcast is elke dag beschikbaar via groene.nl/podcasts en via de podcastkanalen,"['vrijdagochtend gratis', 'de andere bekende']","['dag', 'de']",5,30.0,10,"[0.8571428571428571, 0.8823529411764706]",0.87
seq7-0,small,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven in dictatoriaal Roemeni. Hoe hield ze zich staande onder het bewind van Ceauescu? Deel,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven <extra_id_0> Hoe hield ze <extra_id_1> het bewind <extra_id_2>,Mira Feticu ziet overeenkomsten tussen de quarantaine ten tijde van de coronacrisis en haar leven Hoe hield ze van het bewind -,"['in dictatoriaal Roemeni.', 'zich staande onder', 'van Ceauescu? Deel']","['', 'van', '-']",9,30.0,10,"[1.0, 0.8888888888888888, 1.0]",0.96
seq8-0,small,"Frans Verhagen is lid geworden van de PvdA, want op dit moment in de geschiedenis kun je niet meer blijven toekijken. Deze week:","<extra_id_0> geworden van de PvdA, <extra_id_1> moment in de geschiedenis kun je niet meer blijven toekijken. Deze week:","voorzitter geworden van de PvdA, dit moment in de geschiedenis kun je niet meer blijven toekijken. Deze week:","['Frans Verhagen is lid', 'want op dit']","['voorzitter', 'dit']",7,30.0,9,"[0.9047619047619048, 0.7272727272727273]",0.82
seq9-0,small,De komende weken zal Menno Grootveld stukken selecteren en vertalen van denkers over corona in de internationale pers. In aflevering,De komende weken zal Menno Grootveld stukken selecteren en vertalen van denkers <extra_id_0> de <extra_id_1> aflevering,De komende weken zal Menno Grootveld stukken selecteren en vertalen van denkers in de laatste aflevering,"['over corona in', 'internationale pers. In']","['in', 'laatste']",6,30.0,9,"[0.8571428571428571, 0.8695652173913043]",0.86
