Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,small,Na een kletsnatte maandag volgt een veelal wisselvallige en frisse week. Aangezien we midden in de piek van het hooikoortsseizoen zitten is dat goed nieuws voor hooikoortspatinten.,Na een kletsnatte maandag volgt een veelal wisselvallige en frisse <extra_id_0> we midden in de piek <extra_id_1> zitten is dat goed nieuws voor hooikoortspatinten.,Na een kletsnatte maandag volgt een veelal wisselvallige en frisse sfeer. Als we midden in de piek zitten is dat goed nieuws voor hooikoortspatinten.,"['week. Aangezien', 'van het hooikoortsseizoen']","['sfeer. Als', '']",5,20,1,"[0.7333333333333333, 1.0]",0.87
seq1-0,small,"Was aan de lijn is een levend kunstwerk. De was heeft een vaste volgorde, groot bij groot, soort bij soort, sok bij sok, kleur bij kleur. Daarbinnen kan alles. Een jurk in de wind heeft het drukdrukdruk, een overall spartelt of hij wordt gekieteld, een laken speelt spookje. Wasgoed heeft lust tot leven.","Was aan de lijn is een levend kunstwerk. <extra_id_0> een vaste volgorde, groot bij groot, soort bij soort, <extra_id_1> sok, kleur bij kleur. Daarbinnen kan alles. Een jurk in <extra_id_2> het drukdrukdruk, een overall spartelt of hij wordt gekieteld, een laken speelt spookje. <extra_id_3> tot leven.","Was aan de lijn is een levend kunstwerk. In een vaste volgorde, groot bij groot, soort bij soort, sok bij sok, kleur bij kleur. Daarbinnen kan alles. Een jurk in de lijn maakt het drukdrukdruk, een overall spartelt of hij wordt gekieteld, een laken speelt spookje. Hij komt tot leven.","['De was heeft', 'sok bij', 'de wind heeft', 'Wasgoed heeft lust']","['In', 'sok bij', 'de lijn maakt', 'Hij komt']",11,20,1,"[1.0, 0.0, 0.5384615384615384, 0.8888888888888888]",0.61
seq2-0,small,"Sinds Raemon Sluiter de Oekraense Elina Svitolina coacht, heeft zijn baan een andere betekenis. Voor ons geldt: wij ontkomen er niet aan, de oorlog en de verdere wereld is dagelijkse realiteit.","Sinds Raemon Sluiter de Oekraense Elina Svitolina coacht, heeft zijn baan <extra_id_0> Voor ons geldt: wij ontkomen er niet aan, de oorlog en de verdere <extra_id_1> realiteit.","Sinds Raemon Sluiter de Oekraense Elina Svitolina coacht, heeft zijn baan verloren. Voor ons geldt: wij ontkomen er niet aan, de oorlog en de verdere politieke realiteit.","['een andere betekenis.', 'wereld is dagelijkse']","['verloren.', 'politieke']",6,20,1,"[0.7619047619047619, 0.75]",0.76
seq3-0,small,"Was aan de lijn is een levend kunstwerk. De was heeft een vaste volgorde, groot bij groot, soort bij soort, sok bij sok, kleur bij kleur.","Was aan de lijn is een levend kunstwerk. De was heeft een vaste volgorde, groot bij <extra_id_0> soort, sok bij <extra_id_1> bij kleur.","Was aan de lijn is een levend kunstwerk. De was heeft een vaste volgorde, groot bij kleur en soort, sok bij kleur en donker bij kleur.","['groot', 'soort bij', 'sok', 'kleur']","['kleur en', 'kleur en donker']",5,20,1,"[0.875, 0.8666666666666667]",0.87
seq4-0,small,"Vanaf deze zomer kan er gesurft worden in een gracht, in hartje Rotterdam. Al kwam Rif010 niet zonder slag of stoot tot stand.","Vanaf deze zomer kan er gesurft <extra_id_0> gracht, in hartje Rotterdam. Al kwam Rif010 niet <extra_id_1> of stoot tot stand.","Vanaf deze zomer kan er gesurft worden met gracht, in hartje Rotterdam. Al kwam Rif010 niet kwam de rook of stoot tot stand.","['worden in een', 'zonder slag']","['worden met', 'kwam de rook']",5,20,1,"[0.38461538461538464, 0.8333333333333334]",0.61
seq5-0,small,"Theo Heuft, oprichter van Yab Yum, de roemruchte Amsterdamse seksclub in een 17e-eeuws grachtenpand, is op 89-jarige leeftijd overleden.","Theo Heuft, oprichter van Yab Yum, de roemruchte Amsterdamse seksclub in een 17e-eeuws grachtenpand, is <extra_id_0>","Theo Heuft, oprichter van Yab Yum, de roemruchte Amsterdamse seksclub in een 17e-eeuws grachtenpand, is bekend.",['op 89-jarige leeftijd overleden.'],['bekend.'],4,20,1,[0.875],0.88
seq6-0,small,"OpenAI, het bedrijf achter ChatGPT, schort een AI-stem op die sterk aan de stem van actrice Scarlett Johansson doet denken.","OpenAI, het <extra_id_0> een AI-stem op die sterk aan de stem van actrice Scarlett Johansson doet denken.","OpenAI, het zich een AI-stem op die sterk aan de stem van actrice Scarlett Johansson doet denken.","['bedrijf achter ChatGPT', 'schort']",['zich'],4,20,1,[0.8636363636363636],0.86
seq7-0,small,"Voor het eerst sinds hij twee jaar geleden de troon besteeg, kunnen Britten de hand leggen op een papieren koning Charles III van het Verenigd Koninkrijk.","Voor het eerst sinds hij twee jaar geleden de troon besteeg, kunnen <extra_id_0> hand leggen op een papieren koning Charles <extra_id_1> Verenigd Koninkrijk.","Voor het eerst sinds hij twee jaar geleden de troon besteeg, kunnen we hand leggen op een papieren koning Charles in het Verenigd Koninkrijk.","['Britten de', 'III van het']","['we', 'in het']",5,20,1,"[0.9, 0.5454545454545454]",0.72
seq8-0,small,"Film- en serieliefhebbers zijn steeds meer geld kwijt aan streamingdiensten als Netflix, Videoland en Disney Plus. Nu de diensten een plek op de Nederlandse markt veroverd hebben, zoeken ze naar andere manieren om hun inkomsten op te krikken.","Film- en serieliefhebbers zijn steeds meer geld kwijt aan streamingdiensten als Netflix, Videoland en Disney Plus. Nu de diensten een plek op de <extra_id_0> hebben, <extra_id_1> naar andere manieren om hun <extra_id_2> krikken.","Film- en serieliefhebbers zijn steeds meer geld kwijt aan streamingdiensten als Netflix, Videoland en Disney Plus. Nu de diensten een plek op de markt hebben, kijk je naar andere manieren om hun geld te krikken.","['Nederlandse markt veroverd', 'zoeken ze', 'inkomsten op te']","['markt', 'kijk je', 'geld te']",8,20,1,"[0.8076923076923077, 0.6666666666666666, 0.7333333333333333]",0.74
seq9-0,small,"De formerende partijen hebben een akkoord bereikt over de verdeling van de ministerposten in het kabinet-Schoof. Dat laat PVV-leider Geert Wilders dinsdag weten: We zijn eruit. Goed nieuws, de rest horen jullie later. Naar verwachting begint formateur Richard van Zwol nog deze week met het ontvangen van de kandidaat-bewindslieden.","De formerende partijen hebben een akkoord bereikt over de verdeling van de ministerposten in het kabinet-Schoof. Dat laat PVV-leider <extra_id_0> weten: We zijn eruit. Goed nieuws, de rest horen jullie later. Naar verwachting begint formateur Richard <extra_id_1> deze week <extra_id_2> de kandidaat-bewindslieden.","De formerende partijen hebben een akkoord bereikt over de verdeling van de ministerposten in het kabinet-Schoof. Dat laat PVV-leider Gerard van der Velden weten: We zijn eruit. Goed nieuws, de rest horen jullie later. Naar verwachting begint formateur Richard van der Velden deze week met de kandidaat-bewindslieden.","['Geert Wilders dinsdag', 'van Zwol nog', 'met het ontvangen van']","['Gerard van der Velden', 'van der Velden', 'met']",10,20,1,"[0.6666666666666666, 0.7142857142857143, 0.8571428571428571]",0.75
seq10-0,small,"Ze zorgen al lange tijd voor grote problemen op verschillende plekken in Utrecht: drugsgebruikers op straat. Vorig jaar zorgden zon 120 verslaafden op het Lucasbolwerk voor overlast, maar nadat daar maatregelen werden genomen, verplaatste de groep zich naar Park Lepelenburg.","Ze zorgen al lange tijd voor grote problemen op verschillende plekken in Utrecht: drugsgebruikers op straat. Vorig jaar zorgden zon 120 <extra_id_0> het Lucasbolwerk voor overlast, maar nadat daar maatregelen werden <extra_id_1> groep zich <extra_id_2>","Ze zorgen al lange tijd voor grote problemen op verschillende plekken in Utrecht: drugsgebruikers op straat. Vorig jaar zorgden zon 120 mensen in het Lucasbolwerk voor overlast, maar nadat daar maatregelen werden genomen, liet de groep zich beperken.","['verslaafden op', 'genomen', 'verplaatste de', 'naar Park Lepelenburg.']","['mensen in', 'genomen, liet de', 'beperken.']",8,20,1,"[0.6428571428571429, 0.5625, 0.7857142857142857]",0.66
seq11-0,small,"Het campagneteam van de Amerikaanse president Joe Biden heeft een nieuwe vacature: een meme-manager, die moet zorgen dat filmpjes en fotos die Biden aantrekkelijk maken voor jongeren viraal gaan.","Het campagneteam van de Amerikaanse president Joe Biden heeft een nieuwe vacature: een meme-manager, die moet zorgen dat <extra_id_0> die <extra_id_1> voor jongeren viraal gaan.","Het campagneteam van de Amerikaanse president Joe Biden heeft een nieuwe vacature: een meme-manager, die moet zorgen dat mensen die campagne voor jongeren viraal gaan.","['filmpjes en fotos', 'Biden aantrekkelijk maken']","['mensen', 'campagne']",6,20,1,"[0.7647058823529411, 0.88]",0.82
seq12-0,small,"Hoe weet je of je bij de groep hoort die te veel betaalt voor een zorgverzekering? Meer dan de helft van de Nederlanders betaalt namelijk onnodig veel, blijkt uit onderzoek. Wat kun je hier tegen doen? Vijf veelgestelde vragen en antwoorden. ,,Veel mensen kiezen voor gemak en komen dan op een dure polis uit.",Hoe weet je of je bij de groep hoort die te veel betaalt voor een <extra_id_0> de helft van de Nederlanders betaalt namelijk <extra_id_1> uit <extra_id_2> je hier tegen doen? Vijf veelgestelde vragen en antwoorden. <extra_id_3> kiezen voor gemak en komen dan op een dure polis uit.,Hoe weet je of je bij de groep hoort die te veel betaalt voor een bedrag? Ongeveer de helft van de Nederlanders betaalt namelijk te veel uit Wat kan je hier tegen doen? Vijf veelgestelde vragen en antwoorden. We kiezen voor gemak en komen dan op een dure polis uit.,"['zorgverzekering? Meer dan', 'onnodig veel', 'blijkt', 'onderzoek. Wat kun', ',,Veel mensen']","['bedrag? Ongeveer', 'te veel', 'Wat kan', 'We']",11,20,1,"[0.76, 0.5833333333333334, 0.8571428571428571, 0.9444444444444444]",0.79
