Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,small,| Het Financieele Dagblad FD.nl maakt gebruik van cookies om de website en het gebruiksgemak te verbeteren. Voor meer informatie klik hier.X,| Het Financieele Dagblad FD.nl maakt gebruik <extra_id_0> de website en het gebruiksgemak te verbeteren. <extra_id_1> klik hier.X,| Het Financieele Dagblad FD.nl maakt gebruik van cookies om de website en het gebruiksgemak te verbeteren. Maak een keuze en klik hier.X,"['van cookies om', 'Voor meer informatie']","['van cookies om', 'Maak een keuze en']",6,25.0,28,"[0.0, 0.8]",0.4
seq1-0,small,) Internationale economie (27514) Multinationals (18103) Investeringen (16375) Aandelen (14436) Verenigde Staten (13850) Omzetcijfers (13455) Arbeidsmarkt (12921) EU (11642) Jaarverslag (11233),) Internationale economie (27514) Multinationals (18103) <extra_id_0> (14436) Verenigde Staten (13850) Omzetcijfers (13455) <extra_id_1> EU (11642) Jaarverslag (11233),) Internationale economie (27514) Multinationals (18103) Economie (14436) Verenigde Staten (13850) Omzetcijfers (13455) Economie EU (11642) Jaarverslag (11233),"['Investeringen (16375) Aandelen', 'Arbeidsmarkt (12921)']","['Economie', 'Economie']",5,25.0,18,"[0.9333333333333333, 0.95]",0.94
seq2-0,small,(1) Internationale economie (27514) Multinationals (18118) Investeringen (16522) Aandelen (14591) Verenigde Staten (13860) Omzetcijfers (13485) Arbeidsmarkt (12979) EU (11788) Jaarverslag (11240),(1) Internationale economie (27514) Multinationals (18118) Investeringen (16522) Aandelen <extra_id_0> Staten (13860) Omzetcijfers (13485) Arbeidsmarkt <extra_id_1> Jaarverslag (11240),(1) Internationale economie (27514) Multinationals (18118) Investeringen (16522) Aandelen (8814) Staten (13860) Omzetcijfers (13485) Arbeidsmarkt (8814) Jaarverslag (11240),"['(14591) Verenigde', '(12979) EU (11788)']","['(8814)', '(8814)']",5,25.0,14,"[0.8823529411764706, 0.8333333333333334]",0.86
seq3-0,small,) Internationale economie (27514) Multinationals (18118) Investeringen (16523) Aandelen (14593) Verenigde Staten (13860) Omzetcijfers (13486) Arbeidsmarkt (12979) EU (11791) Jaarverslag (11240),) Internationale economie (27514) Multinationals <extra_id_0> (16523) Aandelen (14593) Verenigde Staten <extra_id_1> Arbeidsmarkt (12979) EU (11791) Jaarverslag (11240),) Internationale economie (27514) Multinationals (28015) Economie (16523) Aandelen (14593) Verenigde Staten (1379) Arbeidsmarkt (12979) EU (11791) Jaarverslag (11240),"['(18118) Investeringen', '(13860) Omzetcijfers (13486)']","['(28015) Economie', '(1379)']",5,25.0,13,"[0.6666666666666666, 0.8571428571428571]",0.76
seq4-0,small,) Internationale economie (27514) Multinationals (18118) Investeringen (16522) Aandelen (14591) Verenigde Staten (13860) Omzetcijfers (13485) Arbeidsmarkt (12979) EU (11788) Jaarverslag (11240),) Internationale economie (27514) Multinationals (18118) Investeringen (16522) Aandelen (14591) Verenigde <extra_id_0> Omzetcijfers (13485) <extra_id_1> (11788) Jaarverslag (11240),) Internationale economie (27514) Multinationals (18118) Investeringen (16522) Aandelen (14591) Verenigde Staten (1379) Omzetcijfers (13485) Fonds (11788) Jaarverslag (11240),"['Staten (13860)', 'Arbeidsmarkt (12979) EU']","['Staten (1379)', 'Fonds']",5,25.0,11,"[0.21428571428571427, 0.9130434782608695]",0.56
seq5-0,small, In De Vonk vertelt wekelijks iemand over een beslissend moment in zijn of haar loopbaan. Deze week:,In De Vonk vertelt wekelijks iemand over een beslissend moment in <extra_id_0> Deze week:,In De Vonk vertelt wekelijks iemand over een beslissend moment in de maatschappij. Deze week:,['zijn of haar loopbaan.'],['de maatschappij.'],4,25.0,11,[0.7727272727272727],0.77
seq6-0,small,(1) Internationale economie (27514) Multinationals (18118) Investeringen (16518) Aandelen (14590) Verenigde Staten (13860) Omzetcijfers (13485) Arbeidsmarkt (12979) EU (11781) Jaarverslag (11240),(1) Internationale <extra_id_0> (18118) Investeringen (16518) Aandelen (14590) Verenigde Staten (13860) Omzetcijfers (13485) Arbeidsmarkt (12979) <extra_id_1> Jaarverslag (11240),(1) Internationale markt (18118) Investeringen (16518) Aandelen (14590) Verenigde Staten (13860) Omzetcijfers (13485) Arbeidsmarkt (12979) Fondsmarkt (1180) Jaarverslag (11240),"['economie (27514) Multinationals', 'EU (11781)']","['markt', 'Fondsmarkt (1180)']",5,25.0,10,"[0.9354838709677419, 0.7058823529411765]",0.82
seq7-0,small,In De Vonk vertelt wekelijks iemand over een beslissend moment in zijn of haar loopbaan. Deze week:,In De <extra_id_0> over een beslissend moment in zijn of haar loopbaan. Deze week:,In De over een beslissend moment in zijn of haar loopbaan. Deze week:,['Vonk vertelt wekelijks iemand'],[''],4,25.0,8,[1.0],1.0
seq8-0,small,) Internationale economie (27514) Multinationals (18134) Investeringen (16629) Aandelen (14714) Verenigde Staten (13862) Omzetcijfers (13595) Arbeidsmarkt (13011) EU (11889) Jaarverslag (11247),) Internationale economie <extra_id_0> Investeringen (16629) Aandelen (14714) Verenigde Staten (13862) Omzetcijfers (13595) Arbeidsmarkt (13011) EU <extra_id_1> (11247),) Internationale economie (1676) Investeringen (16629) Aandelen (14714) Verenigde Staten (13862) Omzetcijfers (13595) Arbeidsmarkt (13011) EU (121) Economie (11247),"['(27514) Multinationals (18134)', '(11889) Jaarverslag']","['(1676)', '(121) Economie']",5,25.0,8,"[0.9, 0.7894736842105263]",0.84
seq9-0,small,) Internationale economie (27514) Multinationals (18134) Investeringen (16618) Aandelen (14707) Verenigde Staten (13862) Omzetcijfers (13588) Arbeidsmarkt (13008) EU (11888) Jaarverslag (11247),) Internationale economie (27514) Multinationals (18134) Investeringen (16618) Aandelen (14707) Verenigde Staten (13862) Omzetcijfers <extra_id_0> (13008) EU <extra_id_1>,) Internationale economie (27514) Multinationals (18134) Investeringen (16618) Aandelen (14707) Verenigde Staten (13862) Omzetcijfers (13004) Economie (13008) EU (),"['(13588) Arbeidsmarkt', '(11888) Jaarverslag (11247)']","['(13004) Economie', '()']",5,25.0,8,"[0.7, 0.9259259259259259]",0.81
