Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,large,"Kunst & Cultuur Arrival Praten in cirkels Vormgeving is vanaf de eerste scne de drager van betekenis in Arrival, Denis Villeneuves nieuwe film over het eerste contact tussen mensen en buitenaardse wezens.  Met trage camerabewegingen en vervreemdende geluiddesigns creert de Canadese filmmaker een wereld die we nt niet kennen","Kunst & Cultuur Arrival Praten <extra_id_0> is vanaf de eerste scne de drager van betekenis in Arrival, <extra_id_1> over het eerste contact tussen mensen en buitenaardse wezens. Met trage camerabewegingen en vervreemdende geluiddesigns creert de Canadese filmmaker een wereld die we nt niet kennen","Kunst & Cultuur Arrival Praten met de camera is vanaf de eerste scne de drager van betekenis in Arrival, een film over het eerste contact tussen mensen en buitenaardse wezens. Met trage camerabewegingen en vervreemdende geluiddesigns creert de Canadese filmmaker een wereld die we nt niet kennen","['in cirkels Vormgeving', 'Denis Villeneuves nieuwe film']","['met de camera', 'een film']",7,15,1,"[0.8095238095238095, 0.7241379310344828]",0.77
seq1-0,large,"18 november 2009 Jaargang 133, Nr.  47 Aart Brouwer, 18 november 2009 Baas in Brussel Margreet Fogteloo, 18 november 2009 Voertuig-verliesuren Bij zijn ideen voor filebestrijding gaat minister Eurlings uit van de impliciete vooronderstelling dat de automobilist gevoelig is voor de kilometerprijzen","18 november 2009 Jaargang 133, Nr. 47 Aart Brouwer, 18 november 2009 Baas in Brussel Margreet Fogteloo, <extra_id_0> Voertuig-verliesuren Bij zijn ideen voor filebestrijding gaat minister Eurlings uit van de impliciete vooronderstelling dat de automobilist gevoelig is <extra_id_1>","18 november 2009 Jaargang 133, Nr. 47 Aart Brouwer, 18 november 2009 Baas in Brussel Margreet Fogteloo, 18 november 2009 Voertuig-verliesuren Bij zijn ideen voor filebestrijding gaat minister Eurlings uit van de impliciete vooronderstelling dat de automobilist gevoelig is voor vertragingen.","['18 november 2009', 'voor de kilometerprijzen']","['18 november 2009', 'vertragingen.']",6,15,1,"[0.0, 0.75]",0.38
seq2-0,large,"Kunst & Cultuur Televisie: Vrouw op Mars Meisjes van de sigarenfabriek Fidan Ekiz presenteert Vrouw op Mars  BNNVARA Fidan Ekiz heeft haar familie- en migratiegeschiedenis behandeld in Veerboot naar Holland.  In De pen & Het zwaard was ze al tout court televisiejournalist, persvrijheid in zes landen onderzoekend (waaronder uiteraard Turkije)",Kunst & Cultuur Televisie: Vrouw op Mars Meisjes van de sigarenfabriek Fidan Ekiz presenteert Vrouw op Mars BNNVARA Fidan Ekiz heeft haar familie- en migratiegeschiedenis behandeld in Veerboot naar Holland. In De <extra_id_0> zwaard was ze al tout court <extra_id_1> zes landen onderzoekend (waaronder <extra_id_2>,Kunst & Cultuur Televisie: Vrouw op Mars Meisjes van de sigarenfabriek Fidan Ekiz presenteert Vrouw op Mars BNNVARA Fidan Ekiz heeft haar familie- en migratiegeschiedenis behandeld in Veerboot naar Holland. In De kleine zwaard was ze al tout court zes landen onderzoekend (waaronder Nederland) en in Vrouw op...,"['pen & Het', 'televisiejournalist', 'persvrijheid in', 'uiteraard Turkije)']","['kleine', '', 'op...']",8,15,1,"[0.8888888888888888, 1.0, 1.0]",0.96
seq3-0,large,"Braziliaanse klassenstrijd om de fiets So Paulo  Wie fietst, die deugt niet.  Met die woorden becommentarieerde Francisco da Costa Porto (74) de geplande aanleg van een fietspad door zijn straat Honduras, in de chique Jardins (tuinwijk) van So Paulo, in de Braziliaanse pers: Dat weten we vandaag de dag toch","Braziliaanse klassenstrijd om de fiets So Paulo Wie fietst, die deugt <extra_id_0> woorden becommentarieerde Francisco da Costa Porto (74) de geplande aanleg van een fietspad door zijn straat Honduras, in de <extra_id_1> van So Paulo, in de Braziliaanse pers: Dat weten we vandaag de <extra_id_2>","Braziliaanse klassenstrijd om de fiets So Paulo Wie fietst, die deugt Met die woorden becommentarieerde Francisco da Costa Porto (74) de geplande aanleg van een fietspad door zijn straat Honduras, in de binnenstad van So Paulo, in de Braziliaanse pers: Dat weten we vandaag de dag al.","['niet. Met die', 'chique Jardins (tuinwijk)', 'dag toch']","['Met die', 'binnenstad', 'al.']",8,15,1,"[0.46153846153846156, 0.8, 0.875]",0.71
seq4-0,large,"Door regelmatig mee te doen aan de jaarlijkse volksafspraak op 4 mei om 20. 00 uur op de Dam in Amsterdam ontdekte ik dat verschillende mensen, generaties en nationaliteiten hun eigen volk en eigen doden herdenken","Door regelmatig mee te doen aan de jaarlijkse <extra_id_0> 4 mei om 20. 00 uur op de Dam in Amsterdam ontdekte ik dat verschillende mensen, generaties en nationaliteiten hun eigen volk <extra_id_1> herdenken","Door regelmatig mee te doen aan de jaarlijkse bijeenkomst van de Vrijheidsdag op 4 mei om 20. 00 uur op de Dam in Amsterdam ontdekte ik dat verschillende mensen, generaties en nationaliteiten hun eigen volk en cultuur herdenken","['volksafspraak op', 'en eigen doden']","['bijeenkomst van de Vrijheidsdag op', 'en cultuur']",5,15,1,"[0.7647058823529411, 0.7857142857142857]",0.78
seq5-0,large,Duitserworst en andere verhalen Laatst was ik even in Frankrijk in het dorpje waar ik altijd met mijn ouders op vakantie was.  Na veertig jaar terug,Duitserworst en andere verhalen Laatst was ik even in Frankrijk <extra_id_0> ik altijd met mijn ouders op vakantie was. Na veertig jaar terug,Duitserworst en andere verhalen Laatst was ik even in Frankrijk waar ik altijd met mijn ouders op vakantie was. Na veertig jaar terug,['in het dorpje waar'],['waar'],4,15,1,[0.7777777777777778],0.78
seq6-0,large,"De doodsangst van Bill Gates Dat gaat me toch een revolutie worden, die digitale snelweg.  De rijkste man ter wereld schreef er een boek over","De doodsangst van Bill Gates Dat <extra_id_0> revolutie worden, die digitale snelweg. De rijkste man ter wereld schreef er een boek over","De doodsangst van Bill Gates Dat zou een revolutie worden, die digitale snelweg. De rijkste man ter wereld schreef er een boek over",['gaat me toch een'],['zou een'],4,15,1,[0.6875],0.69
seq7-0,large,"Serene onrust Serenity & Anxiety.  Onder dat alomvattende motto bracht het Holland Festival in 2009 veel goede voorstellingen uit Japan, India, Vietnam, Amerika, Zuid-Afrika, Frankrijk, Duitsland en uit Nederland","Serene onrust Serenity & Anxiety. Onder dat alomvattende motto bracht het Holland Festival in 2009 veel goede voorstellingen uit Japan, India, Vietnam, Amerika, Zuid-Afrika, <extra_id_0> Nederland","Serene onrust Serenity & Anxiety. Onder dat alomvattende motto bracht het Holland Festival in 2009 veel goede voorstellingen uit Japan, India, Vietnam, Amerika, Zuid-Afrika, Frankrijk en Nederland","['Frankrijk', 'Duitsland en uit']",['Frankrijk en'],4,15,1,[0.25],0.25
seq8-0,large,"Kunst & Cultuur Toneel - Kings of War Bevroren kroon Ivo van Hoves bewerking van vijf histories van Shakespeare, Hendrik V, drie delen van Hendrik VI en Richard III, keert een half jaar na de premire terug in Amsterdam.  De marathon (vier uur) gaat over de schijngestalten van leiderschap","Kunst & Cultuur Toneel - Kings of War <extra_id_0> van Hoves bewerking van vijf histories van Shakespeare, Hendrik V, drie delen van Hendrik VI en Richard III, keert een half jaar na de premire terug in Amsterdam. De marathon (vier uur) gaat over <extra_id_1>","Kunst & Cultuur Toneel - Kings of War - Vrij van Hoves bewerking van vijf histories van Shakespeare, Hendrik V, drie delen van Hendrik VI en Richard III, keert een half jaar na de premire terug in Amsterdam. De marathon (vier uur) gaat over de...","['Bevroren kroon Ivo', 'de schijngestalten van leiderschap']","['- Vrij', 'de...']",7,15,1,"[0.8888888888888888, 0.9411764705882353]",0.92
seq9-0,large,"Een beproeving noemt ze het islamitische terrorisme dat op 19 december nu ook Berlijn heeft getroffen.  Merkel richt met deze benaming duidelijk geen oorlogsverklaring aan IS, zoals Franois Hollande dat deed na de aanslagen in Parijs","Een beproeving noemt ze het islamitische terrorisme dat op 19 december nu ook Berlijn heeft getroffen. Merkel richt <extra_id_0> benaming duidelijk geen oorlogsverklaring aan IS, zoals Franois Hollande dat <extra_id_1> aanslagen in Parijs","Een beproeving noemt ze het islamitische terrorisme dat op 19 december nu ook Berlijn heeft getroffen. Merkel richt met die benaming duidelijk geen oorlogsverklaring aan IS, zoals Franois Hollande dat deed bij de aanslagen in Parijs","['met deze', 'deed na de']","['met die', 'deed bij de']",5,15,1,"[0.25, 0.2727272727272727]",0.26
