Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,base,dagen zijn de gemeenteraadsverkiezingen. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,dagen zijn de gemeenteraadsverkiezingen. <extra_id_0> deze politieke nieuwsbrief per mail te ontvangen.,dagen zijn de gemeenteraadsverkiezingen. U bent vanaf nu in staat deze politieke nieuwsbrief per mail te ontvangen.,['Schrijf je in om'],['U bent vanaf nu in staat'],4,30.0,23,[0.75],0.75
seq1-0,base,Problemen met bedrijven en overheidsdiensten? Help@NRC gaat elke woensdag op zoek naar antwoorden. Vandaag:,Problemen <extra_id_0> Help@NRC gaat elke woensdag op zoek naar antwoorden. Vandaag:,Problemen Help@NRC gaat elke woensdag op zoek naar antwoorden. Vandaag:,['met bedrijven en overheidsdiensten?'],[''],4,30.0,22,[1.0],1.0
seq2-0,base,van de formatie. Schrijf je in voor De Haagse Stemming om deze (di-do-za) als nieuwsbrief te ontvangen.,van de formatie. Schrijf <extra_id_0> De Haagse Stemming om deze <extra_id_1> nieuwsbrief te ontvangen.,van de formatie. Schrijf je in voor De Haagse Stemming om deze in de nieuwsbrief te ontvangen.,"['je in voor', '(di-do-za) als']","['je in voor', 'in de']",5,30.0,20,"[0.0, 0.8571428571428571]",0.43
seq3-0,base,<BR> Land: Thailand<BR> Opgeist door: Niet opgeist<BR> Aantal doden: 1<BR> Aantal gewonden: 0<BR> Methode: moordaanslag<BR> Plaats:,<BR> Land: Thailand<BR> Opgeist door: Niet opgeist<BR> Aantal <extra_id_0> gewonden: <extra_id_1> moordaanslag<BR> Plaats:,<BR> Land: Thailand<BR> Opgeist door: Niet opgeist<BR> Aantal doden en gewonden: 1 moordaanslag<BR> Plaats:,"['doden: 1<BR> Aantal', '0<BR> Methode:']","['doden en', '1']",5,30.0,20,"[0.631578947368421, 1.0]",0.82
seq4-0,base,Pieter Steinz heeft de spierziekte ALS en verbindt het verloop van zijn ziekte met de boeken die hij (her)leest. Deze week:,Pieter Steinz heeft de spierziekte ALS en verbindt het verloop van zijn <extra_id_0> boeken die hij <extra_id_1>,Pieter Steinz heeft de spierziekte ALS en verbindt het verloop van zijn leven met de boeken die hij schreef.,"['ziekte met de', '(her)leest. Deze week:']","['leven met de', 'schreef.']",6,30.0,18,"[0.38461538461538464, 0.8181818181818182]",0.6
seq5-0,base,"/ The Kobal Collection ] Editorial use only related to cinema, television and personalities. Not for cover use, advertising or fictional works without specific prior agreement The Picture Desk","<extra_id_0> Collection ] <extra_id_1> related to cinema, television and <extra_id_2> cover use, advertising or fictional works without specific prior agreement The Picture Desk","[ Collection ] - Terms related to cinema, television and film may cover use, advertising or fictional works without specific prior agreement The Picture Desk","['/ The Kobal', 'Editorial use only', 'personalities. Not for']","['[', '- Terms', 'film may']",9,30.0,17,"[1.0, 0.8888888888888888, 0.9090909090909091]",0.93
seq6-0,base,Deze rubriek belicht elke dinsdag kwesties uit het bedrijfsleven waarover de rechter zich onlangs uitsprak. Vandaag:,Deze rubriek belicht elke dinsdag kwesties uit het <extra_id_0> de rechter <extra_id_1> Vandaag:,Deze rubriek belicht elke dinsdag kwesties uit het onderwerp. Klik op de rechter Vandaag:,"['bedrijfsleven waarover', 'zich onlangs uitsprak.']","['onderwerp. Klik op', '']",5,30.0,16,"[0.8636363636363636, 1.0]",0.93
seq7-0,base,? Onderaan dit artikel kunnen abonnees op die vraag reageren. Hier vind je meer over reageren op NRC.nl.,? Onderaan dit artikel kunnen abonnees op die <extra_id_0> vind je <extra_id_1> reageren op NRC.nl.,? Onderaan dit artikel kunnen abonnees op die vraag vind je zeker reageren op NRC.nl.,"['vraag reageren. Hier', 'meer over']","['vraag', 'zeker']",5,30.0,15,"[0.75, 0.6666666666666666]",0.71
seq8-0,base,dagen op het integriteitsonderzoek naar Wybren van Haga. Schrijf je in om deze politieke nieuwsbrief per mail te ontvangen.,dagen op het integriteitsonderzoek naar Wybren van Haga. Schrijf je in om <extra_id_0> per <extra_id_1>,dagen op het integriteitsonderzoek naar Wybren van Haga. Schrijf je in om een per nodig te maken,"['deze politieke nieuwsbrief', 'mail te ontvangen.']","['een', 'maken']",6,30.0,14,"[0.8846153846153846, 0.7777777777777778]",0.83
seq9-0,base,Wat zijn de kleine verhalen waar de moderne mens in gelooft? Wekelijks vertelt Arjen van Veelen zon moderne mythe. Vandaag:,Wat zijn de kleine verhalen waar de moderne mens <extra_id_0> vertelt <extra_id_1> zon moderne mythe. Vandaag:,Wat zijn de kleine verhalen waar de moderne mens zich vertelt Het is zon moderne mythe. Vandaag:,"['in gelooft? Wekelijks', 'Arjen van Veelen']","['zich', 'Het is']",6,30.0,13,"[0.9523809523809523, 0.875]",0.91
