Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
"Kunst & Cultuur Arrival Praten in cirkels Vormgeving is vanaf de eerste scne de drager van betekenis in Arrival, Denis Villeneuves nieuwe film over het eerste contact tussen mensen en buitenaardse wezens.  Met trage camerabewegingen en vervreemdende geluiddesigns creert de Canadese filmmaker een wereld die we nt niet kennen","Kunst & Cultuur Arrival Praten in cirkels Vormgeving is vanaf de eerste scne de drager van betekenis in Arrival, Denis Villeneuves nieuwe film over het eerste contact tussen mensen <extra_id_0> trage camerabewegingen en vervreemdende geluiddesigns <extra_id_1> filmmaker een wereld <extra_id_2> niet kennen","['en buitenaardse wezens. Met', 'creert de Canadese', 'die we nt']",10,20.0,1
"18 november 2009 Jaargang 133, Nr.  47 Aart Brouwer, 18 november 2009 Baas in Brussel Margreet Fogteloo, 18 november 2009 Voertuig-verliesuren Bij zijn ideen voor filebestrijding gaat minister Eurlings uit van de impliciete vooronderstelling dat de automobilist gevoelig is voor de kilometerprijzen","18 november 2009 Jaargang 133, <extra_id_0> Brouwer, 18 november 2009 Baas in Brussel Margreet Fogteloo, 18 november 2009 Voertuig-verliesuren Bij zijn ideen <extra_id_1> gaat minister Eurlings uit van <extra_id_2> dat de automobilist gevoelig is voor de kilometerprijzen","['Nr. 47 Aart', 'voor filebestrijding', 'de impliciete vooronderstelling']",8,20.0,1
"Kunst & Cultuur Televisie: Vrouw op Mars Meisjes van de sigarenfabriek Fidan Ekiz presenteert Vrouw op Mars  BNNVARA Fidan Ekiz heeft haar familie- en migratiegeschiedenis behandeld in Veerboot naar Holland.  In De pen & Het zwaard was ze al tout court televisiejournalist, persvrijheid in zes landen onderzoekend (waaronder uiteraard Turkije)","Kunst & Cultuur Televisie: Vrouw op Mars Meisjes van de sigarenfabriek Fidan Ekiz presenteert Vrouw op Mars BNNVARA Fidan Ekiz <extra_id_0> en migratiegeschiedenis behandeld in <extra_id_1> De pen <extra_id_2> was ze al tout court televisiejournalist, persvrijheid in zes landen onderzoekend (waaronder uiteraard Turkije)","['heeft haar familie-', 'Veerboot naar Holland. In', '& Het zwaard']",10,20.0,1
"Braziliaanse klassenstrijd om de fiets So Paulo  Wie fietst, die deugt niet.  Met die woorden becommentarieerde Francisco da Costa Porto (74) de geplande aanleg van een fietspad door zijn straat Honduras, in de chique Jardins (tuinwijk) van So Paulo, in de Braziliaanse pers: Dat weten we vandaag de dag toch","Braziliaanse klassenstrijd <extra_id_0> So Paulo Wie fietst, die deugt niet. Met die woorden becommentarieerde Francisco da Costa Porto (74) de geplande aanleg van een fietspad door zijn straat Honduras, in <extra_id_1> van So Paulo, in de <extra_id_2> weten we vandaag de dag toch","['om de fiets', 'de chique Jardins (tuinwijk)', 'Braziliaanse pers: Dat']",10,20.0,1
"Door regelmatig mee te doen aan de jaarlijkse volksafspraak op 4 mei om 20. 00 uur op de Dam in Amsterdam ontdekte ik dat verschillende mensen, generaties en nationaliteiten hun eigen volk en eigen doden herdenken","Door regelmatig mee te doen aan de jaarlijkse volksafspraak op 4 mei om 20. <extra_id_0> Dam in Amsterdam ontdekte ik dat verschillende mensen, generaties en nationaliteiten hun eigen volk en <extra_id_1>","['00 uur op de', 'eigen doden herdenken']",7,20.0,1
Duitserworst en andere verhalen Laatst was ik even in Frankrijk in het dorpje waar ik altijd met mijn ouders op vakantie was.  Na veertig jaar terug,Duitserworst en andere verhalen Laatst was ik even in Frankrijk in <extra_id_0> ik altijd met mijn ouders op vakantie was. Na <extra_id_1> terug,"['het dorpje waar', 'veertig jaar']",5,20.0,1
"De doodsangst van Bill Gates Dat gaat me toch een revolutie worden, die digitale snelweg.  De rijkste man ter wereld schreef er een boek over","De doodsangst van Bill Gates Dat <extra_id_0> een revolutie worden, die digitale snelweg. De rijkste <extra_id_1> wereld schreef er een boek over","['gaat me toch', 'man ter']",5,20.0,1
"Serene onrust Serenity & Anxiety.  Onder dat alomvattende motto bracht het Holland Festival in 2009 veel goede voorstellingen uit Japan, India, Vietnam, Amerika, Zuid-Afrika, Frankrijk, Duitsland en uit Nederland","Serene onrust Serenity & Anxiety. Onder dat alomvattende motto bracht het Holland <extra_id_0> veel goede voorstellingen uit Japan, India, <extra_id_1> Frankrijk, Duitsland en uit Nederland","['Festival in 2009', 'Vietnam, Amerika, Zuid-Afrika,']",6,20.0,1
"Kunst & Cultuur Toneel - Kings of War Bevroren kroon Ivo van Hoves bewerking van vijf histories van Shakespeare, Hendrik V, drie delen van Hendrik VI en Richard III, keert een half jaar na de premire terug in Amsterdam.  De marathon (vier uur) gaat over de schijngestalten van leiderschap","Kunst & Cultuur Toneel - Kings of War Bevroren kroon Ivo van Hoves bewerking van <extra_id_0> Shakespeare, Hendrik <extra_id_1> Hendrik VI en Richard III, <extra_id_2> jaar na de premire terug in Amsterdam. De marathon (vier uur) gaat over de schijngestalten van leiderschap","['vijf histories van', 'V, drie delen van', 'keert een half']",10,20.0,1
"Een beproeving noemt ze het islamitische terrorisme dat op 19 december nu ook Berlijn heeft getroffen.  Merkel richt met deze benaming duidelijk geen oorlogsverklaring aan IS, zoals Franois Hollande dat deed na de aanslagen in Parijs","Een beproeving noemt ze het islamitische terrorisme dat op 19 december nu <extra_id_0> Merkel richt met deze benaming duidelijk geen oorlogsverklaring aan IS, zoals Franois Hollande dat <extra_id_1> aanslagen in Parijs","['ook Berlijn heeft getroffen.', 'deed na de']",7,20.0,1
