Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq0-0,base,Vier boeken zoeken antwoorden Over de toekomst van welk land gn de verkiezingen eigenlijk.  Vier boeken zoeken het antwoord,Vier boeken zoeken antwoorden Over de toekomst van welk land gn <extra_id_0> eigenlijk. Vier boeken <extra_id_1>,Vier boeken zoeken antwoorden Over de toekomst van welk land gn eigenlijk. Vier boeken zoeken antwoorden,"['de verkiezingen', 'zoeken het antwoord']","['', 'antwoorden']",5,25,1,"[1.0, 0.6842105263157895]",0.84
seq1-0,base,"Populisten in Zweden beschuldigen sociaal-democraten van racisme  onterecht volgens historici De extreem-rechtse Zweden Democraten, beschuldigd van racisme, stellen in een campagnefilm dat het juist de Sociaaldemocraten zijn die nazistische wortels hebben.  Historici maken gehakt van de claims","Populisten in Zweden beschuldigen sociaal-democraten van racisme onterecht <extra_id_0> extreem-rechtse Zweden Democraten, beschuldigd van racisme, stellen in een <extra_id_1> juist <extra_id_2> die nazistische wortels hebben. Historici maken gehakt van de claims","Populisten in Zweden beschuldigen sociaal-democraten van racisme onterecht De extreem-rechtse Zweden Democraten, beschuldigd van racisme, stellen in een verklaring juist claims die nazistische wortels hebben. Historici maken gehakt van de claims","['volgens historici De', 'campagnefilm dat het', 'de Sociaaldemocraten zijn']","['De', 'verklaring', 'claims']",9,25,1,"[0.9, 0.85, 0.84]",0.86
seq2-0,base,Gratis busvervoer ontlokt op A44 geen daverend gejuich Zuid-Holland experimenteert een jaar met snelle en gratis busritten van Leiden naar Den Haag.  De provincie is vol goede moed; de passagier 'moet het nog zien',Gratis busvervoer ontlokt op <extra_id_0> gejuich Zuid-Holland experimenteert een jaar met snelle en gratis busritten van Leiden <extra_id_1> Haag. De provincie is vol goede moed; de <extra_id_2> nog zien',Gratis busvervoer ontlokt op gejuich Zuid-Holland experimenteert een jaar met snelle en gratis busritten van Leiden naar Den Haag. De provincie is vol goede moed; de kan je nog zien',"['A44 geen daverend', 'naar Den', '""passagier \'moet het""']","['', 'naar Den', 'kan je']",8,25,1,"[1.0, 0.0, 0.8571428571428571]",0.62
seq3-0,base,"Hayarpi Tamrazyan is al sinds 2010 met haar Armeense familie in Nederland, maar ze weten niet of ze hier mogen blijven.  Beeld Arie Kieviet Zolang er een kerkdienst gaande is, mag de Dienst Terugkeer en Vertrek de kerk niet in, is het idee","Hayarpi Tamrazyan is al sinds 2010 met haar Armeense familie in Nederland, maar ze weten niet of ze hier mogen blijven. Beeld Arie Kieviet <extra_id_0> kerkdienst gaande is, mag <extra_id_1> Terugkeer <extra_id_2> kerk niet <extra_id_3> idee","Hayarpi Tamrazyan is al sinds 2010 met haar Armeense familie in Nederland, maar ze weten niet of ze hier mogen blijven. Beeld Arie Kieviet Wat er in de kerkdienst gaande is, mag er ook. Terugkeer in kerk niet een idee","['Zolang er een', 'de Dienst', 'en Vertrek de', 'in', 'is het']","['Wat er in de', 'er ook.', 'in', 'een']",11,25,1,"[0.7692307692307693, 0.8888888888888888, 0.9230769230769231, 0.6666666666666666]",0.81
seq4-0,base,"bellen metlandbouwverslaggever pieter hotse smit En weer trekken de boze boeren op naar Den Haag om te demonstreren tegen het stikstofbeleid van het kabinet.  Op het Malieveld zijn ze deze keer niet welkom, op het naastgelegen park Koekamp wel","bellen metlandbouwverslaggever pieter hotse smit En weer trekken de boze boeren op naar Den Haag om te demonstreren tegen het <extra_id_0> kabinet. Op het Malieveld <extra_id_1> niet welkom, <extra_id_2> park Koekamp wel","bellen metlandbouwverslaggever pieter hotse smit En weer trekken de boze boeren op naar Den Haag om te demonstreren tegen het nieuwe kabinet. Op het Malieveld zijn ze niet welkom, in het park Koekamp wel","['stikstofbeleid van het', 'zijn ze deze keer', 'op het naastgelegen']","['nieuwe', 'zijn ze', 'in het']",10,25,1,"[0.8636363636363636, 0.5882352941176471, 0.7894736842105263]",0.75
seq5-0,base,"Smartfoto's De beste camera, zeggen fotografen, is de camera die je bij je hebt.  En dat is steeds vaker een iPhone","Smartfoto's De beste camera, zeggen fotografen, is de camera die je <extra_id_0> hebt. En dat <extra_id_1> een iPhone","Smartfoto's De beste camera, zeggen fotografen, is de camera die je nodig hebt. En dat is een iPhone","['bij je', 'is steeds vaker']","['nodig', 'is']",5,25,1,"[1.0, 0.8666666666666667]",0.93
seq6-0,base,Geldvraag Duurzaam verbouwen Ons hypotheekvrije woning uit 1978 is toe aan verbetering.  We willen de verbouwing combineren met energiebesparende maatregelen,Geldvraag Duurzaam verbouwen Ons hypotheekvrije woning uit 1978 is toe aan <extra_id_0> willen de <extra_id_1> energiebesparende maatregelen,Geldvraag Duurzaam verbouwen Ons hypotheekvrije woning uit 1978 is toe aan de buren. We willen de komende tijd energiebesparende maatregelen,"['verbetering. We', 'verbouwing combineren met']","['de buren. We', 'komende tijd']",5,25,1,"[0.4666666666666667, 0.84]",0.65
seq7-0,base,"Maffia zet rabbijn in Geslaagde thriller vol spitse dialogen 26 maart 2016, 02:00 Als een man van wie je vermoedt dat hij een huurmoordenaar is, in Las Vegas tegen je zegt dat 'we een stukje gaan rijden', dan weet je wel hoe laat het is.  En inderdaad, na een paar onnavolgbare dialogen is het zover, waarna de hitman tevreden kan constateren dat 'de menselijke schedel de allerbeste geluidsdemper is'","Maffia <extra_id_0> Geslaagde thriller vol spitse dialogen 26 maart 2016, 02:00 Als een man van wie je vermoedt dat hij <extra_id_1> is, in Las Vegas tegen je zegt <extra_id_2> stukje gaan rijden', dan weet je wel hoe laat het is. En inderdaad, na een paar <extra_id_3> het zover, waarna de hitman tevreden kan <extra_id_4> menselijke <extra_id_5> geluidsdemper is'","Maffia Geslaagde thriller vol spitse dialogen 26 maart 2016, 02:00 Als een man van wie je vermoedt dat hij echt krank is, in Las Vegas tegen je zegt 'Een stukje gaan rijden', dan weet je wel hoe laat het is. En inderdaad, na een paar uur is het zover, waarna de hitman tevreden kan zijn met de menselijke 'die geluidsdemper is'","['zet rabbijn in', 'een huurmoordenaar', '""dat \'we een""', 'onnavolgbare dialogen is', '""constateren dat \'de""', 'schedel de allerbeste']","['', 'echt krank', ""'Een"", 'uur is', 'zijn met de', ""'die""]",17,25,1,"[1.0, 0.7777777777777778, 0.7692307692307693, 0.8333333333333334, 0.7142857142857143, 0.9047619047619048]",0.83
seq8-0,base,"Het sluitstuk van de Berber-bibliotheek en de levenslessen van Pieter Winsemius Pieter Winsemius over domme vragen, vrouwelijke wetenschappers die correspondeerden met Darwin en het sluitstuk van de Berber-bibliotheek.  Michail Saltykov-Sjtsjedrin Pegasus,  21,50 Van de Russische satiricus Michail Saltykov-Sjtsjedrin (1826-1889) was tot dusver maar weinig in het Nederlands vertaald","Het sluitstuk van <extra_id_0> de levenslessen van Pieter <extra_id_1> over domme <extra_id_2> die correspondeerden met Darwin en het sluitstuk van de <extra_id_3> Pegasus, 21,50 Van de Russische satiricus Michail Saltykov-Sjtsjedrin (1826-1889) was tot dusver maar weinig in het Nederlands vertaald","Het sluitstuk van de geschiedenis van de levenslessen van Pieter Pieters over domme dingen die correspondeerden met Darwin en het sluitstuk van de geschiedenis van Pegasus, 21,50 Van de Russische satiricus Michail Saltykov-Sjtsjedrin (1826-1889) was tot dusver maar weinig in het Nederlands vertaald","['de Berber-bibliotheek en', 'Winsemius Pieter Winsemius', 'vragen', 'vrouwelijke wetenschappers', 'Berber-bibliotheek. Michail Saltykov-Sjtsjedrin']","['de geschiedenis van', 'Pieters', 'dingen', 'geschiedenis van']",12,25,1,"[0.75, 0.7307692307692307, 0.5, 0.8076923076923077]",0.7
seq9-0,base,"Just Fontein, Pieter Hotse Smit en Lennart Bloemhof 14 augustus 2016, 19:50 03. 25 uur, atletiek, 100 meter (m) De Jamaicaan beloofde al dat er geschiedenis geschreven zal worden","Just Fontein, Pieter Hotse Smit en Lennart Bloemhof 14 augustus 2016, 19:50 03. 25 uur, atletiek, 100 meter <extra_id_0> al dat er geschiedenis <extra_id_1>","Just Fontein, Pieter Hotse Smit en Lennart Bloemhof 14 augustus 2016, 19:50 03. 25 uur, atletiek, 100 meter al dat er geschiedenis is. -","['(m) De Jamaicaan beloofde', 'geschreven zal worden']","['', '-']",7,25,1,"[1.0, 1.0]",1.0
